N	2gram	Vinokur_Vv_1	Myslijsy
1	потому что	14	46
2	в том	31	32
3	и в	27	30
4	может быть	24	28
5	то же	8	23
6	не только	21	21
7	только в	13	21
8	но и	5	19
9	том что	26	18
10	то что	17	18
11	того что	12	18
12	что в	11	17
13	не есть	4	17
14	по себе	9	16
15	в себе	4	16
16	не в	8	15
17	и не	13	15
18	а не	3	15
19	таким образом	19	14
20	что и	3	13
21	так как	13	13
22	точно так	2	12
23	вместе с	6	12
24	а в	5	12
25	если бы	2	12
26	этого слова	2	11
27	что оно	2	11
28	как и	5	10
29	и что	4	10
30	в этом	34	10
31	в то	5	10
32	из этих	5	9
33	было бы	5	9
34	в нем	13	9
35	мы не	2	9
36	между тем	8	9
37	тогда когда	3	9
38	в самом	12	8
39	от того	3	8
40	в ней	3	8
41	что не	5	8
42	только что	4	8
43	что мы	2	8
44	и то	5	8
45	смысле этого	8	7
46	и без	2	7
47	с другой	8	7
48	вовсе не	6	7
49	к тому	4	7
50	как мы	9	7
51	так что	5	7
52	с тем	6	7
53	но не	7	7
54	есть не	3	7
55	с одной	4	7
56	тем что	6	7
57	зависит от	3	6
58	а потому	3	6
59	что он	4	6
60	с этим	2	6
61	из них	3	6
62	например в	2	6
63	то это	3	6
64	не может	13	6
65	уже не	5	6
66	не имеет	4	6
67	уже в	5	5
68	одно из	5	5
69	не могут	5	5
70	независимо от	3	5
71	в них	4	5
72	по крайней	4	5
73	и как	9	5
74	же время	5	5
75	в своем	3	5
76	языка в	4	5
77	еще не	4	5
78	только как	6	5
79	крайней мере	4	5
80	только по	3	5
81	и тем	5	5
82	отношению к	4	5
83	не менее	8	5
84	по отношению	4	5
85	есть только	2	5
86	должно быть	2	5
87	как на	11	5
88	не следует	2	5
89	сказать что	5	5
90	и т	43	5
91	до того	2	4
92	что это	3	4
93	одной и	2	4
94	мы видели	2	4
95	по мере	4	4
96	что именно	2	4
97	все это	6	4
98	что даже	2	4
99	в его	10	4
100	в котором	4	4
101	тем более	2	4
102	один из	6	4
103	не к	2	4
104	другой стороны	5	4
105	и его	5	4
106	или же	3	4
107	и наоборот	2	4
108	для того	21	4
109	но вместе	2	4
110	того как	3	4
111	об отношении	2	4
112	и это	6	4
113	и при	2	4
114	в каждой	2	4
115	не существует	2	3
116	этого не	2	3
117	есть еще	2	3
118	не говоря	2	3
119	и есть	3	3
120	могут быть	4	3
121	тому что	2	3
122	прежде всего	8	3
123	к этому	3	3
124	представить себе	5	3
125	а только	8	3
126	тем не	8	3
127	именно в	8	3
128	мы можем	2	3
129	само по	3	3
130	до сих	5	3
131	можно сказать	3	3
132	одной стороны	4	3
133	при этом	3	3
134	что она	3	3
135	как бы	5	3
136	из двух	2	3
137	в целом	5	3
138	каждой из	3	3
139	время в	2	3
140	со стороны	12	3
141	только на	3	3
142	и тогда	3	3
143	т д	37	3
144	того чтобы	21	3
145	к нему	2	3
146	в силу	3	3
147	так же	3	3
148	в каждом	4	3
149	и на	3	3
150	говорить о	3	3
151	в начале	3	3
152	и вообще	3	3
153	его в	6	3
154	в первом	5	3
155	ответ на	3	3
156	в чем	4	3
157	сих пор	5	3
158	но все	3	2
159	об этом	5	2
160	связи с	3	2
161	в какой	4	2
162	первом случае	2	2
163	так например	6	2
164	не столько	2	2
165	не как	3	2
166	в одном	4	2
167	это в	2	2
168	а как	3	2
169	с понятием	3	2
170	в собственном	2	2
171	его к	2	2
172	отношение к	3	2
173	сама по	3	2
174	одной из	3	2
175	что с	3	2
176	на котором	2	2
177	видеть что	6	2
178	в ее	11	2
179	сливается с	3	2
180	от другой	3	2
181	в этой	3	2
182	можно только	2	2
183	по своему	5	2
184	но как	2	2
185	как о	4	2
186	но что	3	2
187	в большей	7	2
188	несмотря на	2	2
189	и той	2	2
190	том чтобы	6	2
191	том же	2	2
192	в свое	2	2
193	так или	4	2
194	себе что	3	2
195	все же	8	2
196	жизни и	2	2
197	в своей	4	2
198	что уже	3	2
199	и до	2	2
200	собственном смысле	2	2
201	что же	3	2
202	мысли и	2	2
203	в их	11	2
204	в форме	2	2
205	в основании	3	2
206	т п	5	2
207	входит в	2	2
208	тогда как	2	2
209	в виде	4	2
210	в разных	5	2
211	этом отношении	3	2
212	из того	2	2
213	деятельности и	2	2
214	самом деле	6	2
215	этой стороны	2	2
216	что такое	10	2
217	и даже	5	2
218	той же	4	2
219	языка и	12	2
220	в которых	6	2
221	с этой	4	2
222	от этого	5	2
223	точки зрения	7	2
224	связь между	4	2
225	что собственно	3	2
226	отношении к	2	2
227	о том	15	2
228	когда мы	2	2
229	в области	4	2
230	большей части	2	2
231	по содержанию	2	2
232	и с	2	2
