N	2gram	Losev_Vlad_3	Problema
1	и не	25	28
2	то есть	24	27
3	не только	25	24
4	только в	13	23
5	в виде	13	22
6	вовсе не	13	21
7	в том	18	20
8	и в	40	20
9	ни в	10	17
10	не просто	10	16
11	все эти	5	16
12	смысле слова	6	15
13	то что	28	15
14	потому что	11	15
15	у нас	5	14
16	было бы	4	14
17	той или	2	14
18	но и	18	14
19	точки зрения	13	14
20	перед нами	3	13
21	не в	3	13
22	также и	17	13
23	даже и	12	13
24	в нашем	2	12
25	не есть	10	12
26	в себе	9	12
27	том что	18	12
28	прежде всего	10	11
29	по себе	6	11
30	подобного рода	3	11
31	с точки	6	11
32	не менее	9	10
33	тем не	10	10
34	отнюдь не	5	10
35	в качестве	3	10
36	не является	2	10
37	так и	6	10
38	и его	10	10
39	это значит	6	10
40	при помощи	4	10
41	едва ли	11	10
42	может быть	8	9
43	и даже	6	9
44	в этом	16	9
45	содержит в	5	8
46	если бы	3	8
47	что он	5	8
48	таким образом	11	8
49	в результате	4	8
50	во всяком	3	8
51	и все	4	8
52	но в	4	8
53	значит что	6	8
54	с другой	5	7
55	это не	3	7
56	еще не	4	7
57	такого рода	4	7
58	мы не	2	7
59	и потому	10	7
60	и тем	3	7
61	то же	4	7
62	именно в	3	7
63	а не	8	7
64	сказать что	12	7
65	и с	9	7
66	в ней	5	7
67	здесь не	3	7
68	хотя бы	6	7
69	об этом	6	6
70	и от	6	6
71	а только	7	6
72	так что	14	6
73	а также	8	6
74	для нас	5	6
75	как и	7	6
76	но это	6	6
77	есть не	2	6
78	что здесь	3	6
79	при этом	3	6
80	но если	5	6
81	в виду	3	6
82	другой стороны	2	6
83	в одно	2	6
84	в таком	3	6
85	в данном	5	6
86	сам по	2	6
87	только при	4	6
88	в каком	4	6
89	и вообще	3	6
90	же самое	3	6
91	мы имеем	3	6
92	не существует	2	5
93	но не	4	5
94	на самом	3	5
95	хотя и	7	5
96	в нем	3	5
97	здесь в	4	5
98	в смысле	6	5
99	и можно	4	5
100	да и	6	5
101	и если	7	5
102	и о	4	5
103	вместе с	7	5
104	данном случае	2	5
105	так же	8	5
106	то и	2	5
107	не может	14	5
108	только и	5	5
109	так как	7	5
110	если мы	4	5
111	уже не	9	5
112	и вполне	2	5
113	в этих	2	5
114	ничего общего	5	5
115	о том	11	5
116	те или	2	5
117	и ни	2	5
118	уже в	3	4
119	или иные	2	4
120	с тем	7	4
121	но даже	4	4
122	в отношении	5	4
123	в какой	2	4
124	и для	3	4
125	в одном	5	4
126	что его	2	4
127	всегда есть	3	4
128	в этой	8	4
129	тем самым	2	4
130	кроме того	6	4
131	одной из	2	4
132	несмотря на	7	4
133	в своей	9	4
134	отчет в	2	4
135	никак не	4	4
136	что она	2	4
137	как бы	3	4
138	всяком случае	3	4
139	не имеет	4	4
140	же в	3	4
141	ни с	3	4
142	отличается от	3	4
143	и только	3	4
144	с этим	2	4
145	в разных	2	4
146	а в	7	4
147	и наконец	2	4
148	можно было	5	4
149	жизнь и	3	4
150	как раз	10	4
151	в то	7	4
152	нет ни	2	4
153	в связи	3	3
154	к тому	7	3
155	и более	2	3
156	независимо от	3	3
157	можно ли	2	3
158	все они	2	3
159	само собой	3	3
160	если не	6	3
161	точно так	4	3
162	в жизни	2	3
163	ни на	2	3
164	этом смысле	3	3
165	и к	2	3
166	является для	2	3
167	как мы	8	3
168	он был	2	3
169	для него	8	3
170	и как	7	3
171	но все	3	3
172	это есть	10	3
173	в начале	2	3
174	связи с	2	3
175	в истории	5	3
176	учение о	24	3
177	себе и	2	3
178	совершенно не	2	3
179	себе в	2	3
180	между прочим	5	3
181	же и	2	3
182	в его	14	3
183	и этот	2	3
184	только к	2	3
185	не так	3	3
186	здесь нет	2	3
187	то это	10	3
188	что и	7	3
189	что в	17	3
190	бы и	4	3
191	в своем	8	3
192	не было	5	3
193	еще и	18	3
194	необходимо сказать	7	3
195	всякого рода	3	3
196	заметим что	3	3
197	для того	2	3
198	что мы	2	3
199	к нему	3	3
200	тут же	5	3
201	и на	6	3
202	нас выше	3	3
203	тем что	5	3
204	из них	2	3
205	к его	2	3
206	но как	2	3
207	в другом	2	3
208	мы должны	4	3
209	нет ничего	2	3
210	мы сейчас	2	3
211	не прямо	3	3
212	а если	2	3
213	как это	4	3
214	из этого	2	3
215	всю эту	2	2
216	этого не	3	2
217	и всякого	2	2
218	по этому	3	2
219	имеет ничего	2	2
220	то он	4	2
221	в конце	12	2
222	о необходимости	3	2
223	для себя	5	2
224	стороны и	2	2
225	а наоборот	3	2
226	с его	2	2
227	при условии	2	2
228	о которых	2	2
229	на путях	2	2
