N	2gram	Bakhtin_Pr_5	Vladivir
1	и в	35	30
2	то что	10	20
3	в этом	14	20
4	у него	4	19
5	в том	5	18
6	и не	27	18
7	и с	12	14
8	что он	24	13
9	в конце	5	13
10	том что	3	12
11	что в	6	12
12	не только	10	12
13	в его	21	11
14	а в	7	11
15	как мы	8	11
16	сказать что	3	11
17	и вообще	2	10
18	и даже	5	10
19	не в	10	9
20	для него	14	9
21	было бы	3	9
22	все же	8	9
23	потому что	8	9
24	не может	18	9
25	в то	11	9
26	в своем	2	8
27	вместе с	2	8
28	но и	14	8
29	что же	7	8
30	не мог	3	8
31	но в	19	8
32	не менее	2	7
33	никогда не	4	7
34	точки зрения	7	7
35	и все	15	7
36	ни в	2	7
37	до конца	4	7
38	может быть	14	7
39	в эти	2	7
40	а не	4	7
41	то есть	16	7
42	хотя и	2	6
43	прежде всего	12	6
44	и к	12	6
45	только в	6	6
46	всяком случае	4	6
47	во всяком	4	6
48	в себе	5	6
49	и его	14	6
50	и то	5	5
51	к концу	3	5
52	по себе	4	5
53	как и	18	5
54	так что	5	5
55	в дальнейшем	2	5
56	то в	2	5
57	при этом	2	5
58	но что	2	5
59	тот же	4	5
60	в своей	4	5
61	он уже	3	5
62	как бы	31	5
63	в котором	3	5
64	для себя	7	5
65	так и	8	5
66	все это	14	5
67	с этим	3	5
68	и что	6	5
69	того что	3	5
70	все эти	3	5
71	так как	4	5
72	с ним	7	5
73	из этого	2	5
74	совсем не	3	4
75	с его	7	4
76	с этой	2	4
77	я не	8	4
78	вовсе не	7	4
79	его в	4	4
80	мы знаем	2	4
81	что его	2	4
82	в целом	3	4
83	мы с	2	4
84	что это	4	4
85	на его	4	4
86	конечно не	2	4
87	в ней	2	4
88	он не	13	4
89	в нем	16	4
90	в этих	2	4
91	то же	15	4
92	и наконец	7	4
93	на этот	2	4
94	и он	2	4
95	так же	7	4
96	той же	2	4
97	и на	6	4
98	но это	6	4
99	в начале	3	4
100	мы должны	3	4
101	о том	2	4
102	с которыми	2	4
103	в которой	2	4
104	отношение к	6	4
105	это было	2	4
106	под влиянием	3	3
107	уже в	3	3
108	всех этих	2	3
109	в них	4	3
110	в отношении	9	3
111	хотя бы	2	3
112	это в	2	3
113	же время	10	3
114	быть в	2	3
115	что и	3	3
116	да и	5	3
117	и как	2	3
118	что я	13	3
119	но не	6	3
120	он и	5	3
121	и для	8	3
122	с точки	2	3
123	во всех	3	3
124	как в	5	3
125	им в	2	3
126	в отличие	2	3
127	таким образом	7	3
128	те же	2	3
129	и вот	4	3
130	уже не	3	3
131	должно быть	3	3
132	наконец в	4	3
133	отличие от	2	3
134	где он	4	3
135	в виде	7	3
136	даже и	3	3
137	к ней	2	3
138	но он	4	3
139	я в	4	3
140	и это	5	3
141	конце концов	3	3
142	этот раз	2	3
143	а он	3	2
144	к нему	13	2
145	вы не	2	2
146	этого не	3	2
147	он сам	6	2
148	еще в	4	2
149	отрывок из	2	2
150	с тем	3	2
151	уже и	2	2
152	однако в	2	2
153	у достоевского	12	2
154	него и	3	2
155	бы его	3	2
156	это не	3	2
157	и от	3	2
158	раз и	3	2
159	мы видели	2	2
160	на меня	6	2
161	меня в	2	2
162	здесь в	2	2
163	к тому	6	2
164	он все	2	2
165	в общем	3	2
166	без всякого	2	2
167	друг друга	2	2
168	из его	2	2
169	на этом	2	2
170	по своему	4	2
171	и сам	7	2
172	бы с	2	2
173	кажется что	2	2
174	мы уже	8	2
175	себе и	7	2
176	в самом	6	2
177	в сущности	14	2
178	не могу	3	2
179	меня не	4	2
180	же и	4	2
181	о нем	2	2
182	в виду	3	2
183	время как	2	2
184	полемика с	4	2
185	будто бы	2	2
186	даже в	5	2
187	а что	2	2
188	еще один	2	2
189	но уже	2	2
190	себя в	2	2
191	его и	3	2
192	я очень	3	2
193	я хотел	2	2
194	с которым	4	2
195	стремится к	6	2
196	как к	5	2
197	но все	4	2
198	для вас	2	2
199	в той	4	2
200	что не	4	2
201	в чем	4	2
202	и по	2	2
203	и прежде	4	2
204	можно было	2	2
205	их в	2	2
206	сам по	2	2
207	и во	3	2
208	не о	4	2
209	он дает	2	2
210	и вы	2	2
211	как будто	4	2
212	i здесь	2	2
213	которой он	3	2
214	из письма	2	2
215	как он	2	2
216	или как	3	2
217	тогда и	2	2
218	что вы	2	2
219	ничего не	3	2
220	я и	2	2
