N	2gram	Vinokur_Vv_1	Istorich
1	и т	43	27
2	и в	27	26
3	т д	37	24
4	т е	38	18
5	так же	3	18
6	то что	17	16
7	не только	21	15
8	что в	11	14
9	может быть	24	14
10	же как	3	13
11	но и	5	12
12	что он	4	10
13	таким образом	19	10
14	и его	5	10
15	при помощи	2	10
16	что и	3	9
17	все же	8	9
18	и не	13	9
19	его в	6	9
20	так как	13	9
21	то же	8	8
22	этих случаях	2	8
23	а в	5	8
24	в этих	3	7
25	об этом	5	7
26	как и	5	7
27	в качестве	7	7
28	в этом	34	7
29	что здесь	2	7
30	мы имеем	3	7
31	в дальнейшем	2	6
32	еще не	4	6
33	мы видели	2	6
34	вместе с	6	6
35	не может	13	6
36	а не	3	6
37	к нему	2	6
38	и то	5	6
39	потому что	14	6
40	мы можем	2	6
41	могут быть	4	6
42	как он	6	6
43	и как	9	5
44	это не	8	5
45	точно так	2	5
46	в одном	4	5
47	к этому	3	5
48	но все	3	5
49	в силу	3	5
50	но не	7	5
51	ничего не	2	5
52	в его	10	5
53	до сих	5	5
54	и др	2	5
55	то это	3	5
56	сих пор	5	5
57	как мы	9	5
58	и что	4	5
59	из которых	2	5
60	уже не	5	5
61	не в	8	5
62	и с	2	5
63	тем что	6	5
64	в другом	3	5
65	но в	10	5
66	раньше чем	3	5
67	с другой	8	4
68	вовсе не	6	4
69	вопрос о	8	4
70	в тех	2	4
71	в своей	4	4
72	в этот	2	4
73	другой стороны	5	4
74	здесь не	2	4
75	тогда как	2	4
76	того как	3	4
77	не просто	4	4
78	и даже	5	4
79	в которых	6	4
80	о том	15	4
81	представляют собой	6	4
82	только что	4	3
83	на вопрос	6	3
84	сравнению с	3	3
85	по сравнению	3	3
86	из этих	5	3
87	на котором	2	3
88	этом случае	6	3
89	в том	31	3
90	по существу	2	3
91	том что	26	3
92	и других	3	3
93	его к	2	3
94	и при	2	3
95	во всем	2	3
96	при этом	3	3
97	не что	4	3
98	например в	2	3
99	как бы	5	3
100	все эти	3	3
101	а также	3	3
102	наряду с	2	3
103	данном случае	5	3
104	что она	3	3
105	а именно	6	3
106	или же	3	3
107	о природе	7	3
108	как это	5	3
109	не мог	2	3
110	между ними	2	3
111	не имеет	4	3
112	есть только	2	3
113	как нечто	8	3
114	в данном	11	3
115	в руки	6	3
116	что иное	4	3
117	связи с	3	3
118	что мы	2	3
119	только в	13	3
120	должен был	4	3
121	иное как	5	3
122	е в	4	3
123	о чем	4	3
124	связана с	4	2
125	уже в	5	2
126	не могут	5	2
127	с тем	6	2
128	должна быть	2	2
129	не менее	8	2
130	и есть	3	2
131	никогда не	3	2
132	смысле этого	8	2
133	однако в	3	2
134	в своем	3	2
135	с этим	2	2
136	этого не	2	2
137	а как	3	2
138	по себе	9	2
139	и тем	5	2
140	же это	2	2
141	к отдельным	2	2
142	тем не	8	2
143	говорит о	3	2
144	так что	5	2
145	такого же	2	2
146	представляет собой	12	2
147	в истории	9	2
148	одна из	2	2
149	на этом	3	2
150	есть и	4	2
151	после того	2	2
152	было бы	5	2
153	если бы	2	2
154	такого рода	2	2
155	у нас	2	2
156	в частности	3	2
157	хотя и	3	2
158	хотя бы	5	2
159	в нем	13	2
160	не есть	4	2
161	себя в	2	2
162	в целом	5	2
163	не к	2	2
164	отношение к	3	2
165	из них	3	2
166	на том	3	2
167	дело не	3	2
168	от того	3	2
169	в тексте	4	2
170	в форме	2	2
171	все это	6	2
172	что это	3	2
173	связь между	4	2
174	в связи	2	2
175	и наоборот	2	2
176	на языке	2	2
177	этот вопрос	4	2
178	и вот	3	2
179	этой стороны	2	2
180	того что	12	2
181	только с	3	2
182	на этот	4	2
183	чтобы он	2	2
184	по его	2	2
185	и на	3	2
186	с этой	4	2
187	сказать что	5	2
188	в виде	4	2
189	даже и	3	2
190	в себе	4	2
191	же самое	2	2
192	в этой	3	2
193	сливается с	3	2
194	этого слова	2	2
195	при жизни	2	2
196	собой в	2	2
197	в особенности	4	2
198	в области	4	2
199	так например	6	2
