N	2gram	Vinokur_St_1	Komedia
1	и в	44	22
2	и не	16	21
3	т е	15	16
4	том что	29	13
5	в том	36	12
6	таким образом	7	12
7	со стороны	6	11
8	так как	5	11
9	ни в	3	10
10	потому что	6	10
11	до сих	7	9
12	в самом	7	9
13	сих пор	7	9
14	если бы	9	8
15	молодой человек	2	8
16	в своем	2	8
17	что он	10	8
18	в его	9	8
19	что и	6	8
20	в этом	21	8
21	о том	17	8
22	его в	2	8
23	об этом	3	7
24	при этом	2	7
25	то же	5	7
26	не по	3	7
27	а в	17	7
28	в конце	3	7
29	во время	3	6
30	ясно что	10	6
31	того же	3	6
32	еще не	3	6
33	для того	10	6
34	может быть	15	6
35	как раз	4	6
36	самом деле	11	6
37	и что	4	6
38	того чтобы	11	6
39	так что	6	6
40	и его	8	6
41	в то	9	6
42	не менее	5	5
43	что в	30	5
44	же время	4	5
45	прежде всего	7	5
46	то это	3	5
47	как это	4	5
48	и сам	2	5
49	не только	18	5
50	речь идет	4	5
51	в своей	6	5
52	отношение к	2	5
53	из них	8	5
54	не хочет	2	5
55	все это	5	5
56	по отношению	3	5
57	он не	2	5
58	тем что	5	5
59	более чем	2	5
60	к нему	2	5
61	в которых	5	5
62	но в	10	5
63	но все	4	4
64	должен был	2	4
65	у него	2	4
66	с другой	9	4
67	вовсе не	19	4
68	он был	3	4
69	все же	8	4
70	не в	12	4
71	несмотря на	2	4
72	в ней	3	4
73	тем более	4	4
74	и т	30	4
75	то что	18	4
76	но и	10	4
77	на него	2	4
78	что она	4	4
79	и речи	2	4
80	т п	9	4
81	в отношении	9	4
82	а не	16	4
83	и для	3	4
84	так же	5	4
85	точки зрения	11	4
86	в себе	2	4
87	так и	9	4
88	не является	3	4
89	хотя бы	6	4
90	и с	3	4
91	что ни	2	3
92	в частности	4	3
93	сто лет	3	3
94	никогда не	5	3
95	в какой	3	3
96	с этой	3	3
97	с этим	3	3
98	если не	2	3
99	в нем	5	3
100	идет о	2	3
101	на то	4	3
102	нисколько не	2	3
103	тем не	2	3
104	в ее	4	3
105	как и	9	3
106	в начале	3	3
107	в этой	11	3
108	чем в	3	3
109	одной стороны	2	3
110	было бы	17	3
111	конечно не	2	3
112	на этот	3	3
113	должно было	2	3
114	как бы	4	3
115	отношению к	3	3
116	в целом	5	3
117	судя по	2	3
118	даже не	4	3
119	дело с	2	3
120	не может	8	3
121	не могла	2	3
122	с одной	3	3
123	в двух	3	3
124	из того	2	3
125	возможно что	3	3
126	что не	3	3
127	с точки	8	3
128	столь же	4	3
129	тем же	3	3
130	и даже	5	3
131	не имеет	4	3
132	в других	2	3
133	их в	2	3
134	во всяком	6	3
135	но если	4	3
136	говорить о	2	3
137	не знает	2	3
138	в которой	4	3
139	ничего не	2	3
140	всяком случае	6	3
141	том как	4	3
142	в основе	3	2
143	на вопрос	4	2
144	уже в	2	2
145	в качестве	4	2
146	и без	3	2
147	как в	13	2
148	к концу	2	2
149	это не	8	2
150	и все	2	2
151	представление о	4	2
152	это в	4	2
153	и я	3	2
154	нет никаких	2	2
155	а как	2	2
156	о которой	3	2
157	этом случае	2	2
158	в г	3	2
159	без всякого	2	2
160	по существу	2	2
161	что они	7	2
162	она не	2	2
163	а на	3	2
164	то время	2	2
165	что с	2	2
166	в и	130	2
167	совершенно не	5	2
168	в сущности	2	2
169	за пределы	2	2
170	в свое	2	2
171	а также	2	2
172	ни одной	2	2
173	в котором	5	2
174	так или	2	2
175	должен быть	3	2
176	раз в	2	2
177	не виноват	2	2
178	во всех	8	2
179	дело не	4	2
180	другой стороны	7	2
181	целый ряд	2	2
182	вплоть до	5	2
183	лет назад	2	2
184	бы не	2	2
185	по мнению	3	2
186	отношения к	2	2
187	не было	4	2
188	то обстоятельство	2	2
189	этом отношении	7	2
190	в рукописи	4	2
191	время как	2	2
192	мы не	2	2
193	в эпоху	2	2
194	ли в	2	2
195	за то	3	2
196	что для	3	2
197	в таком	3	2
198	можно было	13	2
199	или иначе	2	2
200	в своих	2	2
201	ли не	2	2
202	в результате	3	2
203	тому что	3	2
204	между тем	3	2
205	и во	2	2
206	г и	2	2
207	г в	5	2
208	что касается	3	2
209	обстоятельство что	3	2
210	нет ни	2	2
211	в другом	3	2
212	видно что	3	2
213	что мы	5	2
214	е в	2	2
215	и это	2	2
216	что эта	2	2
217	этот раз	2	2
218	в области	14	2
219	больше чем	2	2
