N	2gram	Tiupa_Narr_1	DiskursI
1	в себе	6	19
2	при этом	19	17
3	состоит в	10	16
4	в качестве	14	16
5	и в	11	16
6	может быть	15	16
7	как и	13	16
8	в этом	12	16
9	и не	23	15
10	а не	13	14
11	в частности	14	12
12	и т.п	8	12
13	в отличие	2	12
14	отличие от	2	12
15	то есть	9	12
16	в мире	4	11
17	представляет собой	8	11
18	но и	27	11
19	тогда как	10	11
20	но в	7	11
21	том что	7	10
22	не только	31	10
23	своего рода	10	10
24	со стороны	8	10
25	такого рода	10	9
26	так и	5	9
27	не может	8	9
28	в том	8	8
29	а также	6	8
30	как в	4	8
31	не менее	3	7
32	художественного письма	3	7
33	прежде всего	4	7
34	в нем	4	7
35	но не	4	7
36	картины мира	3	7
37	при всей	3	7
38	в данном	11	7
39	по мысли	3	6
40	с его	4	6
41	отнюдь не	2	6
42	себя в	2	6
43	еще не	4	6
44	все же	4	6
45	в своей	5	6
46	данном случае	8	6
47	то же	8	6
48	тем самым	5	6
49	что в	3	5
50	в своем	3	5
51	с другой	2	5
52	в противовес	3	5
53	же время	4	5
54	для него	4	5
55	героя в	3	5
56	то что	9	5
57	и на	5	5
58	в то	4	5
59	я в	2	5
60	в одном	4	4
61	одного из	6	4
62	с позиции	4	4
63	не сводится	2	4
64	к его	2	4
65	в пределах	2	4
66	как бы	6	4
67	времени в	2	4
68	отношению к	3	4
69	по отношению	3	4
70	этом отношении	3	4
71	человека в	2	4
72	роль в	2	4
73	в рассказе	8	4
74	потому что	5	4
75	точки зрения	5	4
76	в этой	6	4
77	и то	3	4
78	о том	4	4
79	не является	3	4
80	перед нами	5	3
81	жизни в	2	3
82	в этих	2	3
83	столь же	5	3
84	это не	3	3
85	из этих	4	3
86	и все	3	3
87	или иной	4	3
88	уже не	8	3
89	и того	2	3
90	и как	3	3
91	не в	6	3
92	соответствии с	4	3
93	своего и	2	3
94	можно сказать	5	3
95	он не	3	3
96	той или	5	3
97	в его	6	3
98	в русской	3	3
99	еще в	3	3
100	к жизни	2	3
101	из них	4	3
102	жизни и	6	3
103	жизни а	3	3
104	и ее	3	3
105	присутствия в	3	3
106	в тексте	13	3
107	не было	3	3
108	иначе говоря	8	3
109	также и	3	3
110	и его	10	3
111	коммуникативную ситуацию	2	3
112	[...] в	2	3
113	как будто	3	3
114	только в	12	3
115	жизни но	2	3
116	мира в	4	3
117	никогда не	4	2
118	по большей	3	2
119	которая в	2	2
120	или напротив	3	2
121	и чужого	2	2
122	не подлежит	2	2
123	в целом	3	2
124	большей части	3	2
125	идет о	3	2
126	что на	4	2
127	в ходе	3	2
128	в той	2	2
129	что он	3	2
130	в соответствии	5	2
131	не столь	2	2
132	времени и	9	2
133	одно и	2	2
134	о чем	4	2
135	х гг	2	2
136	в ней	4	2
137	рассказа в	5	2
138	по сути	2	2
139	с ее	2	2
140	вместе с	2	2
141	заключает в	2	2
142	человеческой жизни	2	2
143	входит в	2	2
144	именно в	3	2
145	и состоит	4	2
146	дистанция между	2	2
147	сводится к	3	2
148	в обоих	2	2
149	в принципе	4	2
150	ситуации и	2	2
151	другой стороны	2	2
152	жизни как	2	2
153	и для	2	2
154	а в	13	2
155	тому как	3	2
156	являет собой	4	2
157	в результате	2	2
158	их в	3	2
159	и с	3	2
160	не о	2	2
161	подобно тому	3	2
162	дело в	2	2
163	здесь не	2	2
164	в области	2	2
165	мы имеем	3	2
166	между тем	3	2
167	но при	3	2
