N	2gram	Medvedev_F_3	formyVre
1	и в	27	46
2	в этом	18	22
3	прежде всего	4	14
4	и т	11	14
5	вовсе не	28	13
6	в романе	4	13
7	и его	19	12
8	только в	8	11
9	не только	9	11
10	во всех	3	11
11	т п	5	11
12	в том	7	10
13	как бы	8	10
14	точки зрения	16	10
15	но в	6	10
16	не в	12	9
17	мы уже	3	9
18	вместе с	6	9
19	но и	10	9
20	и не	30	9
21	и для	6	9
22	в связи	4	8
23	связи с	5	8
24	как и	14	8
25	в его	7	8
26	жизни и	4	8
27	то же	15	8
28	того чтобы	5	8
29	для того	4	8
30	с точки	14	8
31	потому что	7	8
32	из них	2	8
33	в основном	2	8
34	всех этих	2	7
35	в них	3	7
36	может быть	25	7
37	то что	8	7
38	так и	21	7
39	и на	3	7
40	так сказать	5	7
41	никогда не	5	6
42	и во	2	6
43	и все	8	6
44	при этом	8	6
45	как мы	8	6
46	еще не	6	6
47	его в	7	6
48	все же	6	6
49	все это	7	6
50	те же	3	6
51	человека в	2	6
52	в основе	3	6
53	так как	9	6
54	и с	3	6
55	в своем	2	5
56	в дальнейшем	5	5
57	в пределах	8	5
58	в то	7	5
59	но не	5	5
60	и др	2	5
61	в нем	15	5
62	что в	8	5
63	все эти	6	5
64	в смысле	4	5
65	место в	10	4
66	уже в	4	4
67	отнюдь не	8	4
68	жизни в	3	4
69	из этих	2	4
70	человека и	2	4
71	же время	7	4
72	том что	4	4
73	что они	5	4
74	в котором	2	4
75	и их	5	4
76	конечно не	4	4
77	как в	4	4
78	в эпоху	3	4
79	отношения к	2	4
80	а не	17	4
81	их в	3	4
82	в себе	3	4
83	в истории	5	4
84	о том	4	4
85	мы еще	2	3
86	не является	5	3
87	того же	3	3
88	к этому	2	3
89	с помощью	8	3
90	к тому	4	3
91	что он	6	3
92	следовательно и	4	3
93	и как	4	3
94	это значит	2	3
95	в большинстве	4	3
96	том как	2	3
97	в реальном	5	3
98	имеет место	3	3
99	нет и	3	3
100	что и	2	3
101	слова и	4	3
102	ее в	3	3
103	т д	6	3
104	за счет	2	3
105	не на	3	3
106	таким образом	18	3
107	уже не	3	3
108	того что	3	3
109	и даже	2	3
110	роль в	4	3
111	жизнь и	3	3
112	в которых	3	3
113	тем что	5	3
114	на протяжении	2	3
115	же самое	3	3
116	в этих	3	3
117	большинстве случаев	5	3
118	в виду	3	3
119	на этом	2	2
120	и более	3	2
121	в роман	4	2
122	смысла и	4	2
123	друг другу	2	2
124	говорить о	2	2
125	характерно что	2	2
126	с другой	6	2
127	это не	3	2
128	в одной	5	2
129	романа в	3	2
130	ее и	2	2
131	по себе	4	2
132	дело идет	3	2
133	или иной	2	2
134	можно сказать	3	2
135	но эта	2	2
136	в отношении	2	2
137	он был	4	2
138	в самой	2	2
139	как его	9	2
140	у нас	3	2
141	в этой	2	2
142	перестает быть	2	2
143	с тем	7	2
144	совсем не	5	2
145	а на	2	2
146	между ними	15	2
147	равно как	3	2
148	смысле слова	2	2
149	до конца	4	2
150	и пр	15	2
151	она не	4	2
152	в плоскости	5	2
153	было бы	6	2
154	в сущности	2	2
155	ни для	2	2
156	очень важная	2	2
157	и потому	5	2
158	только один	2	2
159	все стороны	2	2
160	мы видели	4	2
161	для чего	2	2
162	в корне	4	2
163	жизни с	2	2
164	и самый	2	2
165	не может	24	2
166	здесь не	2	2
167	и только	2	2
168	на земле	2	2
169	в литературу	5	2
170	этом отношении	3	2
171	в той	3	2
172	лишь в	9	2
173	тем же	7	2
174	так же	9	2
175	у них	2	2
176	новых форм	2	2
177	этого романа	2	2
178	форма в	2	2
179	сами по	2	2
180	в данном	6	2
181	но это	2	2
182	то в	2	2
183	от этого	2	2
184	и от	11	2
185	могут быть	4	2
186	в литературе	6	2
187	ту же	2	2
188	в поэзии	3	2
189	видения и	4	2
190	в конце	3	2
191	как он	2	2
192	и это	2	2
193	последнем счете	2	2
194	там где	7	2
195	как это	4	2
196	во всяком	6	2
197	в последнем	2	2
