N	2gram	Tiupa_Lite_2	KFilosof
1	может быть	17	43
2	в его	4	39
3	в нем	3	31
4	не может	9	27
5	и не	11	26
6	по отношению	4	25
7	и в	19	22
8	отношению к	3	21
9	в себе	6	21
10	в ее	2	17
11	а не	20	17
12	и его	3	17
13	точки зрения	4	13
14	в этом	9	13
15	для него	4	12
16	но не	5	12
17	не в	4	11
18	во всех	3	10
19	с точки	3	10
20	в целом	2	9
21	но и	10	9
22	в их	3	9
23	как бы	2	9
24	в единственном	2	9
25	и для	3	9
26	не было	2	8
27	было бы	2	8
28	жизни и	4	8
29	со стороны	3	8
30	вовсе не	2	7
31	что и	2	7
32	то что	7	7
33	себя в	6	7
34	в себя	3	7
35	я не	5	6
36	в том	10	6
37	но это	3	6
38	и только	2	6
39	в мире	9	6
40	но лишь	3	6
41	отнюдь не	4	6
42	он не	5	6
43	уже не	2	6
44	мира в	2	6
45	никогда не	3	5
46	хотя бы	2	5
47	то же	12	5
48	в основе	2	5
49	но как	2	5
50	с ним	2	5
51	но в	2	5
52	не знает	2	5
53	жизни в	4	5
54	как и	10	5
55	что я	2	5
56	не только	8	5
57	для себя	2	5
58	все же	2	5
59	ко всему	2	5
60	жизни как	2	5
61	жизнь как	2	5
62	что в	4	4
63	ни было	2	4
64	для нас	2	4
65	при этом	6	4
66	мне в	2	4
67	не по	2	4
68	в своих	2	4
69	могло бы	2	4
70	в одном	2	4
71	со мной	4	4
72	том что	7	4
73	а в	3	4
74	тем самым	3	4
75	и т.д	7	4
76	не менее	6	3
77	в каждом	2	3
78	до конца	2	3
79	нет в	2	3
80	в виду	2	3
81	себе и	3	3
82	был бы	2	3
83	того что	5	3
84	слово не	2	3
85	и на	6	3
86	в ней	4	3
87	в то	9	3
88	о том	2	3
89	мы не	4	3
90	еще не	2	3
91	не могу	2	3
92	всех своих	3	3
93	для того	2	3
94	что не	2	3
95	тем что	4	3
96	могут быть	2	3
97	в другом	3	3
98	и жизни	3	3
99	ничего не	3	3
100	сознания в	3	2
101	прежде всего	4	2
102	тем не	2	2
103	и как	3	2
104	эстетического субъекта	3	2
105	соответствии с	2	2
106	же время	9	2
107	себя и	2	2
108	в него	2	2
109	для этого	2	2
110	как к	3	2
111	быть не	2	2
112	и других	4	2
113	на первом	2	2
114	в принципе	5	2
115	потому что	2	2
116	он и	2	2
117	бытия не	2	2
118	себя как	2	2
119	я и	4	2
120	и то	3	2
121	с тем	2	2
122	в жизни	2	2
123	что он	3	2
124	в качестве	5	2
125	тот же	2	2
126	так и	7	2
127	в данном	3	2
128	всей своей	3	2
129	в этой	3	2
130	едва ли	4	2
131	в области	4	2
