N	2gram	Losev_Dial_3	KulturaY
1	и т	24	39
2	потому что	7	25
3	и в	24	23
4	т е	48	22
5	не только	23	20
6	в том	5	19
7	в этом	8	18
8	и не	27	16
9	ни к	3	15
10	было бы	5	15
11	так как	6	15
12	может быть	13	15
13	т д	23	14
14	точки зрения	25	14
15	если бы	6	12
16	у нас	4	12
17	в самом	7	12
18	все эти	3	12
19	том что	8	11
20	но в	2	11
21	что в	7	10
22	по себе	20	10
23	а не	26	10
24	вовсе не	13	9
25	вопрос о	5	9
26	в сущности	10	9
27	то что	14	9
28	самом деле	6	9
29	для того	3	9
30	хотя бы	4	9
31	не может	19	9
32	с другой	4	8
33	прежде всего	8	8
34	не в	3	8
35	только потому	2	8
36	уже не	5	8
37	и что	15	8
38	и пр	6	8
39	с точки	14	8
40	что это	12	7
41	не менее	11	7
42	в силу	3	7
43	все же	3	7
44	но и	9	7
45	другой стороны	2	7
46	и с	6	7
47	это не	4	6
48	по крайней	5	6
49	крайней мере	5	6
50	но не	2	6
51	что не	5	6
52	тем не	10	6
53	то же	6	6
54	и на	3	6
55	что мы	8	6
56	я не	6	5
57	не могут	4	5
58	должна быть	6	5
59	что все	14	5
60	ясно что	7	5
61	что он	13	5
62	об этом	6	5
63	по существу	2	5
64	еще не	2	5
65	несмотря на	2	5
66	в его	2	5
67	всяком случае	2	5
68	и тем	2	5
69	что же	11	5
70	все это	6	5
71	таким образом	13	5
72	и вот	2	5
73	целый ряд	2	5
74	как это	5	5
75	и то	4	5
76	во всяком	2	5
77	само по	5	5
78	и здесь	2	5
79	только в	5	5
80	зависимости от	3	5
81	также и	2	5
82	была бы	3	4
83	можно ли	5	4
84	отнюдь не	10	4
85	в зависимости	2	4
86	в них	5	4
87	перед нами	3	4
88	на то	3	4
89	к тому	4	4
90	но только	4	4
91	мы знаем	3	4
92	для нас	2	4
93	ни в	9	4
94	должно быть	3	4
95	или в	2	4
96	от того	4	4
97	хотя и	5	4
98	как бы	3	4
99	однако не	2	4
100	в нем	3	4
101	со стороны	2	4
102	так же	4	4
103	не было	3	4
104	и о	3	4
105	не имеет	11	4
106	в данном	2	4
107	сказать что	4	4
108	могут быть	2	4
109	в каком	3	4
110	говорить о	4	4
111	в то	5	4
112	в особенности	7	4
113	ничего не	17	4
114	так и	5	4
115	на этом	2	3
116	не надо	3	3
117	у него	2	3
118	для этого	2	3
119	точно так	2	3
120	этого не	2	3
121	же время	3	3
122	что оно	7	3
123	зрения в	2	3
124	же в	2	3
125	это и	7	3
126	но это	5	3
127	в возможности	4	3
128	совершенно не	2	3
129	но для	2	3
130	никак не	2	3
131	в ней	2	3
132	он не	5	3
133	что и	6	3
134	как не	2	3
135	что она	9	3
136	уже о	2	3
137	отличается от	8	3
138	как раз	7	3
139	так в	2	3
140	с этим	3	3
141	то и	3	3
142	не знает	3	3
143	именно в	2	3
144	как мы	2	3
145	того что	12	3
146	из которых	3	3
147	что такое	21	3
148	и по	2	3
149	или иначе	2	3
150	а в	2	3
151	и его	5	3
152	тем что	3	3
153	что можно	2	3
154	и это	4	3
155	есть в	3	3
156	к этой	2	3
157	что дух	4	3
158	в виду	7	3
159	же как	2	2
160	сознания и	4	2
161	и есть	16	2
162	в частности	2	2
163	никогда не	7	2
164	но даже	3	2
165	что у	2	2
166	оно не	6	2
167	с этой	5	2
168	и от	3	2
169	и все	6	2
170	быть не	2	2
171	не просто	18	2
172	их не	2	2
173	или иного	2	2
174	говоря уже	2	2
175	то тем	2	2
176	следовательно и	2	2
177	утверждать что	6	2
178	и потому	2	2
179	только о	3	2
180	с одной	3	2
181	что если	2	2
182	но что	7	2
183	тех пор	2	2
184	она не	3	2
185	при этом	2	2
186	можно мыслить	2	2
187	и всякой	2	2
188	и если	2	2
189	меньше чем	2	2
190	конечно не	4	2
191	того или	3	2
192	же и	2	2
193	и даже	13	2
194	так или	2	2
195	к нему	3	2
196	превращается в	6	2
197	не говоря	2	2
198	вопросе о	2	2
199	есть явление	5	2
200	а именно	2	2
201	в их	2	2
202	и следовательно	2	2
203	в своем	3	2
204	не на	6	2
205	мы говорим	2	2
206	или же	3	2
207	и для	2	2
208	еще и	2	2
209	все равно	2	2
210	как и	7	2
211	этой точки	2	2
212	тем самым	3	2
213	должны быть	3	2
214	и у	2	2
215	той же	3	2
216	что для	5	2
217	быть только	2	2
218	не говорит	3	2
219	даже и	7	2
220	он и	3	2
221	в своих	2	2
222	и где	2	2
223	все предыдущие	2	2
224	о разных	2	2
225	и вообще	2	2
226	ни на	3	2
227	но вот	2	2
228	иметь в	2	2
229	а если	3	2
230	только как	5	2
231	говорить и	2	2
