N	3gram	Vygotskiy__1	StatiiOP
1	в том что	9	11
2	и т п	15	6
3	не может быть	8	5
4	с другой стороны	5	4
5	в то время	5	4
6	в этом отношении	2	4
7	во всяком случае	6	4
8	с точки зрения	2	4
9	в этом смысле	2	4
10	то время как	5	4
11	о том что	7	4
12	в конце концов	3	3
13	состоит в том	2	3
14	на то что	8	3
15	не в том	5	3
16	по этому поводу	2	2
17	до сих пор	3	2
18	только тогда когда	4	2
19	в том чтобы	7	2
20	то что я	2	2
21	и т д	8	2
22	с одной стороны	5	2
23	тем не менее	2	2
24	заключается в том	6	2
25	потому что он	2	2
