N	2gram	Trubetskoy_1	Narrotol
1	не только	7	32
2	может быть	16	25
3	но и	9	23
4	и не	8	20
5	и в	23	19
6	то есть	2	19
7	в том	30	18
8	в этом	12	17
9	в частности	2	14
10	том что	19	14
11	не в	8	14
12	тогда как	6	12
13	то что	18	11
14	а в	3	11
15	не может	17	10
16	точки зрения	13	10
17	при этом	9	9
18	так и	10	9
19	в его	5	9
20	в мире	6	9
21	с другой	6	8
22	в себе	5	8
23	и т.д	4	7
24	как и	9	7
25	еще не	5	7
26	к тому	8	7
27	ни для	2	7
28	все же	13	7
29	по отношению	9	7
30	с одной	3	7
31	одной стороны	2	7
32	что он	7	6
33	отношению к	9	6
34	то в	2	6
35	но не	2	6
36	именно в	5	6
37	в себя	2	6
38	тем самым	3	6
39	иначе говоря	4	6
40	о том	7	6
41	но в	4	6
42	отнюдь не	2	5
43	тому же	6	5
44	к нему	2	5
45	в данном	3	5
46	в основе	2	5
47	между двумя	5	5
48	отличие от	3	5
49	в этой	6	5
50	далеко не	5	5
51	точку зрения	2	4
52	во втором	2	4
53	прежде всего	3	4
54	в нем	3	4
55	у него	5	4
56	то же	4	4
57	но все	5	4
58	в силу	7	4
59	же время	2	4
60	было бы	3	4
61	связи с	4	4
62	имеет место	2	4
63	как бы	10	4
64	хотя бы	4	4
65	данном случае	3	4
66	другой стороны	5	4
67	отличается от	6	4
68	те же	2	4
69	из которых	4	4
70	только в	6	4
71	и с	5	4
72	же не	3	4
73	не менее	7	3
74	а с	4	3
75	ни было	2	3
76	же как	3	3
77	что в	8	3
78	никогда не	4	3
79	из этих	8	3
80	в свою	2	3
81	тем не	4	3
82	может не	3	3
83	что они	2	3
84	одна из	2	3
85	свою очередь	2	3
86	в сущности	2	3
87	на том	2	3
88	хотя и	4	3
89	в ней	3	3
90	он не	3	3
91	из двух	2	3
92	не есть	2	3
93	с ее	2	3
94	не будет	5	3
95	бы то	2	3
96	из них	5	3
97	жизни и	2	3
98	на него	2	3
99	то ни	3	3
100	как мы	2	3
101	сводится к	2	3
102	столь же	5	3
103	или иначе	5	3
104	и на	6	3
105	между тем	12	3
106	по своей	7	3
107	в то	6	3
108	как будто	5	3
109	что это	5	3
110	независимо от	2	2
111	должна быть	5	2
112	в общей	2	2
113	себя и	2	2
114	между собой	4	2
115	в своем	10	2
116	что у	2	2
117	та же	3	2
118	совершенно иной	2	2
119	и сейчас	4	2
120	на первый	2	2
121	по существу	6	2
122	есть в	2	2
123	более или	7	2
124	между ними	2	2
125	как известно	3	2
126	для него	2	2
127	она не	2	2
128	несмотря на	6	2
129	и потому	3	2
130	так или	5	2
131	даже в	3	2
132	приобщение к	6	2
133	и до	3	2
134	или менее	7	2
135	отношение к	4	2
136	так же	8	2
137	как к	5	2
138	в связи	3	2
139	и только	2	2
140	не было	2	2
141	все эти	19	2
142	совершенно не	3	2
143	они не	2	2
144	самом деле	12	2
145	что мы	4	2
146	одним из	4	2
147	и для	6	2
148	с точки	8	2
149	это не	3	2
150	в таком	4	2
151	в результате	9	2
152	тем более	3	2
153	каждый из	3	2
154	одно из	3	2
155	не то	3	2
156	что касается	6	2
157	и ее	2	2
158	но как	2	2
159	говорить о	2	2
160	все то	2	2
161	этого слова	2	2
162	и все	7	2
163	его в	5	2
164	что по	3	2
165	то они	3	2
