N	2gram	Voloshinov_1	FransuaR
1	и в	12	49
2	прежде всего	8	19
3	в его	2	18
4	не только	4	17
5	и его	13	17
6	и на	4	17
7	и не	10	15
8	в этом	4	15
9	в них	3	13
10	только в	6	13
11	но и	3	13
12	как и	5	11
13	как бы	13	11
14	все это	3	9
15	для него	3	9
16	и др	5	9
17	в нем	6	9
18	отношение к	4	8
19	все же	4	7
20	жизни и	4	7
21	не может	16	7
22	таким образом	12	7
23	то же	5	7
24	все эти	3	7
25	то что	5	6
26	в литературе	4	6
27	в себя	2	6
28	так и	4	6
29	сказать что	7	6
30	и с	3	6
31	точки зрения	14	6
32	в то	2	6
33	так как	9	6
34	в творчестве	3	6
35	с его	2	5
36	никогда не	5	5
37	в своем	2	5
38	уже в	2	5
39	выражение в	2	5
40	но не	2	5
41	при этом	6	5
42	может быть	14	5
43	в основном	2	5
44	и потому	2	5
45	относится к	2	5
46	в своей	3	5
47	в особенности	2	5
48	с точки	2	5
49	и более	3	4
50	с другой	4	4
51	в жизни	5	4
52	и к	4	4
53	в себе	3	4
54	том что	5	4
55	но все	2	4
56	в этих	2	4
57	сих пор	3	4
58	до сих	3	4
59	в форме	2	4
60	как на	2	4
61	там где	2	4
62	с ним	3	4
63	но в	5	4
64	место в	2	3
65	с одной	2	3
66	на все	2	3
67	в том	6	3
68	да и	3	3
69	одной стороны	2	3
70	в самом	4	3
71	точка зрения	3	3
72	ни в	3	3
73	связь с	2	3
74	другой стороны	2	3
75	и все	2	3
76	к нему	4	3
77	и вообще	3	3
78	о том	3	3
79	в виду	5	3
80	автора и	2	2
81	что в	2	2
82	могут быть	2	2
83	перестает быть	2	2
84	за пределы	4	2
85	в нашем	11	2
86	точку зрения	2	2
87	имеем в	2	2
88	в условиях	2	2
89	можно сказать	5	2
90	в отношении	2	2
91	но это	2	2
92	литературы и	4	2
93	ничего не	2	2
94	до конца	2	2
95	в пределах	3	2
96	еще не	3	2
97	и другие	2	2
98	в формах	2	2
99	в ней	6	2
100	вместе с	2	2
101	смысл и	2	2
102	на материале	2	2
103	на самом	4	2
104	так же	3	2
105	что слово	2	2
106	и значение	2	2
107	можно найти	2	2
108	и следовательно	5	2
109	нуждается в	3	2
110	еще раз	2	2
111	как к	3	2
112	метод в	2	2
113	в художественном	3	2
114	здесь не	3	2
115	мы можем	2	2
