N	2gram	Vinokur_Ku_3	Istorich
1	и т	54	27
2	и в	23	26
3	т д	8	24
4	т е	32	18
5	так же	2	18
6	то что	4	16
7	не только	17	15
8	что в	13	14
9	может быть	14	14
10	но и	3	12
11	и пр	3	11
12	что он	6	10
13	так и	6	10
14	таким образом	9	10
15	что и	6	9
16	все же	5	9
17	и не	10	9
18	его в	2	9
19	так как	9	9
20	то же	6	8
21	а в	5	8
22	в этих	2	7
23	как и	5	7
24	в качестве	2	7
25	нас к	2	7
26	он не	3	7
27	как в	4	7
28	в этом	16	7
29	мы имеем	2	7
30	в дальнейшем	2	6
31	что они	2	6
32	еще не	9	6
33	мы видели	3	6
34	когда он	2	6
35	вместе с	2	6
36	не может	6	6
37	а не	11	6
38	потому что	12	6
39	могут быть	6	6
40	как он	2	6
41	и как	2	5
42	это не	3	5
43	в одном	2	5
44	это и	3	5
45	но все	2	5
46	в силу	6	5
47	но не	3	5
48	и только	3	5
49	ничего не	6	5
50	в его	11	5
51	до сих	8	5
52	то это	3	5
53	сих пор	8	5
54	в некоторых	2	5
55	как мы	5	5
56	и что	7	5
57	уже не	8	5
58	не в	5	5
59	и с	3	5
60	тем что	5	5
61	и здесь	2	5
62	мы должны	3	5
63	но в	2	5
64	с другой	7	4
65	на себя	2	4
66	вовсе не	5	4
67	вопрос о	11	4
68	в тех	2	4
69	в своей	4	4
70	он в	2	4
71	другой стороны	3	4
72	так в	2	4
73	здесь не	2	4
74	того как	7	4
75	не просто	2	4
76	дает нам	2	4
77	в которых	3	4
78	о том	6	4
79	в числе	4	4
80	только что	2	3
81	на вопрос	3	3
82	и более	3	3
83	из этих	5	3
84	указать на	2	3
85	является и	2	3
86	этом случае	4	3
87	для нас	4	3
88	в том	22	3
89	по существу	3	3
90	том что	11	3
91	но это	5	3
92	и при	2	3
93	при этом	6	3
94	она не	3	3
95	и если	2	3
96	относится к	2	3
97	как бы	5	3
98	все эти	7	3
99	а также	4	3
100	но мы	2	3
101	на него	3	3
102	данном случае	4	3
103	что она	5	3
104	а именно	3	3
105	только тогда	4	3
106	как это	7	3
107	те же	7	3
108	всякого рода	5	3
109	в свете	2	3
110	не имеет	3	3
111	в данном	7	3
112	связи с	6	3
113	что мы	2	3
114	только в	6	3
115	там где	3	3
116	и действительно	3	3
117	е в	2	3
118	о чем	2	3
119	уже в	3	2
120	не могут	5	2
121	уже выше	5	2
122	здесь можно	5	2
123	случаи когда	2	2
124	с тем	6	2
125	должна быть	3	2
126	не менее	12	2
127	и есть	5	2
128	это уже	3	2
129	смысле этого	2	2
130	однако в	2	2
131	в своем	4	2
132	формы и	3	2
133	главным образом	2	2
134	по себе	6	2
135	и тем	6	2
136	с помощью	6	2
137	же это	2	2
138	тем не	9	2
139	ни в	3	2
140	на этом	2	2
141	не дает	2	2
142	случай когда	2	2
143	после того	6	2
144	и тот	2	2
145	с целью	2	2
146	было бы	16	2
147	если бы	8	2
148	конечно не	2	2
149	между прочим	8	2
150	у нас	10	2
151	в частности	2	2
152	е к	2	2
153	указывает что	2	2
154	но для	3	2
155	хотя и	5	2
156	что на	3	2
157	хотя бы	9	2
158	не есть	3	2
159	в целом	4	2
160	отношение к	3	2
161	на том	2	2
162	не по	3	2
163	дело не	2	2
164	от того	5	2
165	вопрос этот	2	2
166	все это	2	2
167	что это	3	2
168	в языке	7	2
169	что есть	2	2
170	связь между	3	2
171	в связи	5	2
172	этот вопрос	3	2
173	и вот	3	2
174	совершенно ясно	2	2
175	лишь в	8	2
176	того что	11	2
177	к рассмотрению	2	2
178	на этот	2	2
179	увидим что	2	2
180	то здесь	2	2
181	в таких	2	2
182	с этой	3	2
183	не случайно	4	2
184	сказать что	7	2
185	этого слова	4	2
186	тех же	4	2
187	в особенности	2	2
188	в области	14	2
189	могло бы	3	2
190	то мы	3	2
