N	2gram	Bakhtin_Pr_2	Myshleni
1	то что	7	26
2	что он	13	25
3	в этом	13	25
4	устной речи	3	24
5	таким образом	5	19
6	в том	6	18
7	не может	18	18
8	точки зрения	13	18
9	что в	4	16
10	и в	43	16
11	того что	2	16
12	так как	4	16
13	не только	11	16
14	так же	2	15
15	том что	2	15
16	в сущности	9	13
17	сказать что	2	13
18	между собой	2	13
19	в процессе	2	13
20	отношению к	5	12
21	вопрос о	2	12
22	по отношению	5	12
23	и не	29	12
24	и что	5	12
25	отношение к	2	11
26	в его	10	11
27	но не	5	10
28	было бы	5	10
29	как мы	10	10
30	а не	7	10
31	только в	4	10
32	в отношении	3	9
33	может быть	23	9
34	с точки	8	9
35	должно быть	4	8
36	о том	5	8
37	если бы	3	8
38	как и	14	8
39	он не	9	8
40	то же	8	8
41	друг с	4	7
42	в нем	12	7
43	но он	4	7
44	того же	3	7
45	так и	3	7
46	по себе	11	7
47	приводит к	6	7
48	внутренней речи	2	7
49	если мы	2	7
50	с другом	4	7
51	не в	11	6
52	и следовательно	3	6
53	но и	14	6
54	и на	10	6
55	как он	2	6
56	но в	10	6
57	у него	6	6
58	к тому	4	6
59	в той	5	6
60	этот вопрос	4	6
61	мы можем	2	6
62	речи и	4	6
63	в другом	7	6
64	должна быть	3	5
65	никогда не	9	5
66	в своем	4	5
67	в такой	2	5
68	мы и	2	5
69	для него	8	5
70	как бы	22	5
71	хотя бы	2	5
72	еще более	2	5
73	не знает	3	5
74	в то	7	5
75	с ним	3	5
76	тот же	3	5
77	как в	2	5
78	мысли и	2	5
79	того как	2	5
80	можно было	3	5
81	тем что	3	5
82	ничего не	3	5
83	не могут	4	4
84	что если	3	4
85	осознания и	2	4
86	все эти	5	4
87	с другой	4	4
88	это не	3	4
89	то время	2	4
90	сама по	4	4
91	так что	5	4
92	речи как	2	4
93	в пределах	16	4
94	при этом	6	4
95	в самом	7	4
96	на этот	4	4
97	в целом	2	4
98	друг от	2	4
99	от друга	2	4
100	и их	3	4
101	речь и	2	4
102	время как	2	4
103	отношение между	2	4
104	опирается на	2	4
105	в результате	4	4
106	бы в	5	4
107	точек зрения	4	4
108	с их	2	4
109	еще не	9	4
110	за пределы	3	4
111	не есть	2	4
112	той же	3	4
113	и то	2	4
114	могут быть	3	4
115	такой же	3	4
116	не менее	3	3
117	прежде всего	10	3
118	оно является	2	3
119	и как	2	3
120	но это	4	3
121	самом деле	5	3
122	до конца	4	3
123	к нему	5	3
124	и является	2	3
125	к внутренней	2	3
126	значение в	2	3
127	его и	2	3
128	в их	3	3
129	а в	5	3
130	и с	5	3
131	в первом	2	3
132	в этих	6	3
133	между тем	3	3
134	мы не	4	3
135	с этим	2	3
136	в одном	12	3
137	все же	3	3
138	по существу	3	3
139	по своему	2	3
140	никак не	5	3
141	его мысли	2	3
142	что и	3	3
143	сих пор	7	3
144	ее в	2	3
145	не на	4	3
146	в себя	3	3
147	речь в	2	3
148	и его	8	3
149	до сих	7	3
150	я не	4	2
151	мы будем	3	2
152	себя и	3	2
153	что у	2	2
154	к одному	6	2
155	но все	2	2
156	в плоскости	2	2
157	все он	2	2
158	в виду	3	2
159	совершенно не	4	2
160	в котором	6	2
161	по мере	4	2
162	в своей	4	2
163	из них	2	2
164	в отличие	4	2
165	все это	5	2
166	другой стороны	3	2
167	то и	2	2
168	отношения к	2	2
169	для другого	3	2
170	и даже	3	2
171	в своих	2	2
172	и здесь	3	2
173	но этот	2	2
174	которая как	2	2
175	их в	4	2
176	сознания и	3	2
177	в единстве	3	2
178	в них	4	2
179	что было	2	2
180	лежит в	2	2
181	в жизни	3	2
182	но при	3	2
183	вовсе не	5	2
184	его в	3	2
185	быть в	2	2
186	стороны и	3	2
187	в различных	3	2
188	то это	2	2
189	и к	3	2
190	нам кажется	5	2
191	отличие от	4	2
192	у нас	2	2
193	что я	6	2
194	во всем	3	2
195	указывает на	2	2
196	слов и	5	2
197	со всеми	3	2
198	в первой	2	2
199	когда он	3	2
200	во всех	4	2
201	только на	3	2
202	нами в	2	2
203	тому же	3	2
204	а с	2	2
205	должны быть	2	2
206	ни одного	4	2
207	чтобы сделать	2	2
208	значение для	2	2
209	во всяком	2	2
210	ни на	3	2
211	сознание и	2	2
212	ту же	2	2
213	знает что	2	2
