N	2gram	Losev_Prob_2	Komedia
1	и в	35	22
2	и не	37	21
3	том что	19	13
4	в том	12	12
5	таким образом	4	12
6	так как	7	11
7	ни в	6	10
8	потому что	13	10
9	до сих	4	9
10	в самом	5	9
11	вместе с	2	9
12	сих пор	4	9
13	если бы	4	8
14	в своем	4	8
15	что он	4	8
16	в его	7	8
17	что и	2	8
18	в этом	17	8
19	о том	18	8
20	его в	3	8
21	о чем	6	7
22	об этом	2	7
23	при этом	3	7
24	то же	5	7
25	едва ли	9	7
26	а в	4	7
27	в конце	7	7
28	ясно что	8	6
29	еще не	10	6
30	для того	3	6
31	к тому	3	6
32	может быть	18	6
33	как раз	8	6
34	самом деле	4	6
35	и что	13	6
36	того чтобы	2	6
37	так что	11	6
38	в то	6	6
39	не менее	13	5
40	связи с	5	5
41	что в	11	5
42	прежде всего	11	5
43	то это	3	5
44	и сам	2	5
45	хотя и	3	5
46	не только	24	5
47	речь идет	2	5
48	все это	4	5
49	он не	2	5
50	тем что	4	5
51	к нему	2	5
52	но в	6	5
53	с самого	3	4
54	самого начала	2	4
55	с тем	3	4
56	но все	2	4
57	отнюдь не	5	4
58	между собой	5	4
59	с другой	6	4
60	вовсе не	37	4
61	нет и	3	4
62	и здесь	4	4
63	все же	8	4
64	не в	2	4
65	несмотря на	3	4
66	в ней	2	4
67	тем более	10	4
68	и т	6	4
69	то что	38	4
70	но и	16	4
71	на него	2	4
72	что она	4	4
73	и речи	3	4
74	в отношении	4	4
75	а не	10	4
76	и для	6	4
77	так же	5	4
78	тут же	8	4
79	точки зрения	2	4
80	в себе	5	4
81	в связи	5	4
82	бы в	3	4
83	так и	7	4
84	не является	7	4
85	хотя бы	12	4
86	и поэтому	2	4
87	и с	10	4
88	ничем не	2	4
89	в частности	5	3
90	до тех	4	3
91	в них	2	3
92	то ни	3	3
93	с этим	5	3
94	себе в	2	3
95	если не	4	3
96	далеко не	4	3
97	на то	6	3
98	и к	3	3
99	тем не	12	3
100	как и	5	3
101	в этой	9	3
102	по своему	5	3
103	все что	3	3
104	одной стороны	5	3
105	было бы	8	3
106	и тот	3	3
107	и мы	2	3
108	конечно не	2	3
109	как бы	4	3
110	один из	3	3
111	в целом	3	3
112	тех пор	4	3
113	даже не	3	3
114	не может	13	3
115	с одной	5	3
116	все равно	3	3
117	что не	5	3
118	это обстоятельство	2	3
119	и даже	11	3
120	не имеет	7	3
121	не так	2	3
122	их в	4	3
123	мы можем	6	3
124	во всяком	13	3
125	не о	6	3
126	но если	4	3
127	представляет собой	2	3
128	говорить о	10	3
129	не знает	3	3
130	же самое	6	3
131	на это	2	3
132	ничего не	10	3
133	всяком случае	10	3
134	в основе	3	2
135	уже в	3	2
136	что их	2	2
137	в качестве	2	2
138	и без	5	2
139	не будет	11	2
140	и особенно	2	2
141	и все	5	2
142	но при	2	2
143	представление о	5	2
144	это в	2	2
145	не могут	4	2
146	стороны и	4	2
147	если мы	9	2
148	этом случае	7	2
149	его от	2	2
150	без всякого	4	2
151	что они	3	2
152	она не	3	2
153	бы то	2	2
154	и хотя	2	2
155	что с	2	2
156	в и	2	2
157	тот же	4	2
158	только как	3	2
159	и если	3	2
160	совершенно не	2	2
161	и о	4	2
162	конце концов	7	2
163	а также	2	2
164	так или	6	2
165	был бы	6	2
166	если же	3	2
167	только один	3	2
168	во всех	2	2
169	в их	3	2
170	как мы	5	2
171	другой стороны	5	2
172	все еще	4	2
173	лет назад	3	2
174	бы не	3	2
175	по тому	2	2
176	не было	3	2
177	мы не	7	2
178	из которых	2	2
179	ли в	2	2
180	что для	3	2
181	роль в	2	2
182	с другими	5	2
183	в таком	11	2
184	можно было	5	2
185	или иначе	6	2
186	в своих	3	2
187	и на	5	2
188	в результате	4	2
189	тому что	3	2
190	и ее	2	2
191	что мы	14	2
192	и это	5	2
193	нет ничего	2	2
194	из этого	2	2
195	здесь не	2	2
196	в области	6	2
197	в виду	8	2
