N	2gram	Propp_Isto_1	Formalny
1	т е	10	34
2	и в	28	24
3	в его	5	23
4	прежде всего	10	22
5	и не	9	20
6	так и	9	18
7	и пр	4	17
8	не может	15	16
9	в этом	8	15
10	в нем	2	14
11	может быть	25	14
12	таким образом	8	13
13	и т	25	12
14	в своем	5	11
15	не менее	6	11
16	как и	4	11
17	должно быть	2	11
18	социальной жизни	4	11
19	в их	3	11
20	вовсе не	2	10
21	и их	3	10
22	то же	12	10
23	в ней	7	10
24	а не	15	10
25	и его	3	10
26	и потому	2	9
27	все это	4	9
28	в то	3	9
29	в ее	2	8
30	именно в	3	8
31	то что	9	8
32	как в	2	8
33	т д	22	8
34	и на	4	8
35	не в	9	8
36	и с	4	8
37	должна быть	5	7
38	и от	2	7
39	не только	12	7
40	но и	10	7
41	и здесь	7	6
42	было бы	7	6
43	в том	9	6
44	в этой	6	6
45	более или	5	6
46	до сих	5	6
47	в пределах	4	6
48	еще не	7	6
49	как бы	2	6
50	сих пор	5	6
51	в целом	2	6
52	или менее	5	6
53	а в	7	6
54	отношения к	2	6
55	все эти	4	6
56	на основе	5	6
57	как это	3	6
58	хотя бы	4	5
59	должен быть	3	5
60	по себе	3	5
61	при этом	3	5
62	непосредственно в	2	5
63	и др	7	5
64	во всех	2	5
65	со стороны	2	5
66	как мы	3	5
67	того что	4	5
68	должны быть	4	5
69	с другой	6	5
70	одним словом	4	5
71	но в	8	5
72	мы увидим	10	4
73	в частности	2	4
74	никогда не	14	4
75	не как	3	4
76	для этого	3	4
77	одной стороны	4	4
78	если бы	8	4
79	конечно не	2	4
80	отношению к	3	4
81	так же	7	4
82	по отношению	3	4
83	в связи	4	4
84	что в	12	4
85	с одной	4	4
86	как о	2	4
87	но не	5	3
88	всех этих	2	3
89	связи с	4	3
90	материала и	2	3
91	то ни	2	3
92	он должен	2	3
93	бы то	2	3
94	ясно что	2	3
95	что он	10	3
96	к тому	6	3
97	его как	2	3
98	для него	2	3
99	и как	2	3
100	но это	4	3
101	зависимости от	2	3
102	в большинстве	4	3
103	так например	6	3
104	не по	2	3
105	он не	2	3
106	в основном	2	3
107	один из	4	3
108	все же	10	3
109	когда он	6	3
110	значение и	2	3
111	всего в	2	3
112	в особенности	2	3
113	мы не	10	3
114	и даже	4	3
115	между ними	2	3
116	его в	6	3
117	в основе	4	3
118	они не	4	3
119	в себе	2	3
120	здесь не	4	3
121	бы в	2	3
122	в области	2	3
123	еще одна	2	2
124	нисколько не	2	2
125	вступает в	2	2
126	же как	2	2
127	с тем	4	2
128	в зависимости	2	2
129	его и	2	2
130	это не	7	2
131	с этим	4	2
132	в одном	5	2
133	вопрос о	5	2
134	не можем	3	2
135	том чтобы	2	2
136	здесь в	2	2
137	а только	2	2
138	ни было	2	2
139	нас не	3	2
140	уже не	3	2
141	по существу	5	2
142	мы видели	2	2
143	но все	4	2
144	одна из	2	2
145	если мы	3	2
146	не выходит	2	2
147	только в	11	2
148	в действительности	2	2
149	и если	2	2
150	одной из	2	2
151	как раз	2	2
152	еще в	2	2
153	была бы	2	2
154	однако не	2	2
155	точка зрения	2	2
156	не с	3	2
157	что и	6	2
158	не есть	2	2
159	и должен	3	2
160	на него	4	2
161	вместе с	6	2
162	не дает	2	2
163	он в	2	2
164	во всей	2	2
165	не на	2	2
166	и вот	2	2
167	чтобы не	3	2
168	и что	10	2
169	приводит к	2	2
170	раз и	3	2
171	не так	2	2
172	между тем	2	2
173	от этого	2	2
174	или на	3	2
175	к которому	5	2
176	ничего не	2	2
177	бы быть	3	2
178	во всем	3	2
179	на нее	2	2
180	большинстве случаев	4	2
181	с ним	2	2
182	и должно	3	2
183	почти не	3	2
184	что такое	2	2
