N	2gram	Voloshinov_1	Narrotol
1	не только	27	26
2	а не	6	17
3	представляет собой	2	16
4	но и	13	15
5	в том	2	14
6	при этом	9	14
7	в качестве	4	14
8	и не	14	14
9	том что	3	13
10	и в	38	13
11	в этом	10	13
12	в частности	3	11
13	только в	6	11
14	может быть	13	10
15	к тому	4	9
16	так и	6	9
17	а в	5	9
18	то есть	4	9
19	то что	8	8
20	в себе	9	8
21	не может	12	8
22	не в	6	8
23	никогда не	7	6
24	в жизни	2	6
25	прежде всего	21	6
26	можно сказать	4	6
27	и к	4	6
28	того что	4	6
29	в его	6	6
30	и т.п	21	6
31	все же	7	6
32	как бы	28	6
33	ничего не	8	6
34	но в	5	6
35	место в	2	5
36	точки зрения	10	5
37	что он	2	5
38	хотя и	3	5
39	он не	2	5
40	в котором	3	5
41	и тем	6	5
42	в нем	4	5
43	на него	4	5
44	как в	2	5
45	в форме	6	5
46	таким образом	7	5
47	в той	5	5
48	тем самым	7	5
49	в то	9	5
50	о том	4	5
51	ответ на	2	5
52	перед нами	3	4
53	что это	4	4
54	если бы	4	4
55	отнюдь не	10	4
56	в конце	6	4
57	об этом	3	4
58	тому же	2	4
59	как и	10	4
60	времени и	2	4
61	для него	3	4
62	не является	5	4
63	и уже	3	4
64	не к	3	4
65	жизни и	3	4
66	в своей	2	4
67	в ее	3	4
68	то же	14	4
69	в какой	2	4
70	уже не	4	4
71	в мире	2	4
72	в этой	6	4
73	и т.д	21	4
74	и все	4	4
75	как это	5	4
76	с ним	2	4
77	но при	3	4
78	с его	7	3
79	тому что	5	3
80	мы имеем	2	3
81	точку зрения	3	3
82	или даже	2	3
83	это не	3	3
84	представить себе	3	3
85	или иного	5	3
86	или иной	4	3
87	да и	4	3
88	а к	2	3
89	в слове	3	3
90	но не	2	3
91	же время	7	3
92	и сам	2	3
93	того или	5	3
94	и когда	2	3
95	той или	3	3
96	один из	4	3
97	в целом	4	3
98	внутренней речи	18	3
99	между собой	2	3
100	все эти	2	3
101	самом деле	4	3
102	того чтобы	7	3
103	и даже	3	3
104	и для	3	3
105	нам в	3	3
106	и его	7	3
107	этом отношении	2	3
108	сказать что	3	3
109	между тем	3	3
110	по своей	2	3
111	так сказать	4	3
112	зависит от	2	2
113	в душе	2	2
114	однако в	2	2
115	в нашем	5	2
116	высказывания как	3	2
117	что у	3	2
118	хотя бы	18	2
119	его внутренней	4	2
120	как уже	2	2
121	вовсе не	2	2
122	вследствие этого	2	2
123	и здесь	3	2
124	в свою	6	2
125	к своему	4	2
126	не должен	2	2
127	для нас	3	2
128	другого человека	2	2
129	в начале	3	2
130	к миру	2	2
131	по своему	3	2
132	еще не	3	2
133	было бы	7	2
134	во второй	3	2
135	и он	2	2
136	себе и	2	2
137	о своем	3	2
138	в самом	4	2
139	в будущем	3	2
140	несмотря на	2	2
141	но для	3	2
142	все то	2	2
143	что и	3	2
144	себя в	4	2
145	не будет	3	2
146	в процессе	6	2
147	жизни мы	2	2
148	только на	3	2
149	мертвых душ	3	2
150	ни слова	2	2
151	а с	5	2
152	если не	3	2
153	у нас	4	2
154	те же	4	2
155	на самом	3	2
156	быть может	3	2
157	с точки	5	2
158	за столом	2	2
159	так же	4	2
160	той же	5	2
161	роль в	3	2
162	мы не	9	2
163	можно было	4	2
164	но это	2	2
165	в ней	8	2
166	которое не	2	2
167	и вследствие	2	2
168	в своих	2	2
169	зрения на	2	2
170	здесь не	2	2
171	бы в	5	2
172	потому что	5	2
173	в области	5	2
174	в сознании	3	2
