N	2gram	Medvedev_F_3	Morfolog
1	может быть	25	52
2	и т	11	49
3	т д	6	47
4	и пр	15	40
5	таким образом	18	20
6	не может	24	17
7	т е	32	16
8	в этих	3	16
9	могут быть	4	15
10	и в	27	13
11	в этом	18	13
12	действующих лиц	2	13
13	и др	2	12
14	так как	9	12
15	связи с	5	11
16	прежде всего	4	9
17	так и	21	9
18	в связи	4	9
19	то же	15	9
20	и не	30	9
21	а не	17	9
22	с другой	6	8
23	что и	2	8
24	в результате	5	8
25	но если	2	7
26	все же	6	7
27	это не	3	6
28	не могут	10	6
29	в том	7	6
30	но не	5	6
31	подобно тому	4	6
32	не менее	7	5
33	тому как	5	5
34	если мы	7	5
35	мы увидим	2	5
36	во всех	3	5
37	как бы	8	5
38	то что	8	5
39	потому что	7	5
40	мы не	4	5
41	что в	8	4
42	и как	4	4
43	вовсе не	28	4
44	героя в	3	4
45	тем не	2	4
46	отношению к	3	4
47	было бы	6	4
48	не только	9	4
49	как в	4	4
50	как мы	8	4
51	другой стороны	5	4
52	так же	9	4
53	по отношению	3	4
54	как и	14	4
55	там где	7	4
56	то мы	3	4
57	тем что	5	4
58	точки зрения	16	4
59	с точки	14	4
60	на этом	2	4
61	его в	7	4
62	ничего не	2	4
63	сам он	2	3
64	независимо от	5	3
65	и вне	2	3
66	если бы	12	3
67	между собой	4	3
68	в какой	3	3
69	в последнем	2	3
70	том что	4	3
71	но это	2	3
72	что они	5	3
73	в целом	4	3
74	форма в	2	3
75	в пределах	8	3
76	того чтобы	5	3
77	в сущности	2	3
78	не является	5	3
79	ни в	8	3
80	но и	10	3
81	от того	2	3
82	входит в	8	3
83	на самом	14	3
84	самом деле	16	3
85	и для	6	3
86	друг друга	5	3
87	мы можем	4	3
88	из них	2	3
89	и ее	6	3
90	в то	7	3
91	мы должны	2	3
92	если же	5	3
93	героя и	2	3
94	но в	6	3
95	создает новый	2	2
96	что ни	2	2
97	совсем не	5	2
98	и более	3	2
99	с тем	7	2
100	однако в	2	2
101	его и	3	2
102	хотя бы	6	2
103	к этому	2	2
104	что он	6	2
105	можно сказать	3	2
106	является результатом	2	2
107	то в	2	2
108	совершается в	3	2
109	только в	8	2
110	от него	2	2
111	а на	2	2
112	они и	3	2
113	как таковая	3	2
114	в большинстве	4	2
115	смысле слова	2	2
116	не от	2	2
117	одной из	2	2
118	мы уже	3	2
119	или на	2	2
120	но для	2	2
121	не значит	2	2
122	оно не	3	2
123	от других	2	2
124	без всякой	2	2
125	и тогда	2	2
126	и только	2	2
127	все эти	6	2
128	и что	3	2
129	того что	3	2
130	для того	4	2
131	уже не	3	2
132	тем же	7	2
133	и его	19	2
134	как их	2	2
135	если они	2	2
136	является в	2	2
137	в каком	2	2
138	о том	4	2
139	ясно что	3	2
140	здесь не	2	2
141	большинстве случаев	5	2
142	одна из	2	2
143	сказать что	3	2
144	как это	4	2
