N	3gram	Losev_Dial_1	Problema
1	и т д	19	13
2	в том что	7	9
3	сама по себе	8	8
4	той или иной	3	8
5	и в этом	3	6
6	во всяком случае	2	6
7	сам по себе	6	6
8	с той или	2	5
9	по крайней мере	4	5
10	с другой стороны	4	5
11	не может быть	3	5
12	т д и	2	4
13	той или другой	4	4
14	в то же	4	4
15	и то же	4	4
16	ни в каком	8	4
17	д и т	2	4
18	или по крайней	2	4
19	потому что он	3	4
20	не было бы	2	3
21	та или иная	3	3
22	не имеет ничего	3	3
23	одно и то	4	3
24	точно так же	2	3
25	можно было бы	4	3
26	о том что	2	3
27	в конце концов	3	3
28	не имеет никакого	3	3
29	само по себе	5	3
30	может быть и	3	3
31	содержит в себе	3	3
32	не есть ни	6	3
33	имеет ничего общего	3	3
34	по себе а	2	3
35	не значит что	3	2
36	и ни в	2	2
37	по сравнению с	2	2
38	то или иное	2	2
39	в каком случае	4	2
40	ни в чем	2	2
41	с точки зрения	12	2
42	несет на себе	2	2
43	можно сказать что	3	2
44	только потому что	3	2
45	то это значит	2	2
46	не просто как	2	2
47	и в частности	2	2
48	только то что	3	2
49	до сих пор	2	2
50	ничто не мешает	2	2
51	да и то	3	2
52	ничего общего с	3	2
53	мы находим в	2	2
54	на самом деле	2	2
55	это значит что	9	2
56	ровно ничего не	3	2
