N	2gram	Propp_Isto_5	Problemy
1	и в	25	43
2	и не	11	29
3	т е	16	26
4	может быть	17	23
5	как бы	2	22
6	не может	6	18
7	в пределах	4	16
8	но и	13	14
9	как и	7	14
10	и т	20	13
11	точки зрения	2	13
12	в этом	10	13
13	что он	22	13
14	в нем	7	12
15	не в	6	11
16	по себе	2	11
17	не только	13	11
18	прежде всего	6	10
19	и на	8	10
20	в его	12	10
21	как мы	5	10
22	никогда не	3	9
23	еще не	8	9
24	он не	4	9
25	то же	4	8
26	и его	9	8
27	или в	6	8
28	перед нами	2	7
29	до сих	2	7
30	и сам	2	7
31	в него	5	7
32	в то	3	7
33	то что	7	7
34	сих пор	2	7
35	а не	2	7
36	в этих	6	6
37	в том	6	6
38	и все	3	6
39	у него	2	6
40	не как	4	6
41	о нем	3	6
42	на то	2	5
43	так что	2	5
44	к нему	3	5
45	все это	4	5
46	по отношению	2	5
47	таким образом	9	5
48	все эти	8	5
49	а в	3	5
50	и с	3	5
51	вовсе не	2	5
52	о том	7	5
53	но не	5	5
54	мы увидим	5	5
55	и что	8	5
56	отношению к	2	5
57	самом деле	2	5
58	и он	6	5
59	героя и	3	5
60	что в	8	4
61	с другой	9	4
62	но это	7	4
63	друг с	2	4
64	по мере	2	4
65	т д	18	4
66	их в	3	4
67	но он	2	4
68	человека в	3	4
69	во время	7	4
70	так как	11	4
71	или как	2	4
72	а как	2	4
73	совершенно не	2	4
74	в своей	2	4
75	во всех	2	4
76	но эти	3	4
77	там где	6	4
78	мы не	5	4
79	с другом	2	4
80	только в	7	4
81	и это	4	4
82	не менее	4	3
83	это не	6	3
84	такой же	2	3
85	в формах	2	3
86	но для	2	3
87	в одно	2	3
88	героя в	9	3
89	и здесь	7	3
90	во всем	2	3
91	его в	9	3
92	еще один	2	3
93	с ним	4	3
94	если бы	2	3
95	в различных	2	3
96	по существу	2	3
97	того же	2	3
98	она не	2	3
99	мы уже	4	3
100	когда он	2	3
101	даже в	2	3
102	что и	6	3
103	все же	10	3
104	себя в	6	3
105	на него	8	3
106	в себя	3	3
107	уже не	11	3
108	другой стороны	8	3
109	и для	2	3
110	ничего не	2	3
111	тем что	10	3
112	в виде	9	3
113	могут быть	6	3
114	и этим	2	3
115	уже в	2	2
116	его и	2	2
117	что у	4	2
118	но так	2	2
119	человека и	2	2
120	в образе	5	2
121	вопрос о	2	2
122	как человек	3	2
123	его к	3	2
124	от них	2	2
125	тем не	4	2
126	для нас	5	2
127	и как	3	2
128	но все	5	2
129	мы и	2	2
130	мы здесь	4	2
131	что это	5	2
132	например в	5	2
133	ту же	2	2
134	и др	3	2
135	то это	3	2
136	в целом	3	2
137	на том	3	2
138	в форме	3	2
139	здесь мы	5	2
140	того что	2	2
141	этих случаях	8	2
142	и герой	2	2
143	так же	5	2
144	особенно в	2	2
145	в которых	3	2
146	героя но	2	2
147	сказать что	2	2
148	из них	2	2
149	герой не	3	2
150	имеется и	3	2
151	уже и	2	2
152	превращается в	7	2
153	с этим	5	2
154	об этом	2	2
155	а затем	7	2
156	и при	2	2
157	одна из	2	2
158	на себя	3	2
159	и пр	3	2
160	ее в	2	2
161	как в	6	2
162	входит в	5	2
163	уже после	2	2
164	в голове	2	2
165	и они	2	2
166	том что	8	2
167	что этот	2	2
168	мы можем	2	2
169	того как	4	2
170	все его	2	2
171	вид что	3	2
