N	2gram	Tiupa_Anal_2	FransuaR
1	и в	16	41
2	то есть	9	24
3	и т.п	8	19
4	во всех	4	17
5	таким образом	2	17
6	и его	4	13
7	но и	12	13
8	как мы	3	12
9	в этом	18	12
10	все это	4	11
11	прежде всего	3	10
12	в самом	6	10
13	не только	16	10
14	то что	7	10
15	здесь в	2	9
16	и на	6	9
17	и все	3	9
18	о том	7	9
19	никогда не	3	8
20	в сущности	4	8
21	в этой	9	8
22	но в	6	8
23	у него	4	7
24	вовсе не	2	7
25	том что	12	7
26	как бы	10	7
27	и до	2	7
28	как и	14	7
29	что в	2	7
30	в его	2	7
31	один из	2	6
32	вместе с	2	6
33	или в	3	6
34	сказать что	2	6
35	в то	2	6
36	то же	4	5
37	в одном	2	5
38	так же	2	5
39	же время	2	5
40	и он	2	5
41	а также	7	5
42	из них	3	5
43	так и	15	5
44	в своем	4	5
45	той же	2	5
46	еще в	2	5
47	тем что	3	5
48	в себе	7	5
49	в эпизоде	10	5
50	борьба с	3	4
51	с другой	6	4
52	роль в	2	4
53	он был	2	4
54	а затем	2	4
55	именно в	3	4
56	не в	4	4
57	все что	2	4
58	одной стороны	4	4
59	в котором	2	4
60	даже в	2	4
61	не может	4	4
62	с одной	5	4
63	как в	4	4
64	и даже	9	4
65	а в	3	4
66	в результате	3	4
67	того же	4	4
68	с ним	2	4
69	романа в	3	3
70	и смерти	4	3
71	одной из	3	3
72	есть в	3	3
73	было бы	3	3
74	и сам	3	3
75	и их	2	3
76	не мог	3	3
77	никак не	2	3
78	и особенно	4	3
79	в первой	3	3
80	и для	2	3
81	этом отношении	3	3
82	при этом	10	3
83	и не	12	3
84	те же	2	3
85	того что	2	3
86	в данном	8	3
87	только в	4	3
88	не был	3	2
89	в частности	16	2
90	ведь это	2	2
91	в этих	2	2
92	превращается в	2	2
93	и во	2	2
94	в конце	4	2
95	что все	2	2
96	в том	12	2
97	и смерть	2	2
98	так что	3	2
99	ведь и	2	2
100	включая и	2	2
101	на этом	4	2
102	но не	4	2
103	в значительной	2	2
104	мы узнаем	2	2
105	может быть	6	2
106	за пределы	4	2
107	в своей	2	2
108	хотя и	4	2
109	он не	2	2
110	в таких	2	2
111	себя в	2	2
112	данном случае	5	2
113	другой стороны	2	2
114	как раз	4	2
115	в центре	3	2
116	еще более	2	2
117	как это	6	2
118	но эта	2	2
119	лишь в	9	2
120	а не	10	2
121	с точки	2	2
122	внимание на	2	2
123	и то	3	2
124	между тем	2	2
125	одну из	2	2
126	он в	4	2
127	точки зрения	4	2
128	на его	3	2
129	говорить о	6	2
130	в организации	3	2
131	бы в	3	2
132	в эту	3	2
133	это было	2	2
134	как о	3	2
