N	2gram	Losev_Vlad_1	slovoVRo
1	и в	31	41
2	в нем	4	30
3	и т	2	28
4	то есть	3	26
5	но и	19	16
6	и не	17	16
7	точки зрения	2	16
8	не только	24	16
9	то же	6	14
10	может быть	6	14
11	не может	6	14
12	и его	7	14
13	и на	3	14
14	в то	8	14
15	в его	12	13
16	же время	4	12
17	в этом	14	12
18	так и	6	11
19	таким образом	3	9
20	все эти	3	9
21	себя в	4	9
22	на его	3	8
23	в особенности	4	8
24	но в	12	8
25	как в	3	8
26	как мы	9	8
27	не в	5	7
28	отношение к	3	7
29	с ним	5	7
30	вовсе не	5	7
31	в своей	4	7
32	все же	3	7
33	во всяком	2	7
34	в отношении	3	6
35	того же	6	6
36	при этом	2	6
37	и даже	15	6
38	а в	9	6
39	в них	2	6
40	по своим	3	6
41	к своему	3	6
42	только в	9	6
43	с другой	3	5
44	со своим	5	5
45	в самом	2	5
46	всяком случае	2	5
47	все это	5	5
48	т д	2	5
49	и к	6	5
50	к нему	4	5
51	он в	3	5
52	и от	5	4
53	кроме того	7	4
54	одним из	2	4
55	один из	4	4
56	за пределы	3	4
57	лишь в	2	4
58	и с	14	4
59	в которой	4	4
60	и все	4	4
61	с его	11	4
62	как и	4	4
63	еще не	2	4
64	и потому	6	4
65	о нем	7	4
66	другой стороны	3	4
67	и для	2	4
68	ничего не	3	4
69	никогда не	9	3
70	хотя бы	2	3
71	из этих	2	3
72	на всю	2	3
73	к тому	3	3
74	в том	11	3
75	более или	3	3
76	и сам	6	3
77	для него	7	3
78	из них	2	3
79	в своем	4	3
80	и других	2	3
81	того что	2	3
82	с ними	2	3
83	также и	10	3
84	в результате	2	3
85	образом в	2	3
86	и здесь	3	3
87	не было	5	3
88	в истории	4	3
89	о том	11	3
90	так как	8	3
91	у него	15	3
92	в себе	4	3
93	по существу	2	3
94	в качестве	6	3
95	не были	2	3
96	было бы	2	3
97	одной из	2	3
98	конечно не	2	3
99	он не	10	3
100	в свое	5	3
101	из этого	2	3
102	или менее	3	3
103	и почти	2	3
104	время и	2	2
105	в частности	2	2
106	к своей	2	2
107	что все	2	2
108	на все	2	2
109	можно сказать	6	2
110	для нас	4	2
111	так что	10	2
112	мы и	4	2
113	что они	3	2
114	на этом	2	2
115	такого рода	4	2
116	для того	2	2
117	хотя и	4	2
118	и по	8	2
119	в целом	3	2
120	как к	2	2
121	уже не	3	2
122	жизнь в	2	2
123	не из	2	2
124	сказать что	7	2
125	потому что	11	2
126	но он	5	2
127	нисколько не	2	2
128	в котором	6	2
129	дело не	2	2
130	к этому	6	2
131	у нас	6	2
132	том что	14	2
133	но не	3	2
134	по своему	3	2
135	то время	2	2
136	с этими	3	2
137	мы уже	7	2
138	совершенно не	2	2
139	уже сказали	2	2
140	с которым	2	2
141	и о	2	2
142	а также	5	2
143	даже в	2	2
144	на ту	2	2
145	и речи	3	2
146	как раз	7	2
147	а с	5	2
148	только на	3	2
149	и у	4	2
150	той же	2	2
151	и то	10	2
152	в виде	3	2
153	и вообще	4	2
154	здесь не	3	2
