N	2gram	Bakhtin_Pr_3	PoTuStor
1	может быть	12	17
2	и в	53	16
3	прежде всего	15	9
4	таким образом	6	9
5	в этом	8	9
6	мы можем	5	9
7	и его	10	8
8	и с	6	8
9	точки зрения	4	8
10	не может	2	8
11	с его	2	7
12	сказать что	10	7
13	не только	4	7
14	и это	3	6
15	и к	5	6
16	с точки	2	6
17	при этом	3	6
18	конечно не	4	6
19	отношение к	6	5
20	все эти	9	5
21	еще не	5	5
22	как бы	14	5
23	с самого	3	4
24	самого начала	4	4
25	в нем	10	4
26	и их	2	4
27	но и	7	4
28	так и	6	4
29	все это	8	4
30	хотя бы	2	4
31	все позволено	2	4
32	и все	10	4
33	так как	7	4
34	и не	15	4
35	как мы	5	4
36	и ее	6	4
37	можно сказать	8	4
38	и наконец	2	4
39	и даже	2	4
40	и на	18	4
41	только в	4	4
42	в один	2	4
43	его в	2	4
44	для всех	2	4
45	но в	5	4
46	в его	8	4
47	в этих	5	3
48	по сравнению	4	3
49	что в	2	3
50	жизни и	9	3
51	во всех	12	3
52	и др	14	3
53	могут быть	4	3
54	вместе с	2	3
55	сих пор	5	3
56	сравнению с	4	3
57	в большинстве	4	3
58	к себе	6	3
59	большинстве случаев	4	3
60	в том	14	3
61	а в	2	3
62	том что	5	3
63	с другими	3	3
64	с их	2	3
65	то что	9	3
66	их в	2	3
67	в основе	5	3
68	если б	7	3
69	мира и	2	3
70	на язык	4	3
71	как это	2	3
72	в области	3	3
73	и потому	5	3
74	до сих	5	3
75	между ними	2	3
76	не менее	3	2
77	ее в	3	2
78	один из	6	2
79	что и	3	2
80	в развитии	3	2
81	нем нет	3	2
82	никогда не	2	2
83	в них	2	2
84	того же	2	2
85	во всей	4	2
86	и так	3	2
87	с этим	2	2
88	в жизни	8	2
89	то же	6	2
90	и через	3	2
91	к этому	4	2
92	не знает	4	2
93	и других	9	2
94	что он	4	2
95	мы не	4	2
96	и т.п	31	2
97	и по	3	2
98	и для	4	2
99	как и	11	2
100	на основе	2	2
101	они не	3	2
102	мы видим	2	2
103	но это	3	2
104	есть в	3	2
105	мы уже	5	2
106	по своему	6	2
107	он не	3	2
108	образов и	4	2
109	при всей	2	2
110	есть и	2	2
111	всех других	2	2
112	говорить о	2	2
113	в начале	2	2
114	на протяжении	5	2
115	и вообще	3	2
116	было бы	5	2
117	со всеми	8	2
118	что это	2	2
119	все то	3	2
120	связанные с	3	2
121	и вся	3	2
122	о том	2	2
123	в самом	2	2
124	во сне	5	2
125	в своей	3	2
126	к другим	2	2
127	с ним	2	2
128	можно назвать	2	2
129	себя и	2	2
