N	2gram	Propp_Russ_2	Problema
1	и в	29	30
2	в своей	2	22
3	то что	5	18
4	не только	10	18
5	том что	22	17
6	в этом	11	17
7	но и	8	13
8	таким образом	6	13
9	людей и	2	13
10	потому что	5	13
11	в том	22	12
12	а именно	3	12
13	о том	9	12
14	так что	4	11
15	в виде	4	10
16	для нас	6	10
17	в этой	3	10
18	на земле	5	9
19	все же	2	9
20	но в	5	9
21	и все	4	9
22	никогда не	2	7
23	у нас	4	7
24	как и	11	7
25	связи с	2	7
26	но не	5	7
27	может быть	13	7
28	вместе с	6	7
29	на землю	3	7
30	говорит о	2	7
31	не в	4	7
32	с другой	2	6
33	прежде всего	2	6
34	уже не	4	6
35	и как	2	6
36	и для	2	6
37	как бы	18	6
38	что и	2	6
39	и что	5	6
40	а в	9	6
41	и на	6	6
42	его в	8	6
43	так как	13	6
44	не менее	2	5
45	с тем	6	5
46	что в	22	5
47	в которой	2	5
48	будто бы	5	5
49	тем не	2	5
50	так же	4	5
51	и о	3	5
52	еще в	2	5
53	не может	5	5
54	в году	3	5
55	а не	4	5
56	и то	2	5
57	но он	3	5
58	того как	2	5
59	и с	10	5
60	жизни в	2	4
61	тогда когда	4	4
62	об этом	2	4
63	при этом	6	4
64	было бы	3	4
65	в качестве	3	4
66	из земли	4	4
67	а с	2	4
68	xix в	3	4
69	или в	7	4
70	под названием	2	4
71	в то	2	4
72	далеко не	4	4
73	из этого	2	4
74	что от	3	3
75	для них	2	3
76	именно в	4	3
77	и другие	14	3
78	не всегда	3	3
79	не что	2	3
80	все в	2	3
81	же в	6	3
82	в ее	3	3
83	что иное	2	3
84	нас не	2	3
85	совсем не	2	3
86	то время	2	3
87	после того	2	3
88	только тогда	3	3
89	еще не	6	3
90	одной стороны	2	3
91	для того	6	3
92	а также	4	3
93	иное как	2	3
94	с одной	2	3
95	того что	3	3
96	к нему	4	3
97	в других	15	3
98	жизнь и	2	3
99	и после	3	3
100	быть только	2	3
101	в виду	2	3
102	по этому	2	2
103	в них	4	2
104	как в	7	2
105	это не	5	2
106	с этой	2	2
107	не все	4	2
108	один из	2	2
109	представление о	5	2
110	если он	2	2
111	к этому	5	2
112	здесь в	2	2
113	то же	4	2
114	как мы	3	2
115	в европе	2	2
116	по существу	4	2
117	что здесь	3	2
118	в глаза	2	2
119	и другой	3	2
120	бросается в	2	2
121	кроме того	2	2
122	в данном	6	2
123	в целях	2	2
124	мы имеем	6	2
125	в котором	3	2
126	говорится что	4	2
127	не к	2	2
128	из них	4	2
129	ее в	8	2
130	данном случае	7	2
131	то и	4	2
132	этому поводу	2	2
133	или же	5	2
134	все эти	3	2
135	мы не	6	2
136	того чтобы	6	2
137	земли и	5	2
138	в таком	4	2
139	можно было	2	2
140	между тем	3	2
141	тем что	3	2
142	человека а	2	2
143	это время	2	2
144	в таких	3	2
145	есть в	2	2
