N	2gram	Propp_Isto_4	EvropaiC
1	таким образом	10	32
2	в том	3	31
3	и в	26	24
4	том что	3	20
5	все эти	3	19
6	не может	6	18
7	то что	16	17
8	может быть	14	15
9	все же	9	15
10	в своем	2	12
11	до сих	5	12
12	сих пор	5	12
13	в этом	7	12
14	все это	2	11
15	с этим	2	11
16	мы знаем	8	10
17	как бы	3	10
18	все что	4	10
19	так и	10	10
20	на то	3	9
21	при этом	3	9
22	как и	7	9
23	что в	14	9
24	не в	5	8
25	так же	18	8
26	знаем что	7	8
27	если бы	2	8
28	и все	2	8
29	не менее	2	7
30	но и	12	7
31	и не	9	7
32	и что	5	7
33	из этих	3	7
34	по своей	2	7
35	о том	4	7
36	что он	10	7
37	по существу	3	7
38	в силу	5	7
39	должна быть	2	6
40	с другой	4	6
41	так что	2	6
42	в этой	2	6
43	того что	2	6
44	и на	2	6
45	так как	9	6
46	и при	3	6
47	еще не	6	6
48	что и	9	6
49	тогда как	4	6
50	мы можем	6	6
51	только в	3	6
52	вместе с	6	6
53	что это	2	5
54	у него	5	5
55	в целом	2	5
56	и их	2	5
57	другой стороны	4	5
58	и с	5	5
59	потому что	6	5
60	его в	9	5
61	но в	5	5
62	сравнению с	3	5
63	к этому	5	5
64	и если	3	5
65	в его	5	5
66	не только	15	5
67	по сравнению	3	5
68	но все	5	5
69	между двумя	12	5
70	лишь в	2	5
71	в себе	2	5
72	на вопрос	3	4
73	не могут	2	4
74	никогда не	2	4
75	этом случае	3	4
76	тем не	2	4
77	в дальнейшем	6	4
78	хотя и	2	4
79	отношение к	2	4
80	из них	2	4
81	и то	6	4
82	совершенно так	6	4
83	в одну	2	4
84	связи с	3	4
85	мы должны	5	4
86	мы уже	5	4
87	он не	7	4
88	не есть	2	4
89	выше мы	2	4
90	что эта	3	4
91	то же	8	4
92	из которых	5	4
93	и у	5	4
94	хотя бы	2	4
95	в виде	2	4
96	представление об	3	4
97	в области	2	4
98	же как	13	3
99	в этих	7	3
100	вопрос о	4	3
101	в тех	4	3
102	для нас	3	3
103	указывают на	2	3
104	в нем	2	3
105	данном случае	3	3
106	от того	2	3
107	и других	3	3
108	и по	5	3
109	а в	8	3
110	это не	5	3
111	в истории	2	3
112	что мы	3	3
113	при помощи	10	3
114	с тем	2	3
115	таким же	6	3
116	у нас	2	3
117	во всем	3	3
118	от него	2	3
119	конечно не	2	3
120	даже в	4	3
121	только что	3	3
122	на земле	3	3
123	случаях когда	3	3
124	в данном	3	3
125	в связи	2	3
126	в частности	2	2
127	что у	3	2
128	с этой	2	2
129	многих других	3	2
130	что на	2	2
131	как мы	5	2
132	совершенно ясно	2	2
133	что они	6	2
134	на этом	2	2
135	к нему	6	2
136	к ним	2	2
137	но для	2	2
138	вступают в	2	2
139	мы видели	6	2
140	другими словами	2	2
141	по его	2	2
142	на том	2	2
143	что она	3	2
144	показывают что	2	2
145	те же	3	2
146	с ними	5	2
147	в которых	4	2
148	и более	3	2
149	и там	2	2
150	из таких	2	2
151	он должен	3	2
152	вовсе не	4	2
153	а затем	3	2
154	только тогда	3	2
155	одна из	2	2
156	но не	5	2
157	тех же	2	2
158	она не	3	2
159	было бы	2	2
160	между прочим	2	2
161	на него	3	2
162	между ними	3	2
163	этот вопрос	2	2
164	в другом	5	2
165	этого слова	2	2
166	есть в	2	2
167	и только	5	2
