N	2gram	Losev_Prob_2	FransuaR
1	и в	35	56
2	то есть	39	24
3	в его	7	18
4	таким образом	4	17
5	все эти	7	15
6	в этом	17	14
7	в том	12	13
8	так и	7	13
9	в то	6	12
10	в этих	4	11
11	как бы	4	11
12	в них	2	11
13	то же	5	11
14	еще не	10	10
15	мы уже	3	10
16	только в	14	9
17	в самом	5	9
18	но и	16	9
19	и не	37	9
20	том что	19	8
21	по своему	5	8
22	не только	24	8
23	и др	2	8
24	во всех	2	8
25	сих пор	4	8
26	и их	3	8
27	все это	4	8
28	и даже	11	8
29	до сих	4	8
30	и с	10	8
31	в частности	5	7
32	как мы	5	7
33	и на	5	7
34	прежде всего	11	6
35	вовсе не	37	6
36	в этой	9	6
37	языка и	5	6
38	в той	2	6
39	той же	2	6
40	потому что	13	6
41	точки зрения	2	6
42	связи с	5	6
43	и все	5	6
44	но в	6	6
45	но не	4	5
46	в отношении	4	5
47	в условиях	2	5
48	ни с	2	5
49	как и	5	5
50	он не	2	5
51	один из	3	5
52	что в	11	5
53	не было	3	5
54	роль в	2	5
55	в результате	4	5
56	в области	6	5
57	что все	6	4
58	не был	4	4
59	и более	5	4
60	и ее	2	4
61	в себе	5	4
62	в качестве	2	4
63	и к	3	4
64	конечно не	2	4
65	в ней	2	4
66	даже в	2	4
67	с одной	5	4
68	при этом	3	4
69	того чтобы	2	4
70	в свете	3	4
71	в основе	3	4
72	в своих	3	4
73	их в	4	4
74	вещи и	2	4
75	о том	18	4
76	так как	7	4
77	одна из	3	4
78	и которые	2	4
79	том числе	2	3
80	перед нами	2	3
81	всех этих	4	3
82	казалось бы	7	3
83	в своем	4	3
84	и здесь	4	3
85	так что	11	3
86	кроме того	5	3
87	может быть	18	3
88	и о	4	3
89	а также	2	3
90	в настоящее	16	3
91	был бы	6	3
92	настоящего времени	2	3
93	что и	2	3
94	то что	38	3
95	в их	3	3
96	в связи	5	3
97	что для	3	3
98	еще и	5	3
99	не просто	11	3
100	здесь мы	3	3
101	уже не	8	3
102	и наконец	3	3
103	не в	2	3
104	сказать что	24	3
105	и самый	4	3
106	во все	2	3
107	настоящее время	16	3
108	на эту	2	3
109	в таких	3	3
110	слова и	4	3
111	бы в	3	3
112	только не	3	2
113	первый план	3	2
114	если бы	4	2
115	в виде	6	2
116	в нашем	3	2
117	о них	2	2
118	с другой	6	2
119	уже в	3	2
120	языка а	2	2
121	на самом	4	2
122	это в	2	2
123	значение и	8	2
124	что он	4	2
125	бы и	7	2
126	можно сказать	6	2
127	и вещи	2	2
128	ни в	6	2
129	и конечно	2	2
130	и хотя	2	2
131	и как	4	2
132	но это	6	2
133	совсем не	7	2
134	числе и	2	2
135	одной стороны	5	2
136	было бы	8	2
137	и сам	2	2
138	в действительности	2	2
139	несмотря на	3	2
140	себе и	2	2
141	ни о	4	2
142	а в	4	2
143	по преимуществу	2	2
144	хотя и	3	2
145	что на	4	2
146	все же	8	2
147	языке и	4	2
148	вместе с	2	2
149	самом деле	4	2
150	данном случае	5	2
151	что она	4	2
152	или менее	4	2
153	только на	9	2
154	другой стороны	5	2
155	так же	5	2
156	как раз	8	2
157	не может	13	2
158	в каком	4	2
159	язык и	2	2
160	то ни	3	2
161	в значительной	3	2
162	а не	10	2
163	для того	3	2
164	из которых	2	2
165	к нему	2	2
166	и для	6	2
167	его в	3	2
168	бы то	2	2
169	есть элемент	3	2
170	в слове	3	2
171	мы не	7	2
172	между собою	4	2
173	в данном	10	2
174	и то	10	2
175	также и	12	2
176	и при	2	2
177	языка в	3	2
178	той или	5	2
179	что они	3	2
180	далеко не	4	2
181	здесь как	2	2
182	с тем	3	2
183	более или	4	2
