N	2gram	Medvedev_F_3	FransuaR
1	и в	27	49
2	прежде всего	4	19
3	в его	7	18
4	не только	9	17
5	и его	19	17
6	и на	3	17
7	и не	30	15
8	в этом	18	15
9	в них	3	13
10	только в	8	13
11	но и	10	13
12	в эпоху	3	13
13	как и	14	11
14	как бы	8	11
15	вовсе не	28	10
16	в этой	2	10
17	все это	7	9
18	в романе	4	9
19	и др	2	9
20	в нем	15	9
21	в сущности	2	8
22	все же	6	7
23	жизни и	4	7
24	не может	24	7
25	таким образом	18	7
26	то же	15	7
27	все эти	6	7
28	как мы	8	7
29	на протяжении	2	7
30	то что	8	6
31	в литературе	6	6
32	xviii века	2	6
33	в истории	5	6
34	же время	7	6
35	мы уже	3	6
36	во всех	3	6
37	так и	21	6
38	сказать что	3	6
39	и с	3	6
40	точки зрения	16	6
41	в то	7	6
42	так как	9	6
43	с его	2	5
44	никогда не	5	5
45	в своем	2	5
46	уже в	4	5
47	из этих	2	5
48	пародии на	2	5
49	но не	5	5
50	при этом	8	5
51	может быть	25	5
52	в основном	2	5
53	и потому	5	5
54	в своей	6	5
55	с точки	14	5
56	роль в	4	5
57	в эту	2	5
58	и более	3	4
59	с другой	6	4
60	и во	2	4
61	в жизни	11	4
62	в себе	3	4
63	том что	4	4
64	одна из	2	4
65	в своих	6	4
66	в этих	3	4
67	этот процесс	3	4
68	отношения к	2	4
69	лишь в	9	4
70	в области	2	4
71	тем что	5	4
72	там где	7	4
73	но в	6	4
74	место в	10	3
75	всех этих	2	3
76	жизни в	3	3
77	превращается в	2	3
78	человека и	2	3
79	на все	2	3
80	что он	6	3
81	в ее	4	3
82	в том	7	3
83	да и	4	3
84	было бы	6	3
85	из них	2	3
86	в самом	11	3
87	даже в	2	3
88	и со	2	3
89	с ее	2	3
90	мы видели	4	3
91	ни в	8	3
92	другой стороны	5	3
93	на земле	2	3
94	этом отношении	3	3
95	и все	8	3
96	менее всего	4	3
97	так в	2	3
98	их в	3	3
99	о том	4	3
100	и это	2	3
101	в виду	3	3
102	смысла и	4	2
103	учение о	2	2
104	связи с	5	2
105	одну из	2	2
106	сознания и	2	2
107	что в	8	2
108	для них	7	2
109	очень характерно	2	2
110	на фоне	3	2
111	могут быть	4	2
112	мы еще	2	2
113	перестает быть	2	2
114	за пределы	2	2
115	характерно что	2	2
116	вследствие этого	3	2
117	в смысле	4	2
118	в условиях	3	2
119	можно сказать	3	2
120	в целях	2	2
121	в отношении	2	2
122	он был	4	2
123	в самой	2	2
124	это и	2	2
125	в дальнейшем	5	2
126	но это	2	2
127	лишь как	3	2
128	что они	5	2
129	литературы и	3	2
130	связаны с	2	2
131	только то	3	2
132	связано с	2	2
133	ничего не	2	2
134	до конца	4	2
135	в пределах	8	2
136	еще не	6	2
137	в формах	2	2
138	совершенно не	7	2
139	одним из	3	2
140	в ней	5	2
141	притом в	2	2
142	в него	3	2
143	еще в	3	2
144	вместе с	6	2
145	ее в	3	2
146	продолжает жить	2	2
147	всех других	3	2
148	за счет	2	2
149	смысл и	4	2
150	в связи	4	2
151	нового и	3	2
152	на самом	14	2
153	именно на	2	2
154	того чтобы	5	2
155	и эта	3	2
156	и даже	2	2
157	так же	9	2
158	жизнь и	3	2
159	тому как	5	2
160	во всяком	6	2
161	одной из	2	2
162	и следовательно	3	2
163	нуждается в	3	2
164	подобно тому	4	2
165	метод в	2	2
166	мы должны	2	2
167	пределах одной	2	2
168	в конце	3	2
169	в художественном	5	2
170	в произведении	3	2
171	здесь не	2	2
172	всяком случае	6	2
173	мы можем	4	2
