N	2gram	Tiupa_Anal_2	Vladivir
1	и в	16	40
2	то что	7	28
3	и не	12	25
4	не только	16	25
5	то есть	9	24
6	у него	4	24
7	но и	12	18
8	в том	12	18
9	том что	12	18
10	что в	2	17
11	в этом	18	16
12	так что	3	14
13	в его	2	14
14	не может	4	14
15	точки зрения	4	13
16	вовсе не	2	13
17	только в	4	13
18	сказать что	2	12
19	в конце	4	12
20	никогда не	3	11
21	таким образом	2	11
22	о том	7	11
23	едва ли	3	11
24	прежде всего	3	10
25	тем не	3	10
26	не есть	2	10
27	как раз	4	10
28	и его	4	10
29	не менее	4	9
30	уже не	4	9
31	и то	3	9
32	в своей	2	9
33	в себе	7	9
34	не был	3	8
35	в своем	4	8
36	в этой	9	8
37	для него	4	8
38	может быть	6	8
39	так же	2	8
40	он не	2	8
41	а также	7	8
42	как мы	3	8
43	а не	10	8
44	что все	2	7
45	к тому	7	7
46	несмотря на	3	7
47	и если	3	7
48	хотя и	4	7
49	а в	3	7
50	того что	2	7
51	в то	2	7
52	что и	3	7
53	вместе с	2	7
54	как и	14	7
55	и даже	9	6
56	не мог	3	6
57	и на	6	6
58	по себе	2	6
59	так и	15	6
60	с точки	2	6
61	содержит в	3	5
62	с другой	6	5
63	тому же	4	5
64	отношения к	2	5
65	отнюдь не	8	5
66	в одном	2	5
67	некоторого рода	2	5
68	еще в	2	5
69	только на	3	5
70	можно было	3	5
71	в данном	8	5
72	тем что	3	5
73	ничего не	9	5
74	на то	2	4
75	такого рода	2	4
76	в самом	6	4
77	в котором	2	4
78	не имеет	2	4
79	в результате	3	4
80	как это	6	4
81	и все	3	4
82	не с	4	4
83	по существу	2	4
84	но не	4	4
85	здесь в	2	4
86	еще не	2	4
87	было бы	3	4
88	никак не	2	4
89	даже в	2	4
90	говорит о	5	4
91	то же	4	4
92	но в	6	4
93	в качестве	11	3
94	одной стороны	4	3
95	при этом	10	3
96	как бы	10	3
97	и тем	4	3
98	ни с	2	3
99	с одной	5	3
100	именно в	3	3
101	не так	4	3
102	не столько	3	3
103	сводится к	3	3
104	мы имеем	3	3
105	если бы	3	3
106	этом смысле	2	3
107	с их	2	3
108	за пределы	4	3
109	в отличие	2	3
110	собственно говоря	2	3
111	не в	4	3
112	и для	2	3
113	в таком	2	3
114	отличие от	2	3
115	это было	2	3
116	в сторону	5	2
117	в нашем	3	2
118	в этих	2	2
119	что на	3	2
120	к своему	2	2
121	он был	2	2
122	обращает на	3	2
123	же время	2	2
124	не о	2	2
125	той или	3	2
126	об этих	2	2
127	в целом	8	2
128	и за	3	2
129	что она	2	2
130	в их	3	2
131	другой стороны	2	2
132	этом отношении	3	2
133	что касается	3	2
134	к его	2	2
135	его в	2	2
136	бы в	3	2
137	таком случае	2	2
138	к этому	2	2
139	и к	5	2
140	а то	2	2
141	того же	4	2
142	она не	2	2
143	из них	3	2
144	одной из	3	2
145	в сущности	4	2
146	по преимуществу	4	2
147	свободе воли	2	2
148	со стороны	3	2
149	себя внимание	3	2
150	как говорит	2	2
151	в мире	6	2
152	данном случае	5	2
153	на него	2	2
154	тем самым	4	2
155	свидетельствует о	2	2
156	роль в	2	2
157	на себя	5	2
158	о свободе	2	2
159	же не	2	2
