N	2gram	Losev_Dial_2	Vladivir
1	и в	19	30
2	то что	14	20
3	в этом	8	20
4	в том	14	18
5	и не	30	18
6	и с	5	14
7	что он	6	13
8	в конце	2	13
9	том что	10	12
10	что в	7	12
11	не только	19	12
12	а в	4	11
13	как мы	3	11
14	сказать что	10	11
15	и вообще	6	10
16	и даже	14	10
17	не было	3	10
18	не в	8	9
19	кроме того	3	9
20	было бы	3	9
21	все же	4	9
22	потому что	14	9
23	не может	9	9
24	в то	6	9
25	связи с	4	8
26	в своем	4	8
27	вместе с	2	8
28	но и	12	8
29	что же	2	8
30	в связи	4	8
31	но в	2	8
32	не менее	3	7
33	никогда не	9	7
34	точки зрения	12	7
35	и все	12	7
36	ни в	10	7
37	может быть	20	7
38	а не	16	7
39	как это	7	7
40	прежде всего	8	6
41	и к	7	6
42	об этом	3	6
43	тем не	2	6
44	то время	4	6
45	только в	5	6
46	всяком случае	2	6
47	во всяком	2	6
48	в себе	15	6
49	жизни и	6	6
50	а именно	5	6
51	и его	5	6
52	также и	2	6
53	о чем	3	6
54	и то	7	5
55	и я	2	5
56	по себе	18	5
57	как и	10	5
58	так что	7	5
59	при этом	4	5
60	но что	7	5
61	в своей	8	5
62	как бы	14	5
63	так и	10	5
64	все это	4	5
65	с этим	3	5
66	это мы	2	5
67	и что	5	5
68	того что	6	5
69	в результате	2	5
70	все эти	2	5
71	так как	14	5
72	с ним	4	5
73	содержит в	4	4
74	именно в	2	4
75	в это	3	4
76	я не	6	4
77	вовсе не	13	4
78	его в	3	4
79	можно сказать	5	4
80	в этой	3	4
81	и если	4	4
82	что это	10	4
83	на его	2	4
84	конечно не	6	4
85	несмотря на	2	4
86	и мы	3	4
87	не очень	2	4
88	в ней	2	4
89	он не	4	4
90	это время	3	4
91	в нем	10	4
92	то это	2	4
93	не есть	47	4
94	крайней мере	9	4
95	в этих	3	4
96	то же	12	4
97	так же	2	4
98	но это	7	4
99	мы должны	2	4
100	о том	5	4
101	в которой	2	4
102	по крайней	9	4
103	это было	3	4
104	уже в	4	3
105	всех этих	3	3
106	хотя бы	4	3
107	же время	5	3
108	быть в	4	3
109	что и	5	3
110	да и	6	3
111	и как	10	3
112	что я	2	3
113	более или	2	3
114	но не	6	3
115	в данном	3	3
116	вот и	2	3
117	так или	2	3
118	с точки	8	3
119	только одно	2	3
120	во всех	2	3
121	или менее	2	3
122	как в	2	3
123	таким образом	4	3
124	только и	2	3
125	и вот	4	3
126	уже не	3	3
127	должно быть	7	3
128	в очень	2	3
129	в таком	4	3
130	или иначе	2	3
131	в виде	2	3
132	но он	4	3
133	не говоря	2	3
134	но вот	2	3
135	и это	5	3
136	когда мы	3	3
137	в области	2	3
138	не то	5	3
139	к нему	4	2
140	вы не	2	2
141	нисколько не	4	2
142	жизни с	2	2
143	с тем	2	2
144	уже и	2	2
145	и есть	4	2
146	будем говорить	2	2
147	и бытия	3	2
148	это не	10	2
149	и от	3	2
150	тогда когда	6	2
151	на все	2	2
152	же это	4	2
153	этого последнего	2	2
154	к тому	2	2
155	в общем	2	2
156	и можно	2	2
157	же в	2	2
158	без всякого	4	2
159	только тогда	7	2
160	которая есть	2	2
161	на этом	2	2
162	по своему	5	2
163	есть и	6	2
164	и может	6	2
165	само по	2	2
166	и всякая	2	2
167	она не	8	2
168	и часто	2	2
169	в каких	2	2
170	и из	3	2
171	мы уже	8	2
172	себе и	3	2
173	в самом	5	2
174	в сущности	2	2
175	не могу	6	2
176	в частности	2	2
177	есть просто	3	2
178	ни с	4	2
179	же и	9	2
180	и потому	5	2
181	в виду	5	2
182	время как	7	2
183	будто бы	3	2
184	даже в	3	2
185	был в	2	2
186	говоря уже	2	2
187	себя в	2	2
188	данном случае	2	2
189	в их	2	2
190	есть нечто	8	2
191	не на	2	2
192	собственно говоря	2	2
193	иной раз	5	2
194	того как	2	2
195	и притом	7	2
196	как я	2	2
197	но все	2	2
198	мы находим	3	2
199	в той	3	2
200	и она	2	2
201	заключается в	4	2
202	что не	6	2
203	в чем	3	2
204	и по	4	2
205	и прежде	2	2
206	его не	2	2
207	также что	2	2
208	в бытии	2	2
209	в своих	2	2
210	это значит	8	2
211	их в	2	2
212	и при	2	2
213	еще на	2	2
214	сам по	3	2
215	тут же	4	2
216	того и	2	2
217	как будто	7	2
218	или по	2	2
219	что если	3	2
220	что эти	2	2
221	как он	4	2
222	уже о	2	2
223	это за	3	2
224	или как	3	2
225	ничего не	3	2
226	я и	2	2
