N	2gram	Vinokur_St_2	Stilisti
1	и в	29	42
2	как бы	5	27
3	не только	19	27
4	прежде всего	5	22
5	хотя бы	3	17
6	но и	19	15
7	то же	2	15
8	и не	9	14
9	может быть	2	12
10	не может	2	12
11	точки зрения	5	11
12	как и	2	11
13	и как	2	10
14	в этом	21	10
15	при этом	2	9
16	в то	2	9
17	то что	11	9
18	для того	7	9
19	все же	6	8
20	в ней	7	8
21	таким образом	10	8
22	с тем	7	8
23	эти слова	2	8
24	в себе	2	8
25	и это	2	8
26	никогда не	3	7
27	и на	6	7
28	потому что	9	7
29	так как	2	7
30	с его	2	7
31	было бы	5	7
32	а не	5	7
33	того чтобы	6	7
34	и его	6	7
35	только в	2	7
36	в которой	11	7
37	ничего не	4	7
38	не в	4	6
39	в этой	2	6
40	на его	2	6
41	в конце	2	6
42	в нем	4	6
43	в процессе	2	6
44	так и	9	6
45	в области	2	6
46	тому что	7	5
47	не является	3	5
48	и с	4	5
49	тем у	2	5
50	как это	2	5
51	в его	13	5
52	вместе с	7	5
53	в той	5	5
54	с точки	2	5
55	самого начала	3	4
56	что это	3	4
57	того времени	4	4
58	что именно	2	4
59	к тому	10	4
60	с самого	3	4
61	но все	7	4
62	о своей	2	4
63	в качестве	5	4
64	в самом	7	4
65	все это	11	4
66	того что	5	4
67	так же	3	4
68	о том	17	4
69	его в	2	4
70	но в	8	4
71	если бы	2	4
72	и к	4	4
73	у нас	3	4
74	если б	4	4
75	а с	3	4
76	к своему	2	4
77	самом деле	3	4
78	и пр	8	4
79	тем же	2	4
80	на это	2	4
81	до того	4	3
82	что у	4	3
83	не мог	3	3
84	хотя и	4	3
85	в котором	7	3
86	не к	2	3
87	из них	3	3
88	и даже	3	3
89	сказать что	2	3
90	и здесь	3	3
91	в начале	3	3
92	свое выражение	2	3
93	в виду	7	3
94	что было	2	3
95	в одном	6	3
96	об этом	6	3
97	в ее	2	3
98	том что	27	3
99	в тех	2	3
100	должно было	3	3
101	нет и	2	3
102	что и	2	3
103	вряд ли	3	3
104	на самом	3	3
105	если не	2	3
106	что такое	2	3
107	выражение в	2	3
108	связи с	4	3
109	в частности	4	2
110	в какой	2	2
111	вопрос о	6	2
112	в том	27	2
113	нас не	2	2
114	тому же	3	2
115	но это	3	2
116	времени и	4	2
117	очевидно что	2	2
118	для него	4	2
119	до конца	3	2
120	и сам	2	2
121	несмотря на	2	2
122	значительной степени	2	2
123	в этих	3	2
124	как например	2	2
125	в отношении	2	2
126	не было	3	2
127	этом отношении	9	2
128	еще и	3	2
129	все эти	2	2
130	его не	3	2
131	и те	2	2
132	также и	2	2
133	это слово	3	2
134	с этим	3	2
135	к этому	4	2
136	что он	13	2
137	материал для	3	2
138	не должен	2	2
139	только потому	2	2
140	а к	2	2
141	должна была	2	2
142	но не	3	2
143	по своему	2	2
144	одной из	3	2
145	и потому	2	2
146	в своей	7	2
147	сих пор	5	2
148	связь с	2	2
149	как в	3	2
150	в значительной	2	2
151	и он	3	2
152	в движении	2	2
153	этот вопрос	2	2
154	в языке	5	2
155	тем что	3	2
156	в каком	2	2
157	и вообще	2	2
158	достаточно для	2	2
