N	2gram	Tiupa_Lite_3	Problema
1	то что	12	42
2	то есть	5	33
3	и в	16	32
4	и не	22	31
5	не менее	2	19
6	в этом	14	19
7	не только	14	17
8	потому что	3	16
9	по себе	2	15
10	а не	12	15
11	в себе	6	15
12	как бы	8	14
13	может быть	12	14
14	у нас	2	14
15	но в	3	14
16	и тем	3	13
17	в нем	2	13
18	как раз	2	13
19	что в	2	12
20	а именно	5	12
21	том что	8	12
22	так и	9	12
23	и даже	2	11
24	о том	6	11
25	то же	9	10
26	прежде всего	3	10
27	в этой	8	10
28	отнюдь не	3	10
29	но не	4	9
30	в том	12	9
31	но и	14	9
32	так же	2	9
33	же самое	2	9
34	еще не	6	9
35	того чтобы	2	9
36	в данном	4	9
37	на то	2	8
38	данном случае	4	8
39	не может	8	8
40	и на	2	8
41	он и	2	8
42	было бы	2	8
43	в своей	7	8
44	для того	2	8
45	и ее	2	8
46	никогда не	4	7
47	такого рода	10	7
48	того что	9	7
49	что он	5	7
50	во всех	2	7
51	как мы	2	7
52	тем что	2	7
53	только в	7	7
54	здесь не	2	7
55	в конце	2	6
56	и как	3	6
57	при этом	15	6
58	в самом	3	6
59	и если	4	6
60	хотя и	4	6
61	это не	5	6
62	его в	2	6
63	как это	3	6
64	о чем	3	6
65	в то	9	6
66	совершенно не	3	6
67	в его	6	6
68	самом деле	3	6
69	или иной	2	5
70	можно сказать	2	5
71	той или	2	5
72	еще и	2	5
73	то в	3	5
74	связи с	2	5
75	текста и	2	5
76	но уже	3	5
77	далеко не	2	5
78	именно в	5	4
79	не в	10	4
80	мы и	2	4
81	один из	2	4
82	не говоря	4	4
83	и только	2	4
84	а в	5	4
85	если бы	2	4
86	же в	2	4
87	и вовсе	2	4
88	а также	4	4
89	как в	5	4
90	входит в	4	4
91	если не	2	4
92	тем самым	7	4
93	и для	4	4
94	только для	3	3
95	что не	2	3
96	с другой	6	3
97	несмотря на	2	3
98	искусства и	3	3
99	из них	4	3
100	другой стороны	2	3
101	и его	6	3
102	действительности в	2	3
103	точки зрения	7	3
104	для себя	2	3
105	в жизни	8	3
106	в случае	2	3
107	в ее	5	3
108	как и	5	3
109	того же	2	3
110	сказать и	2	3
111	к тому	6	3
112	для которого	3	3
113	о нем	2	3
114	однако не	3	3
115	оно не	2	3
116	уже не	3	3
117	во всей	2	3
118	с точки	3	3
119	как будто	4	3
120	все время	3	2
121	сознания с	2	2
122	особого рода	5	2
123	для него	2	2
124	например в	3	2
125	на его	3	2
126	так или	2	2
127	говоря уже	4	2
128	в нас	2	2
129	должно быть	4	2
130	и с	2	2
131	не как	2	2
132	одно из	4	2
133	в первом	2	2
134	я и	10	2
135	между тем	3	2
136	с его	6	2
137	сознания и	2	2
138	однако в	4	2
139	по существу	4	2
140	и при	2	2
141	вот в	2	2
142	в качестве	5	2
143	со всеми	2	2
144	но еще	2	2
145	и потому	2	2
146	вместе с	5	2
147	ее в	2	2
148	для своего	2	2
149	для такого	2	2
150	или иначе	2	2
151	тому как	3	2
152	он в	2	2
153	подобно тому	2	2
154	на себя	2	2
155	едва ли	3	2
156	в области	3	2
