N	2gram	Voloshinov_1	Myslijsy
1	для нас	2	31
2	и в	16	24
3	в душе	2	23
4	может быть	17	23
5	то что	3	20
6	и не	4	19
7	в том	3	18
8	что в	3	16
9	не только	7	15
10	того же	2	14
11	при этом	6	13
12	было бы	2	13
13	не может	8	12
14	то же	2	12
15	мы можем	9	12
16	что мы	2	11
17	что и	2	11
18	вместе с	3	11
19	мы не	2	11
20	только в	4	11
21	таким образом	9	11
22	для него	6	10
23	в сознание	7	10
24	и проч	9	10
25	так как	4	10
26	в нем	4	9
27	как бы	5	9
28	но и	4	9
29	а в	3	8
30	том что	3	8
31	в одно	2	8
32	и на	4	8
33	в этом	9	8
34	могут быть	3	8
35	не могут	2	7
36	быть может	2	7
37	прежде всего	9	7
38	во всяком	3	7
39	всяком случае	3	7
40	во всех	3	7
41	как и	2	7
42	между собою	2	7
43	с этим	2	7
44	в чем	5	7
45	в одном	3	6
46	не есть	2	6
47	и как	3	6
48	не можем	2	6
49	только как	3	6
50	и только	9	6
51	не менее	2	5
52	по крайней	3	5
53	с ним	2	5
54	крайней мере	3	5
55	что не	2	5
56	если б	3	5
57	о том	2	5
58	и их	4	5
59	так и	4	5
60	в них	2	5
61	а потому	4	5
62	все остальные	2	5
63	с другими	3	5
64	только для	5	5
65	это последнее	2	4
66	во время	3	4
67	никогда не	2	4
68	из этих	2	4
69	сознание и	5	4
70	что он	2	4
71	до сих	3	4
72	еще не	5	4
73	в самом	2	4
74	нам кажется	2	4
75	чувства и	2	4
76	сих пор	3	4
77	что оно	2	4
78	они не	2	4
79	таким путем	2	4
80	но в	4	4
81	для меня	2	4
82	что это	2	3
83	оно не	2	3
84	и все	4	3
85	но мы	4	3
86	что на	2	3
87	ни было	2	3
88	все что	4	3
89	и может	4	3
90	кажется что	2	3
91	но это	2	3
92	к другим	2	3
93	его в	4	3
94	как не	2	3
95	находится в	2	3
96	и притом	3	3
97	те же	3	3
98	если мы	2	3
99	и для	2	3
100	с ними	4	3
101	в каком	2	3
102	и вообще	2	3
103	в этих	3	3
104	представлений и	3	3
105	самого начала	4	2
106	этом смысле	3	2
107	и есть	3	2
108	связанные с	2	2
109	и его	8	2
110	хотя бы	4	2
111	и это	6	2
112	в жизни	2	2
113	с нею	2	2
114	между ними	3	2
115	к этому	2	2
116	с его	7	2
117	мы знаем	3	2
118	за пределы	2	2
119	все эти	5	2
120	есть в	2	2
121	совсем не	2	2
122	так же	2	2
123	у него	2	2
124	в общем	3	2
125	в его	4	2
126	и потому	3	2
127	себя и	2	2
128	один из	2	2
129	на две	3	2
130	и чувств	2	2
131	можно назвать	2	2
132	все это	4	2
133	и других	2	2
134	на самом	4	2
135	самом деле	6	2
136	с самого	4	2
137	для сознания	3	2
138	что такое	5	2
139	мы видим	2	2
140	и по	2	2
141	отношения к	3	2
142	как это	3	2
143	их в	3	2
144	сказать что	7	2
145	не на	2	2
146	существует только	2	2
147	две группы	3	2
148	на этом	3	2
