N	2gram	Propp_Isto_6	KulturaY
1	т е	22	38
2	и т	10	33
3	в том	12	30
4	и в	26	24
5	потому что	13	23
6	том что	10	21
7	что в	12	17
8	было бы	2	15
9	т д	8	14
10	в этом	12	14
11	может быть	11	13
12	все же	8	12
13	таким образом	12	12
14	в его	5	12
15	и не	10	12
16	не в	3	11
17	только в	5	11
18	вовсе не	2	10
19	у нас	5	10
20	не только	10	10
21	если бы	3	9
22	то что	6	9
23	прежде всего	4	9
24	отношению к	2	9
25	того что	2	9
26	о том	7	9
27	так как	18	9
28	по отношению	2	8
29	то же	5	8
30	уже не	7	8
31	а не	2	8
32	тем что	5	8
33	в них	3	7
34	с другой	10	7
35	в качестве	3	7
36	как бы	4	7
37	вместе с	8	7
38	не может	6	7
39	это не	4	7
40	так и	5	7
41	что он	9	6
42	зависимости от	2	6
43	при этом	3	6
44	в ней	5	6
45	но и	9	6
46	что же	2	6
47	другой стороны	8	6
48	можно было	2	6
49	все эти	8	6
50	в которых	2	6
51	мы имеем	14	6
52	с тем	4	5
53	что это	2	5
54	к тому	2	5
55	но не	2	5
56	еще не	9	5
57	что не	2	5
58	например в	7	5
59	всяком случае	2	5
60	и что	5	5
61	целый ряд	2	5
62	не потому	3	5
63	а в	3	5
64	и его	7	5
65	во всяком	2	5
66	с ним	8	5
67	и с	6	5
68	с его	4	4
69	в частности	3	4
70	в этих	2	4
71	к себе	2	4
72	что эти	2	4
73	на то	2	4
74	в нем	8	4
75	в тех	3	4
76	что они	2	4
77	того же	2	4
78	один из	3	4
79	что и	4	4
80	не есть	2	4
81	сих пор	4	4
82	со стороны	3	4
83	до сих	4	4
84	как в	6	4
85	с этим	2	4
86	того как	3	4
87	тем самым	2	4
88	так что	3	4
89	так же	2	4
90	с ними	2	4
91	и на	12	4
92	в данном	3	4
93	из этих	4	4
94	там где	5	4
95	как на	3	3
96	представление о	9	3
97	то это	5	3
98	можно сказать	2	3
99	сводится к	2	3
100	в этой	2	3
101	меня и	3	3
102	связано с	4	3
103	на том	8	3
104	и эти	5	3
105	даже в	2	3
106	на его	4	3
107	когда он	3	3
108	что она	3	3
109	в своем	2	3
110	а с	2	3
111	не было	3	3
112	что оно	4	3
113	и он	4	3
114	должна быть	3	3
115	и то	3	3
116	себе в	4	3
117	они не	3	3
118	в себе	3	3
119	здесь не	2	3
120	как это	5	3
121	в одном	3	3
122	том как	3	3
123	о чем	2	2
124	никогда не	13	2
125	превращается в	7	2
126	с этой	2	2
127	что касается	2	2
128	не всегда	4	2
129	вопрос о	3	2
130	к своему	3	2
131	в то	5	2
132	для нас	2	2
133	этом случае	6	2
134	как и	5	2
135	и как	2	2
136	но все	2	2
137	в последнем	2	2
138	когда в	2	2
139	тех случаях	3	2
140	в это	4	2
141	в своей	3	2
142	чтобы получить	2	2
143	в свое	2	2
144	относится к	2	2
145	в греческой	3	2
146	эти случаи	2	2
147	и тем	4	2
148	ее в	6	2
149	ни в	2	2
150	он иногда	3	2
151	а именно	9	2
152	так например	3	2
153	то и	2	2
154	он не	2	2
155	случаях когда	3	2
156	должны быть	2	2
157	не имеет	2	2
158	после чего	6	2
159	увидим что	2	2
160	когда мы	2	2
161	или в	3	2
162	в более	6	2
163	от этого	3	2
164	может иметь	2	2
165	на более	3	2
166	о котором	2	2
167	видно что	2	2
168	е в	2	2
169	но вот	2	2
170	и под	3	2
171	тогда как	2	2
172	ничего не	2	2
173	но в	7	2
