N	2gram	Trubetskoy_1	formyVre
1	и в	26	46
2	в этом	15	22
3	прежде всего	2	14
4	только в	4	11
5	не только	10	11
6	во всех	2	11
7	во время	4	10
8	в том	11	10
9	как бы	12	10
10	точки зрения	13	10
11	то есть	4	10
12	но в	7	10
13	не в	2	9
14	вместе с	15	9
15	но и	9	9
16	и не	8	9
17	и для	5	9
18	в связи	3	8
19	связи с	9	8
20	в его	5	8
21	жизни и	2	8
22	то же	4	8
23	того чтобы	5	8
24	для того	5	8
25	с точки	6	8
26	потому что	7	8
27	из них	7	8
28	в них	2	7
29	в одном	3	7
30	может быть	10	7
31	то что	7	7
32	так и	6	7
33	и на	2	7
34	никогда не	5	6
35	и все	2	6
36	при этом	3	6
37	еще не	2	6
38	все же	6	6
39	все это	6	6
40	те же	2	6
41	и наконец	2	6
42	так как	9	6
43	и с	10	6
44	в своем	3	5
45	связанные с	7	5
46	по существу	2	5
47	в то	4	5
48	но не	8	5
49	он не	4	5
50	в нем	4	5
51	что в	9	5
52	все эти	6	5
53	в смысле	4	5
54	и у	8	5
55	уже в	2	4
56	с этой	3	4
57	из этих	10	4
58	в образе	2	4
59	же время	2	4
60	том что	7	4
61	так что	3	4
62	с другом	5	4
63	друг с	5	4
64	в котором	4	4
65	в мире	5	4
66	конечно не	2	4
67	в эпоху	7	4
68	а не	5	4
69	в себе	6	4
70	героев и	2	4
71	о том	6	4
72	том числе	5	3
73	не было	2	3
74	связанных с	2	3
75	того же	6	3
76	к этому	3	3
77	к тому	6	3
78	ему в	2	3
79	что он	4	3
80	и как	3	3
81	в качестве	3	3
82	для него	3	3
83	тот же	2	3
84	а также	2	3
85	что и	6	3
86	отношение к	5	3
87	целый ряд	4	3
88	и другие	3	3
89	таким образом	22	3
90	уже не	3	3
91	того что	3	3
92	и даже	3	3
93	и по	4	3
94	а в	4	3
95	в которых	4	3
96	же самое	2	3
97	в этих	4	3
98	в виду	2	3
99	только для	2	2
100	на небе	2	2
101	по своему	2	2
102	числе и	4	2
103	с другой	8	2
104	что все	4	2
105	представление о	6	2
106	или иной	2	2
107	можно сказать	3	2
108	в отношении	6	2
109	в самой	2	2
110	именно в	2	2
111	бога и	4	2
112	в этой	4	2
113	перестает быть	2	2
114	с тем	18	2
115	все что	2	2
116	похож на	2	2
117	со всеми	2	2
118	и к	5	2
119	и о	3	2
120	вплоть до	2	2
121	наконец в	2	2
122	к ним	3	2
123	и потому	6	2
124	если в	3	2
125	один из	2	2
126	сих пор	5	2
127	мы видели	2	2
128	быть и	2	2
129	не может	4	2
130	и только	4	2
131	если не	2	2
132	этом отношении	2	2
133	с одной	7	2
134	у всех	2	2
135	с телом	2	2
136	лишь в	5	2
137	так же	5	2
138	как на	8	2
139	особенно в	2	2
140	у них	3	2
141	друг на	2	2
142	людей и	2	2
143	и от	4	2
144	мы имеем	2	2
145	на друга	2	2
146	не могла	2	2
147	далеко не	4	2
148	в конце	6	2
149	и это	2	2
150	во всяком	6	2
151	до сих	5	2
