N	2gram	Propp_Isto_1	Formalny
1	т е	10	32
2	и не	9	30
3	вовсе не	2	28
4	и в	28	27
5	может быть	25	25
6	не может	15	24
7	так и	9	21
8	и его	3	19
9	таким образом	8	18
10	в этом	8	18
11	а не	15	17
12	и пр	4	15
13	в нем	2	15
14	то же	12	15
15	между ними	2	15
16	как и	4	14
17	не в	9	12
18	если бы	8	12
19	и от	2	11
20	и т	25	11
21	но и	10	10
22	не могут	2	10
23	в действительности	2	9
24	так как	6	9
25	не только	12	9
26	так же	7	9
27	что в	12	8
28	при этом	3	8
29	в пределах	4	8
30	как бы	2	8
31	то что	9	8
32	как раз	2	8
33	как мы	3	8
34	только в	11	8
35	не менее	6	7
36	в том	9	7
37	все это	4	7
38	потому что	4	7
39	в то	3	7
40	его в	6	7
41	между тем	2	7
42	с тем	4	7
43	в его	5	7
44	если мы	3	7
45	там где	4	7
46	с другой	6	6
47	т д	22	6
48	все эти	4	6
49	бы в	2	6
50	но в	8	6
51	что он	10	6
52	еще не	7	6
53	было бы	7	6
54	все же	10	6
55	хотя бы	4	6
56	и для	4	6
57	вместе с	6	6
58	никогда не	14	5
59	зависимости от	2	5
60	ни было	2	5
61	в дальнейшем	5	5
62	что они	5	5
63	и их	3	5
64	другой стороны	5	5
65	в ней	7	5
66	и между	2	5
67	большинстве случаев	4	5
68	в зависимости	2	5
69	именно так	2	5
70	но не	5	5
71	и потому	2	5
72	что же	3	5
73	тем что	3	5
74	связи с	4	5
75	то ни	2	4
76	прежде всего	10	4
77	к тому	6	4
78	мы знаем	4	4
79	и как	2	4
80	в большинстве	4	4
81	мы видели	2	4
82	бы то	2	4
83	в целом	2	4
84	со стороны	2	4
85	в связи	4	4
86	они не	4	4
87	о том	9	4
88	как это	3	4
89	между собой	4	4
90	обстоит дело	4	4
91	тогда когда	2	4
92	по себе	3	4
93	не есть	2	4
94	в ее	2	4
95	том что	7	4
96	социальной жизни	4	4
97	конечно не	2	4
98	как в	2	4
99	мы не	10	4
100	связь между	3	4
101	могут быть	4	4
102	из этого	2	4
103	же как	2	3
104	что это	8	3
105	в этих	7	3
106	материала и	2	3
107	его и	2	3
108	в какой	3	3
109	столь же	2	3
110	это не	7	3
111	вследствие этого	2	3
112	для нас	13	3
113	должна быть	5	3
114	того что	4	3
115	одним из	2	3
116	и тем	2	3
117	в эпоху	2	3
118	по отношению	3	3
119	как таковая	2	3
120	и что	10	3
121	и на	4	3
122	их в	5	3
123	сказать что	5	3
124	и с	4	3
125	в основе	4	3
126	раз и	3	3
127	ясно что	2	3
128	же самое	3	3
129	во всех	2	3
130	о нем	2	3
131	еще в	2	3
132	отношению к	3	3
133	ее в	5	3
134	дело с	2	3
135	уже не	3	3
136	героя в	5	3
137	стороны его	2	3
138	целое и	2	3
139	не на	2	3
140	то мы	4	3
141	то он	2	3
142	в себе	2	3
143	мы еще	3	2
144	для этого	3	2
145	но так	2	2
146	была бы	2	2
147	всех этих	2	2
148	но это	4	2
149	в этой	6	2
150	на этом	3	2
151	как о	2	2
152	не можем	3	2
153	где нет	2	2
154	но если	2	2
155	в котором	3	2
156	связи и	2	2
157	и др	7	2
158	был бы	2	2
159	из них	3	2
160	дело не	5	2
161	что она	5	2
162	в своем	5	2
163	и только	2	2
164	от этих	2	2
165	отношения к	2	2
166	именно на	2	2
167	и даже	4	2
168	увидим что	5	2
169	а иногда	2	2
170	как он	2	2
171	бы быть	3	2
172	к которому	5	2
173	том как	2	2
174	нисколько не	2	2
175	видели что	3	2
176	однако в	2	2
177	поэтому в	2	2
178	развития как	2	2
179	превращается в	4	2
180	не как	3	2
181	в такой	2	2
182	к этому	2	2
183	так чтобы	2	2
184	одна из	2	2
185	и тогда	3	2
186	говорит в	2	2
187	не знают	3	2
188	связано с	2	2
189	мы увидим	10	2
190	мы должны	13	2
191	в данной	2	2
192	одной из	2	2
193	в целях	3	2
194	или на	3	2
195	но оно	4	2
196	в основном	2	2
197	даже в	4	2
198	должен быть	3	2
199	что и	6	2
200	тем не	6	2
201	но уже	2	2
202	именно это	2	2
203	так в	4	2
204	в отличие	2	2
205	чтобы не	3	2
206	что этот	2	2
207	что формы	2	2
208	от этого	2	2
209	дело в	3	2
210	здесь не	4	2
211	отличие от	2	2
212	в области	2	2
213	ничего не	2	2
