N	2gram	Nazirov_Tv_2	FransuaR
1	и в	20	49
2	то есть	5	32
3	прежде всего	8	19
4	в его	10	18
5	не только	13	17
6	и его	9	17
7	и на	5	17
8	и не	9	15
9	в этом	8	15
10	только в	2	13
11	но и	8	13
12	в году	16	13
13	как и	6	11
14	как бы	11	11
15	вовсе не	2	10
16	в этой	5	10
17	все это	6	9
18	в романе	15	9
19	для него	3	9
20	и др	3	9
21	в нем	3	9
22	все же	5	7
23	один из	3	7
24	не может	7	7
25	таким образом	10	7
26	то же	7	7
27	все эти	4	7
28	именно в	6	6
29	то что	3	6
30	в литературе	2	6
31	xviii века	2	6
32	в истории	2	6
33	же время	7	6
34	так и	6	6
35	рядом с	2	6
36	и с	8	6
37	в то	10	6
38	так как	3	6
39	в творчестве	5	6
40	никогда не	11	5
41	уже в	2	5
42	в начале	3	5
43	но не	5	5
44	при этом	8	5
45	может быть	8	5
46	в основном	6	5
47	и потому	4	5
48	в своей	6	5
49	роль в	2	5
50	в духе	4	4
51	с другой	2	4
52	в себе	3	4
53	том что	4	4
54	одна из	3	4
55	в своих	3	4
56	сих пор	3	4
57	до сих	3	4
58	в известной	4	4
59	не было	2	4
60	а в	4	4
61	тем что	3	4
62	с ним	3	4
63	но в	4	4
64	место в	3	3
65	жизни в	3	3
66	превращается в	3	3
67	в xix	2	3
68	в одном	2	3
69	человека и	3	3
70	что он	6	3
71	в ее	2	3
72	в том	8	3
73	а затем	3	3
74	известной мере	2	3
75	из них	2	3
76	в самом	3	3
77	точка зрения	2	3
78	но эти	2	3
79	связь с	2	3
80	другой стороны	2	3
81	и других	2	3
82	только с	2	3
83	так в	2	3
84	их в	2	3
85	и вообще	2	3
86	xix веке	2	3
87	о том	5	3
88	для которого	2	3
89	и это	3	3
90	но прежде	2	3
91	в плане	3	3
92	это был	3	2
93	включает в	2	2
94	весь роман	2	2
95	что в	7	2
96	могут быть	2	2
97	точку зрения	2	2
98	о человеке	2	2
99	как известно	2	2
100	xix века	7	2
101	там же	9	2
102	здравого смысла	2	2
103	в дальнейшем	4	2
104	но это	5	2
105	что они	4	2
106	так например	3	2
107	и без	2	2
108	ничего не	4	2
109	еще не	5	2
110	по словам	2	2
111	в произведениях	2	2
112	одним из	3	2
113	у него	6	2
114	хотя и	4	2
115	в мире	5	2
116	по преимуществу	2	2
117	вместе с	3	2
118	в ту	2	2
119	в их	3	2
120	и даже	5	2
121	так же	5	2
122	особенно в	2	2
123	он еще	2	2
124	во всяком	2	2
125	одной из	3	2
126	на его	4	2
127	и еще	2	2
128	в конце	6	2
129	в устах	2	2
130	же с	9	2
131	всяком случае	2	2
