N	2gram	Bakhtin_fo_2	Istorich
1	и т	14	27
2	и в	46	26
3	т д	3	24
4	так же	2	18
5	то что	7	16
6	не только	11	15
7	что в	5	14
8	может быть	7	14
9	но и	9	12
10	и пр	2	11
11	что он	3	10
12	так и	7	10
13	таким образом	3	10
14	и его	12	10
15	что и	3	9
16	все же	6	9
17	и не	9	9
18	его в	6	9
19	так как	6	9
20	то же	8	8
21	а в	3	8
22	в этих	3	7
23	во время	10	7
24	как и	8	7
25	в качестве	3	7
26	он не	5	7
27	как в	4	7
28	их в	4	7
29	в этом	22	7
30	что здесь	2	7
31	мы имеем	2	7
32	в дальнейшем	5	6
33	мы видим	2	6
34	что они	4	6
35	еще не	6	6
36	в иной	2	6
37	мы видели	2	6
38	вместе с	9	6
39	не может	2	6
40	а не	4	6
41	потому что	8	6
42	могут быть	2	6
43	как он	2	6
44	у него	9	5
45	и как	3	5
46	это не	2	5
47	в одном	7	5
48	к этому	3	5
49	но не	5	5
50	и только	2	5
51	в его	8	5
52	и у	5	5
53	мы уже	9	5
54	до сих	2	5
55	и др	5	5
56	сих пор	2	5
57	в некоторых	2	5
58	как мы	6	5
59	уже не	3	5
60	и по	3	5
61	не в	9	5
62	и с	6	5
63	тем что	3	5
64	в другом	3	5
65	но в	10	5
66	с другой	2	4
67	вовсе не	13	4
68	а на	2	4
69	все что	2	4
70	в этот	3	4
71	здесь не	2	4
72	но эта	2	4
73	и даже	3	4
74	но он	2	4
75	в которых	3	4
76	о том	4	4
77	и более	2	3
78	в одной	2	3
79	из этих	4	3
80	к себе	4	3
81	в образе	4	3
82	на котором	2	3
83	же в	4	3
84	этом случае	2	3
85	в том	10	3
86	а затем	3	3
87	по существу	5	3
88	том что	4	3
89	и других	2	3
90	но это	2	3
91	при этом	6	3
92	связанные с	5	3
93	она не	2	3
94	и другие	3	3
95	как бы	10	3
96	все эти	5	3
97	а также	3	3
98	и он	4	3
99	наряду с	2	3
100	не на	3	3
101	на земле	2	3
102	как это	2	3
103	те же	6	3
104	не мог	2	3
105	между ними	2	3
106	в данном	2	3
107	связи с	8	3
108	только в	11	3
109	там где	2	3
110	о чем	3	3
111	уже в	4	2
112	с тем	2	2
113	связанных с	3	2
114	и есть	2	2
115	никогда не	6	2
116	в фольклоре	2	2
117	на острове	4	2
118	в греческом	5	2
119	в своем	5	2
120	и во	6	2
121	с этим	5	2
122	и все	6	2
123	их не	2	2
124	по себе	2	2
125	с помощью	3	2
126	представлений о	2	2
127	так что	4	2
128	в истории	4	2
129	на этом	2	2
130	есть и	4	2
131	было бы	2	2
132	том как	3	2
133	которой он	2	2
134	средние века	3	2
135	конечно не	4	2
136	у нас	2	2
137	ему в	3	2
138	в частности	5	2
139	к ним	2	2
140	хотя и	3	2
141	что на	3	2
142	в главе	7	2
143	вступают в	2	2
144	в нем	5	2
145	отношение к	3	2
146	из них	8	2
147	таков например	2	2
148	в форме	3	2
149	и их	4	2
150	все это	6	2
151	в связи	8	2
152	и они	3	2
153	и вот	2	2
154	здесь мы	3	2
155	лишь в	2	2
156	того что	3	2
157	и на	7	2
158	с этой	4	2
159	в средние	3	2
160	имеем в	3	2
161	в себе	4	2
162	во все	2	2
163	же самое	3	2
164	в этой	2	2
165	в особенности	6	2
