N	2gram	Bakhtin_Fr_8	Literetu
1	не только	8	24
2	при этом	4	19
3	в качестве	4	17
4	но и	9	17
5	а не	2	16
6	в том	13	16
7	в частности	7	15
8	том что	8	14
9	может быть	3	13
10	в году	3	13
11	и не	9	12
12	в этом	14	12
13	прежде всего	6	11
14	в своем	3	11
15	своего рода	5	11
16	то что	3	10
17	не в	3	8
18	и в	56	8
19	только в	9	8
20	в его	18	7
21	как бы	11	7
22	уже не	3	7
23	в себе	4	7
24	как и	5	6
25	и сам	2	6
26	связи с	6	6
27	точки зрения	6	6
28	то есть	24	6
29	с его	5	5
30	казалось бы	3	5
31	с этой	2	5
32	что он	2	5
33	же время	10	5
34	а также	3	5
35	не может	2	5
36	то же	11	5
37	уже в	2	5
38	одним из	5	5
39	в данном	2	5
40	в то	12	5
41	это не	2	4
42	о себе	2	4
43	но не	5	4
44	культуры в	2	4
45	еще не	10	4
46	все же	2	4
47	из них	2	4
48	по преимуществу	2	4
49	в своей	2	4
50	данном случае	2	4
51	так и	13	4
52	и т.п	11	4
53	никогда не	5	4
54	в связи	3	4
55	и его	12	4
56	как раз	2	4
57	в своих	4	4
58	не как	2	4
59	в этой	6	4
60	с собой	2	4
61	в основе	4	3
62	не было	5	3
63	на рубеже	3	3
64	что в	5	3
65	с другой	2	3
66	одна из	4	3
67	с их	2	3
68	в пределах	5	3
69	например в	4	3
70	в самом	9	3
71	несмотря на	2	3
72	не мог	3	3
73	у него	7	3
74	один из	5	3
75	и др	8	3
76	в их	3	3
77	а в	2	3
78	таким образом	17	3
79	еще и	3	3
80	и даже	8	3
81	той же	6	3
82	потому что	6	3
83	он и	2	3
84	но в	6	3
85	по своей	4	3
86	также и	2	3
87	далеко не	2	3
88	его в	2	3
89	дело в	2	3
90	в области	5	3
91	все они	6	2
92	дело не	2	2
93	мир и	2	2
94	человека и	2	2
95	для понимания	2	2
96	в мире	2	2
97	в другом	3	2
98	для него	2	2
99	своего времени	6	2
100	одной стороны	2	2
101	было бы	2	2
102	за пределы	4	2
103	не тот	2	2
104	даже в	4	2
105	в нем	8	2
106	в сущности	8	2
107	только на	2	2
108	не на	3	2
109	для своего	2	2
110	с одной	4	2
111	все эти	15	2
112	самом деле	2	2
113	с точки	2	2
114	было у	2	2
115	что для	3	2
116	роль в	5	2
117	в слове	2	2
118	и то	2	2
119	между тем	3	2
120	нового времени	2	2
121	ту же	4	2
122	о том	4	2
123	здесь как	2	2
