N	2gram	Vygotskiy__3	FransuaR
1	и в	25	41
2	таким образом	17	19
3	в этом	14	15
4	и все	4	14
5	как и	15	14
6	в этой	5	13
7	то же	2	13
8	все эти	7	13
9	мы уже	5	12
10	в его	15	12
11	прежде всего	4	11
12	в том	23	11
13	как мы	8	11
14	в себе	2	11
15	так и	5	10
16	все это	6	10
17	в то	4	10
18	в качестве	12	9
19	и его	2	9
20	не в	6	9
21	но и	4	9
22	в своем	4	9
23	что в	17	9
24	и от	2	8
25	то что	15	8
26	в них	2	7
27	как бы	10	7
28	в нем	2	7
29	и не	10	7
30	все они	2	6
31	ни в	9	6
32	мы видим	3	6
33	для него	5	6
34	с помощью	42	6
35	только в	10	6
36	о том	5	6
37	уже в	7	5
38	к этому	3	5
39	не только	6	5
40	и к	5	5
41	на этом	3	5
42	вместе с	14	5
43	что и	10	5
44	мы видели	6	5
45	как в	9	5
46	того как	3	5
47	и у	6	5
48	а в	4	5
49	и для	2	5
50	так же	17	5
51	точки зрения	6	5
52	и это	4	5
53	потому что	6	5
54	в плане	2	5
55	место в	2	4
56	что это	5	4
57	хотя и	2	4
58	и здесь	2	4
59	том что	20	4
60	но все	2	4
61	одна из	2	4
62	все что	2	4
63	слов и	5	4
64	было бы	10	4
65	может быть	13	4
66	он не	4	4
67	уже говорили	5	4
68	на этой	5	4
69	к жизни	2	4
70	должно быть	2	4
71	и на	6	4
72	в отношении	6	3
73	и благодаря	2	3
74	того же	6	3
75	в одном	2	3
76	и потому	2	3
77	его к	3	3
78	очень часто	2	3
79	в мире	2	3
80	но это	5	3
81	по этому	3	3
82	свою очередь	2	3
83	в своей	2	3
84	есть и	2	3
85	в свою	3	3
86	при этом	5	3
87	из них	4	3
88	и их	3	3
89	и эта	2	3
90	таким же	2	3
91	в ряде	4	3
92	что он	6	3
93	с ее	5	3
94	вперед по	2	3
95	в свете	2	3
96	не может	6	3
97	тем самым	2	3
98	и по	5	3
99	той же	4	3
100	можно было	6	3
101	с ними	3	3
102	тем что	8	3
103	связанные с	2	3
104	его в	3	3
105	так как	12	3
106	от этого	6	3
107	перед нами	10	2
108	с его	2	2
109	все время	2	2
110	ни было	2	2
111	находит свое	2	2
112	именно в	5	2
113	но по	2	2
114	никогда не	4	2
115	связаны с	3	2
116	в этих	2	2
117	и во	2	2
118	с этим	4	2
119	в следующем	2	2
120	о котором	2	2
121	к тому	4	2
122	отношению к	2	2
123	связанное с	2	2
124	и как	5	2
125	в построении	2	2
126	по своему	11	2
127	в себя	3	2
128	тот же	2	2
129	еще не	4	2
130	того что	10	2
131	и может	2	2
132	со всеми	6	2
133	мы в	2	2
134	одного из	2	2
135	в реальном	2	2
136	на том	3	2
137	а также	2	2
138	оно не	2	2
139	не есть	3	2
140	же в	2	2
141	благодаря этому	6	2
142	в процессе	27	2
143	или менее	3	2
144	по отношению	3	2
145	в связи	6	2
146	имеет дело	2	2
147	этом отношении	3	2
148	в течение	2	2
149	и других	2	2
150	находится в	2	2
151	не мог	4	2
152	с самого	6	2
153	из которых	5	2
154	уже не	2	2
155	мы не	9	2
156	или в	2	2
157	и то	2	2
158	в результате	3	2
159	их в	3	2
160	во всяком	4	2
161	в которых	3	2
162	и т.д	5	2
163	как он	3	2
164	связан с	2	2
165	бы в	2	2
166	в чем	2	2
167	с ним	4	2
168	в области	7	2
169	мы имеем	4	2
