N	2gram	Tiupa_Lite_1	Hudozhes
1	в мире	2	23
2	в качестве	17	19
3	то есть	6	18
4	состоит в	11	16
5	и не	12	16
6	в том	16	15
7	и в	8	15
8	не только	24	15
9	в частности	15	13
10	может быть	13	13
11	тогда как	13	13
12	при этом	19	12
13	а в	3	12
14	и его	4	12
15	но не	4	11
16	в этом	12	11
17	в себе	7	11
18	я в	5	11
19	представляет собой	4	10
20	как бы	7	10
21	отношению к	2	10
22	но и	17	10
23	так и	4	10
24	по отношению	3	10
25	то же	5	10
26	а не	16	10
27	такого рода	10	9
28	в его	7	9
29	литературного произведения	4	9
30	точки зрения	6	9
31	в рамках	6	8
32	в душе	3	8
33	произведение искусства	8	8
34	себя в	6	8
35	своего рода	11	8
36	сводится к	3	8
37	с другой	3	7
38	или иной	2	7
39	в отличие	5	7
40	в принципе	3	7
41	в искусстве	2	7
42	в то	5	7
43	отличие от	5	7
44	но в	3	7
45	я и	7	7
46	в основе	3	6
47	с его	5	6
48	что в	3	6
49	не сводится	3	6
50	художественного письма	9	6
51	том что	14	6
52	не в	8	6
53	же время	5	6
54	в тексте	8	6
55	приводит к	3	6
56	не может	5	6
57	по своей	3	6
58	я есть	2	5
59	художественной деятельности	8	5
60	художественного творчества	3	5
61	могут быть	2	5
62	а также	5	5
63	только в	8	5
64	тем самым	5	5
65	в самом	3	5
66	того что	6	5
67	в нем	2	5
68	то что	10	5
69	и т.п	4	5
70	в их	3	5
71	уже не	7	5
72	коммуникативного события	7	5
73	говоря словами	3	4
74	не столько	5	4
75	прежде всего	11	4
76	к тому	2	4
77	а только	2	4
78	в другом	2	4
79	особого рода	2	4
80	внутреннего я	2	4
81	для него	2	4
82	еще не	4	4
83	например в	3	4
84	и тем	4	4
85	в своей	4	4
86	произведения искусства	3	4
87	со стороны	4	4
88	художественного сознания	3	4
89	лирический герой	4	4
90	сознания в	12	4
91	в слове	2	4
92	самим собой	2	4
93	и то	2	4
94	между тем	2	4
95	как эстетической	2	4
96	эстетического объекта	6	4
97	как это	8	4
98	эстетический объект	3	4
99	искусства это	2	3
100	не менее	7	3
101	однако в	2	3
102	конечном счете	4	3
103	это не	4	3
104	что он	5	3
105	в стихотворении	4	3
106	тем не	2	3
107	и того	2	3
108	субъекта и	3	3
109	эстетического субъекта	9	3
110	в пределах	3	3
111	того же	2	3
112	парадигмы художественности	7	3
113	читателя в	2	3
114	несет в	2	3
115	как раз	4	3
116	художественного целого	2	3
117	в конечном	5	3
118	далеко не	3	3
119	в целом	8	3
120	в культуре	3	3
121	объекта и	2	3
122	не на	2	3
123	таким образом	3	3
124	текста как	2	3
125	как и	6	3
126	лишь в	4	3
127	во втором	2	3
128	с точки	2	3
129	читателя зрителя	4	3
130	не случайно	2	3
131	и адресата	4	3
132	потому что	3	3
133	в данном	5	3
134	как правило	2	3
135	в русской	10	3
136	его в	3	3
137	в художественном	4	3
138	всего лишь	4	3
139	зрителя слушателя	3	3
140	в области	3	3
141	в виду	3	3
142	во мне	2	2
143	на этом	2	2
144	по мысли	2	2
145	я не	7	2
146	эстетического адресата	2	2
147	нас самих	2	2
148	искусства как	2	2
149	так или	8	2
150	в своем	11	2
151	превращается в	2	2
152	человеческого я	3	2
153	не как	4	2
154	и весьма	2	2
155	с.с аверинцева	2	2
156	человека и	2	2
157	этого текста	3	2
158	для понимания	2	2
159	и рецептивного	2	2
160	роль в	2	2
161	при всей	3	2
162	рефлективного традиционализма	4	2
163	тем более	2	2
164	одна из	3	2
165	художественной культуры	10	2
166	эстетической деятельности	4	2
167	с их	3	2
168	одной стороны	2	2
169	и сам	6	2
170	несмотря на	3	2
171	мира в	3	2
172	за пределы	2	2
173	на почве	2	2
174	даже в	2	2
175	не является	2	2
176	для себя	5	2
177	художественности состоит	2	2
178	не могло	2	2
179	и др	3	2
180	силу своей	3	2
181	общения людей	2	2
182	по преимуществу	4	2
183	хх века	10	2
184	дело не	2	2
185	русской литературе	5	2
186	коммуникативное событие	4	2
187	художественное произведение	2	2
188	как в	5	2
189	могло быть	2	2
190	и прежде	3	2
191	факторов художественного	2	2
192	другого в	3	2
193	с одной	2	2
194	все эти	2	2
195	в себя	2	2
196	в году	13	2
197	от себя	2	2
198	для читателя	2	2
199	войне и	2	2
200	художественного впечатления	2	2
201	ведет к	4	2
202	или иначе	9	2
203	культуры в	4	2
204	в силу	4	2
205	нового времени	2	2
206	у него	3	2
207	одно из	3	2
208	самим собою	2	2
209	о себе	4	2
210	в этой	4	2
211	художественной культуре	2	2
212	в равной	2	2
213	о том	2	2
214	бы не	3	2
