N	3gram	Vinokur_Ku_2	Problema
1	и т д	14	13
2	тем не менее	5	10
3	в том что	10	9
4	в связи с	3	7
5	во всяком случае	5	6
6	по крайней мере	6	5
7	в этом случае	2	5
8	с другой стороны	7	5
9	не может быть	4	5
10	в то же	3	4
11	но даже и	2	4
12	и вовсе не	2	4
13	потому что он	2	4
14	точно так же	3	3
15	можно было бы	9	3
16	того или иного	2	3
17	в конце концов	3	3
18	само по себе	5	3
19	и тем не	4	3
20	но в том	2	2
21	то или иное	2	2
22	в таких случаях	2	2
23	с точки зрения	8	2
24	не только в	4	2
25	в отличие от	2	2
26	можно сказать что	2	2
27	только потому что	6	2
28	но также и	2	2
29	дело не в	2	2
30	этой точки зрения	2	2
31	в нашем смысле	2	2
32	мы говорим о	2	2
33	на самом деле	2	2
