N	2gram	Potebnia_M_1	FransuaR
1	и в	39	41
2	то есть	42	24
3	во всех	5	17
4	таким образом	13	17
5	в нем	20	16
6	и с	3	16
7	и его	5	13
8	но и	20	13
9	как мы	2	12
10	в этом	15	12
11	прежде всего	4	10
12	в самом	3	10
13	не только	21	10
14	так как	21	10
15	то что	10	10
16	и все	3	9
17	о том	2	9
18	никогда не	4	8
19	в сущности	2	8
20	в этой	3	8
21	но в	9	8
22	в них	3	7
23	вовсе не	5	7
24	и миром	2	7
25	том что	16	7
26	как бы	6	7
27	как и	9	7
28	что в	22	7
29	в его	5	7
30	мы видим	4	6
31	вместе с	8	6
32	или в	2	6
33	сказать что	3	6
34	в то	4	6
35	то же	6	5
36	в одном	8	5
37	так же	5	5
38	же время	4	5
39	между собою	6	5
40	так и	13	5
41	в своем	3	5
42	и что	10	5
43	той же	3	5
44	тем что	9	5
45	но он	2	5
46	в себе	13	5
47	во всем	4	5
48	все то	2	5
49	там где	4	5
50	что это	3	5
51	с другой	7	4
52	и от	3	4
53	у нас	2	4
54	и как	6	4
55	не в	15	4
56	и вообще	3	4
57	все что	2	4
58	одной стороны	3	4
59	в ней	7	4
60	все же	6	4
61	не может	22	4
62	с одной	3	4
63	как в	10	4
64	того чтобы	2	4
65	и даже	4	4
66	одним из	2	4
67	а в	5	4
68	о котором	3	4
69	того же	3	4
70	с ним	3	4
71	из этого	2	4
72	мы увидим	3	3
73	во втором	5	3
74	с этой	2	3
75	с этим	7	3
76	на все	2	3
77	как во	2	3
78	мы будем	2	3
79	но это	5	3
80	есть в	2	3
81	не были	2	3
82	было бы	12	3
83	в начале	2	3
84	и их	3	3
85	не мог	3	3
86	но оно	3	3
87	никак не	2	3
88	жизни и	2	3
89	и для	5	3
90	при этом	6	3
91	и не	18	3
92	того что	8	3
93	что не	10	3
94	есть только	11	3
95	народа и	2	3
96	только в	25	3
97	в первом	5	3
98	потому что	52	3
99	времени и	2	2
100	не могут	4	2
101	что если	3	2
102	но уже	2	2
103	в этих	7	2
104	все они	2	2
105	для этого	2	2
106	и во	3	2
107	одного и	2	2
108	что все	3	2
109	стороны и	2	2
110	что именно	2	2
111	если мы	3	2
112	что человек	5	2
113	для нас	9	2
114	в том	26	2
115	так что	16	2
116	находятся в	3	2
117	тем более	2	2
118	связи с	3	2
119	от него	4	2
120	но не	8	2
121	должна быть	3	2
122	удовольствия и	4	2
123	никто не	3	2
124	может быть	27	2
125	за пределы	2	2
126	в своей	3	2
127	хотя и	3	2
128	он не	3	2
129	но если	2	2
130	и потому	5	2
131	в таких	2	2
132	если б	2	2
133	мы видели	4	2
134	есть нечто	4	2
135	другой стороны	5	2
136	что даже	2	2
137	еще более	2	2
138	но с	2	2
139	из того	2	2
140	в истории	7	2
141	и неудовольствия	4	2
142	в народе	2	2
143	заключается в	3	2
144	а не	21	2
145	с точки	3	2
146	мы не	10	2
147	и то	3	2
148	то он	2	2
149	между тем	5	2
150	о происхождении	8	2
151	говорит он	4	2
152	точки зрения	8	2
153	из этих	4	2
154	что мы	4	2
155	так сказать	2	2
156	бы в	4	2
157	тогда когда	9	2
158	как она	3	2
