N	2gram	Losev_Prob_2	Analitik
1	в этом	17	18
2	в частности	5	16
3	и в	35	16
4	не только	24	16
5	так и	7	15
6	как и	5	14
7	в том	12	12
8	но и	16	12
9	и не	37	12
10	том что	19	12
11	в качестве	2	11
12	как бы	4	10
13	при этом	3	10
14	а не	10	10
15	лишь в	3	9
16	и даже	11	9
17	в этой	9	9
18	ничего не	10	9
19	то есть	39	9
20	в данном	10	8
21	отнюдь не	5	8
22	в целом	3	8
23	представляет собой	2	8
24	к тому	3	7
25	в себе	5	7
26	то что	38	7
27	о том	18	7
28	а также	2	7
29	с другой	6	6
30	в самом	5	6
31	и на	5	6
32	говорить о	10	6
33	может быть	18	6
34	но в	6	6
35	и к	3	5
36	данном случае	5	5
37	с одной	5	5
38	не менее	13	4
39	только не	3	4
40	в своем	4	4
41	в конце	7	4
42	можно сказать	6	4
43	же его	2	4
44	этом случае	7	4
45	уже не	8	4
46	не в	2	4
47	но не	4	4
48	тем самым	7	4
49	одной стороны	5	4
50	по преимуществу	2	4
51	совпадает с	2	4
52	и является	3	4
53	и особенно	2	4
54	и тем	4	4
55	во всех	2	4
56	все это	4	4
57	как раз	8	4
58	не может	13	4
59	то же	5	4
60	не так	2	4
61	хотя и	3	4
62	точки зрения	2	4
63	только в	14	4
64	содержит в	2	3
65	не был	4	3
66	казалось бы	7	3
67	в нашем	3	3
68	как о	3	3
69	по крайней	6	3
70	прежде всего	11	3
71	или иного	5	3
72	или иной	5	3
73	что на	4	3
74	тем не	12	3
75	его от	2	3
76	так что	11	3
77	с самим	3	3
78	есть в	4	3
79	по поводу	2	3
80	было бы	8	3
81	и сам	2	3
82	в действительности	2	3
83	крайней мере	6	3
84	несмотря на	3	3
85	и если	3	3
86	ни о	4	3
87	или в	2	3
88	той или	5	3
89	что и	2	3
90	в их	3	3
91	только на	9	3
92	если бы	4	3
93	не знает	3	3
94	из трех	2	3
95	того или	7	3
96	можно было	5	3
97	а в	4	3
98	как мы	5	3
99	тому как	3	3
100	и то	10	3
101	в результате	4	3
102	тем что	4	3
103	подобно тому	2	3
104	как будто	6	3
105	сводится к	2	3
106	бы в	3	3
107	едва ли	9	3
108	и все	5	3
109	в общем	4	2
110	своего собственного	5	2
111	того что	12	2
112	речь идет	2	2
113	уже и	3	2
114	для всех	2	2
115	при таком	2	2
116	в состоянии	2	2
117	вообще не	4	2
118	или даже	3	2
119	может ли	3	2
120	отношения в	2	2
121	что все	6	2
122	этом смысле	5	2
123	в случае	3	2
124	вовсе не	37	2
125	по себе	8	2
126	на то	6	2
127	том или	3	2
128	все что	3	2
129	ведь это	2	2
130	что в	11	2
131	что с	2	2
132	она не	3	2
133	еще не	10	2
134	о чем	6	2
135	ведь и	2	2
136	такого рода	15	2
137	ни с	2	2
138	некоторого рода	7	2
139	не о	6	2
140	в таких	3	2
141	еще в	2	2
142	частности в	2	2
143	к предмету	3	2
144	даже в	2	2
145	один из	3	2
146	это было	2	2
147	не есть	33	2
148	на этой	2	2
149	и их	3	2
150	вместе с	2	2
151	на него	2	2
152	что она	4	2
153	другой стороны	5	2
154	внимание на	3	2
155	вообще и	2	2
156	языка и	5	2
157	собственно говоря	2	2
158	таким образом	4	2
159	той же	2	2
160	еще более	2	2
161	но эта	3	2
162	тех или	3	2
163	в значительной	3	2
164	или точнее	3	2
165	свидетельствует о	2	2
166	не имеет	7	2
167	и для	6	2
168	так же	5	2
169	роль в	2	2
170	в таком	11	2
171	никак не	11	2
172	он не	2	2
173	или ином	2	2
174	это только	3	2
175	в то	6	2
176	в его	7	2
177	его в	3	2
178	в этих	4	2
179	таком случае	10	2
180	сказать что	24	2
