N	2gram	Vygotskiy__2	Myshleni
1	в процессе	2	27
2	и в	32	25
3	в том	37	23
4	том что	21	20
5	что в	20	17
6	так же	18	17
7	таким образом	21	17
8	в основе	11	16
9	с тем	11	16
10	как и	10	15
11	то что	21	15
12	в его	2	15
13	в этом	13	14
14	вместе с	2	14
15	может быть	18	13
16	в целом	4	13
17	так как	12	12
18	по своему	3	11
19	могли бы	2	11
20	что они	7	10
21	как бы	6	10
22	и не	10	10
23	и что	22	10
24	того что	8	10
25	было бы	11	10
26	что и	17	10
27	только в	7	10
28	заключается в	12	9
29	как в	9	9
30	мы не	3	9
31	ни в	2	9
32	показывает что	3	8
33	того чтобы	14	8
34	тем что	9	8
35	столь же	4	7
36	все эти	7	7
37	как это	4	7
38	по себе	12	7
39	что ребенок	2	7
40	для того	13	7
41	мы можем	3	7
42	не менее	8	6
43	с другой	3	6
44	не в	8	6
45	же как	4	6
46	и у	2	6
47	один из	3	6
48	не может	17	6
49	и на	5	6
50	потому что	21	6
51	приходит к	3	6
52	мы должны	3	6
53	что он	13	6
54	в отношении	3	6
55	но не	2	6
56	того же	2	6
57	не только	12	6
58	все же	4	6
59	точки зрения	17	6
60	все это	5	6
61	можно было	7	6
62	отличие от	2	6
63	так и	3	5
64	что это	8	5
65	к одному	4	5
66	тем не	4	5
67	и как	7	5
68	но это	2	5
69	при этом	13	5
70	что она	16	5
71	показывают что	2	5
72	и по	4	5
73	с ее	3	5
74	если бы	6	5
75	и к	3	5
76	о том	6	5
77	как говорит	3	5
78	из которых	2	5
79	могут быть	4	5
80	в этой	6	5
81	и другое	2	5
82	не могут	3	4
83	в ход	2	4
84	в частности	3	4
85	никогда не	9	4
86	в какой	2	4
87	на то	11	4
88	в смысле	3	4
89	к тому	7	4
90	мы знаем	7	4
91	что с	3	4
92	к которым	3	4
93	всяком случае	2	4
94	время как	3	4
95	отнюдь не	5	4
96	из них	4	4
97	но и	10	4
98	от того	4	4
99	а в	4	4
100	сказать что	7	4
101	говорит он	4	4
102	в то	5	4
103	которая не	2	4
104	мы имеем	4	4
105	тогда когда	3	4
106	показали что	2	4
107	с этим	4	4
108	и все	4	4
109	что оно	2	4
110	тем и	2	4
111	то время	3	4
112	одного и	2	4
113	еще не	2	4
114	он не	6	4
115	по сравнению	2	4
116	той же	8	4
117	которые не	3	4
118	это значит	3	4
119	во всяком	2	4
120	могло бы	2	4
121	и это	4	4
122	там где	2	4
123	значит что	3	4
124	показал что	2	3
125	их с	2	3
126	оба эти	2	3
127	с этой	4	3
128	в свою	3	3
129	на этом	3	3
130	формы в	3	3
131	и сам	4	3
132	в самом	12	3
133	вслед за	5	3
134	в него	2	3
135	если в	2	3
136	и их	3	3
137	на том	2	3
138	значение в	2	3
139	другой стороны	2	3
140	отличается от	2	3
141	но только	4	3
142	в которых	3	3
143	этом отношении	5	3
144	их в	2	3
145	между тем	4	3
146	во всем	3	3
147	как он	2	3
148	к которому	2	3
149	как она	4	3
150	и которые	2	3
151	были бы	3	3
152	сравнению с	2	3
153	не как	3	3
154	в жизни	4	3
155	состоит в	3	3
156	но как	3	3
157	мы видим	4	3
158	эта форма	2	3
159	же точно	10	3
160	наряду с	4	3
161	сами по	3	3
162	дело с	8	3
163	а с	2	3
164	когда он	10	3
165	если мы	12	3
166	этот вопрос	3	3
167	которые в	4	3
168	не могли	3	3
169	на деле	8	3
170	того как	4	3
171	слова в	2	2
172	место в	2	2
173	то же	13	2
174	все время	6	2
175	мы будем	2	2
176	в этих	2	2
177	тому что	4	2
178	том виде	3	2
179	и от	2	2
180	виде как	2	2
181	одной и	4	2
182	этой точки	2	2
183	людей с	2	2
184	для нас	2	2
185	так что	3	2
186	всякий раз	2	2
187	свою очередь	2	2
188	в нашей	3	2
189	к области	3	2
190	все более	2	2
191	и той	4	2
192	в нем	4	2
193	с той	4	2
194	заключает в	2	2
195	в свете	2	2
196	для этого	3	2
197	и только	2	2
198	имеет дело	3	2
199	которых мы	3	2
200	и других	3	2
201	того и	2	2
202	здесь мы	2	2
203	совершенно ясно	7	2
204	или иному	2	2
205	как на	5	2
206	каждый из	2	2
207	в своих	9	2
208	на его	2	2
209	и здесь	2	2
210	ни на	3	2
211	того или	3	2
212	что по	2	2
213	с его	2	2
214	главным образом	3	2
215	само по	3	2
216	моментов в	2	2
217	в них	2	2
218	и другого	3	2
219	в одном	2	2
220	ясно что	7	2
221	или иного	2	2
222	и заключается	3	2
223	об этом	3	2
224	и эти	2	2
225	только потому	2	2
226	в таком	2	2
227	все что	2	2
228	указывает на	3	2
229	тот же	6	2
230	бы с	2	2
231	мы в	3	2
232	иначе говоря	4	2
233	и процессы	2	2
234	оно не	2	2
235	в своей	3	2
236	из того	2	2
237	на этот	2	2
238	едва ли	4	2
239	и для	4	2
240	и его	7	2
241	тому или	2	2
242	с другими	2	2
243	тому как	3	2
244	равным образом	2	2
245	и то	3	2
246	на которых	2	2
247	которые должны	2	2
248	в каком	3	2
249	в себе	2	2
250	в чем	4	2
