N	2gram	Voloshinov_2	Hudozhes
1	и в	19	28
2	том что	10	19
3	в ее	3	18
4	и не	19	18
5	в том	7	15
6	а не	9	14
7	не в	10	13
8	в этом	15	13
9	о том	3	12
10	перед нами	3	11
11	как и	9	11
12	при этом	9	11
13	в его	5	11
14	не только	13	11
15	но и	10	9
16	в себе	4	9
17	в душе	4	8
18	о чем	2	8
19	в жизни	2	8
20	что он	4	8
21	может быть	28	8
22	себя в	2	8
23	так и	10	8
24	между тем	6	8
25	и все	6	7
26	к тому	6	7
27	отношению к	8	7
28	по отношению	8	7
29	это не	4	6
30	в котором	3	6
31	то что	4	6
32	жизни и	2	6
33	в своей	3	6
34	если бы	11	6
35	то же	16	6
36	не было	3	6
37	сводится к	2	6
38	а в	3	6
39	и с	2	6
40	тем что	2	6
41	для себя	4	6
42	в то	8	6
43	с его	8	5
44	что это	2	5
45	у него	2	5
46	в своем	2	5
47	как бы	19	5
48	да и	3	5
49	в этой	3	5
50	что в	2	5
51	в самом	6	5
52	никогда не	7	5
53	только на	4	5
54	и его	16	5
55	рядом с	2	5
56	для него	9	5
57	ничего не	4	5
58	тому что	4	4
59	но не	2	4
60	что они	2	4
61	в качестве	3	4
62	же время	8	4
63	для того	6	4
64	и о	2	4
65	он не	3	4
66	что и	3	4
67	как раз	4	4
68	не может	18	4
69	того чтобы	6	4
70	только в	8	4
71	бы не	2	3
72	все время	2	3
73	характерно что	3	3
74	столь же	3	3
75	с другой	3	3
76	прежде всего	7	3
77	в нем	11	3
78	и ее	4	3
79	самом деле	9	3
80	как о	2	3
81	еще не	3	3
82	одной стороны	3	3
83	было бы	4	3
84	одной из	3	3
85	в ней	3	3
86	мы уже	6	3
87	в этих	3	3
88	а с	2	3
89	с одной	3	3
90	и он	2	3
91	так же	5	3
92	или в	2	3
93	с другими	3	3
94	для других	3	3
95	с ними	4	3
96	и на	5	3
97	же самое	6	3
98	и это	3	3
99	к нему	5	3
100	все его	2	3
101	в основе	9	2
102	место в	2	2
103	себя с	2	2
104	отнюдь не	8	2
105	его и	3	2
106	именно в	2	2
107	не как	3	2
108	и от	3	2
109	вовсе не	11	2
110	а как	4	2
111	или иного	2	2
112	или иной	5	2
113	не с	2	2
114	как мы	15	2
115	мы знаем	2	2
116	тому же	2	2
117	от своего	2	2
118	одна из	7	2
119	что не	2	2
120	того или	2	2
121	все те	4	2
122	до сих	3	2
123	не является	8	2
124	в нашем	2	2
125	это было	2	2
126	все же	5	2
127	не будет	3	2
128	одного слова	3	2
129	вместе с	2	2
130	сих пор	3	2
131	этой связи	4	2
132	мысли и	3	2
133	приводит к	2	2
134	и тогда	2	2
135	как на	2	2
136	в контексте	5	2
137	в двух	3	2
138	лишь в	14	2
139	и у	2	2
140	и эта	2	2
141	между ними	2	2
142	хотя бы	6	2
143	и для	7	2
144	с точки	13	2
145	той же	3	2
146	в данном	5	2
147	и то	3	2
148	сказать что	4	2
149	однако и	2	2
150	в виде	2	2
151	точки зрения	17	2
152	в другом	3	2
153	и т.д	4	2
154	и внешней	2	2
155	его в	7	2
156	ответ на	2	2
157	но в	7	2
