N	2gram	Losev_Dial_4	FransuaR
1	и в	15	56
2	в его	4	18
3	таким образом	5	17
4	все эти	3	15
5	в этом	11	14
6	в том	11	13
7	так и	5	13
8	и его	7	12
9	в то	6	12
10	как бы	14	11
11	в них	2	11
12	то же	9	11
13	же время	6	10
14	еще не	4	10
15	мы уже	3	10
16	только в	7	9
17	в самом	2	9
18	но и	4	9
19	и не	30	9
20	том что	10	8
21	в сущности	5	8
22	не только	8	8
23	в нем	5	8
24	во всех	2	8
25	и их	2	8
26	все это	9	8
27	и даже	6	8
28	и с	4	8
29	в частности	2	7
30	и на	5	7
31	прежде всего	11	6
32	вовсе не	6	6
33	в ее	2	6
34	мы видим	4	6
35	в этой	4	6
36	той же	5	6
37	потому что	10	6
38	точки зрения	14	6
39	и все	11	6
40	но в	3	6
41	с его	5	5
42	никогда не	2	5
43	в отношении	2	5
44	ни с	4	5
45	с ее	10	5
46	как и	7	5
47	есть и	3	5
48	один из	4	5
49	что в	7	5
50	не было	2	5
51	в результате	6	5
52	в области	3	5
53	что все	4	4
54	что это	13	4
55	и ее	8	4
56	в себе	8	4
57	в качестве	2	4
58	конечно не	2	4
59	за пределы	3	4
60	в ней	5	4
61	и потому	3	4
62	при этом	2	4
63	того чтобы	5	4
64	в свете	5	4
65	в основе	10	4
66	вещи и	2	4
67	во всем	2	4
68	о том	5	4
69	в особенности	4	4
70	так как	14	4
71	в которой	2	4
72	перед нами	6	3
73	в своем	5	3
74	главным образом	2	3
75	так что	6	3
76	кроме того	2	3
77	может быть	17	3
78	не мог	2	3
79	и о	8	3
80	одной из	2	3
81	был бы	2	3
82	что и	6	3
83	то что	16	3
84	в их	3	3
85	не просто	7	3
86	мы находим	2	3
87	уже не	9	3
88	и наконец	3	3
89	не в	8	3
90	сказать что	6	3
91	бы в	4	3
92	знания и	5	2
93	только не	3	2
94	если бы	6	2
95	в виде	3	2
96	видим что	4	2
97	это не	12	2
98	не как	4	2
99	и во	2	2
100	в одном	4	2
101	человека и	2	2
102	к этому	3	2
103	что он	7	2
104	бы и	3	2
105	можно сказать	5	2
106	ни в	8	2
107	говорит о	3	2
108	и как	4	2
109	но это	4	2
110	этот момент	3	2
111	с их	4	2
112	было бы	9	2
113	из них	2	2
114	себе и	2	2
115	ни о	3	2
116	очень много	2	2
117	хотя и	6	2
118	что на	2	2
119	в котором	2	2
120	все же	2	2
121	в своей	3	2
122	когда он	3	2
123	его как	2	2
124	вот как	2	2
125	вместе с	2	2
126	что она	5	2
127	другой стороны	2	2
128	во всей	2	2
129	так же	4	2
130	как раз	4	2
131	не может	11	2
132	в каком	5	2
133	того как	2	2
134	то ни	4	2
135	а не	18	2
136	для того	5	2
137	из которых	3	2
138	и для	5	2
139	с точки	9	2
140	мы не	9	2
141	между собою	2	2
142	в данном	3	2
143	и то	3	2
144	с этой	2	2
145	также и	4	2
146	и при	2	2
147	ничто не	2	2
148	той или	4	2
149	мир и	4	2
150	что они	4	2
151	с тем	4	2
152	с ним	3	2
153	не могли	2	2
154	нет ни	3	2
