N	3gram	Vygotskiy__1	StatiiOP
1	в том что	15	17
2	о том что	6	11
3	для того чтобы	15	10
4	можно было бы	3	8
5	с точки зрения	18	8
6	в этом отношении	4	7
7	до сих пор	4	7
8	в данном случае	2	6
9	с другой стороны	9	6
10	во всяком случае	3	6
11	в самом деле	2	5
12	не может быть	5	5
13	то же время	2	4
14	в то же	2	4
15	на то что	3	4
16	так же как	5	3
17	том что в	2	3
18	по отношению к	7	3
19	заключается в том	6	3
20	то что у	2	2
21	в то время	5	2
22	с одной стороны	8	2
23	в равной мере	2	2
24	в первую очередь	3	2
25	на вопрос о	2	2
26	речь идет о	2	2
