N	2gram	Voloshinov_1	Myshleni
1	в том	6	33
2	том что	5	27
3	точки зрения	14	26
4	то что	5	20
5	в этом	4	19
6	с точки	2	18
7	того что	3	17
8	и в	12	15
9	не только	4	15
10	что в	2	14
11	таким образом	12	14
12	в самом	4	11
13	в процессе	6	11
14	но и	3	10
15	мы не	3	10
16	мы можем	2	10
17	в своем	2	9
18	может быть	14	9
19	не может	16	9
20	что мы	5	9
21	о том	3	9
22	так и	4	8
23	никогда не	5	8
24	не в	4	8
25	и что	2	8
26	если бы	9	8
27	одной стороны	2	7
28	с одной	2	7
29	и не	10	7
30	как бы	13	7
31	по себе	3	7
32	он не	2	7
33	едва ли	2	7
34	в отношении	2	6
35	точку зрения	2	6
36	в виду	5	6
37	по отношению	11	6
38	с другой	4	6
39	сказать что	7	6
40	как это	2	6
41	но в	5	6
42	в зависимости	2	6
43	и к	4	6
44	как и	5	6
45	зависимости от	4	6
46	вместе с	2	6
47	самом деле	3	6
48	речи в	2	6
49	там где	2	6
50	это не	2	5
51	уже в	2	5
52	и др	5	5
53	с помощью	6	5
54	тогда когда	2	5
55	социальной среды	2	5
56	отношению к	11	5
57	внутренней речи	3	5
58	то же	5	5
59	независимо от	2	4
60	прежде всего	8	4
61	является для	2	4
62	для нас	7	4
63	все это	3	4
64	в них	3	4
65	так же	3	4
66	и с	3	4
67	так как	9	4
68	с его	2	4
69	к этому	2	4
70	все же	4	4
71	в своей	3	4
72	как в	5	4
73	хотя бы	5	4
74	и его	13	4
75	только в	6	4
76	все время	6	3
77	для него	3	3
78	при этом	6	3
79	точка зрения	3	3
80	но мы	2	3
81	данном случае	2	3
82	все эти	3	3
83	те же	2	3
84	и по	3	3
85	действия и	2	3
86	с другими	2	3
87	с ним	3	3
88	мы имеем	2	3
89	и все	2	3
90	но не	2	3
91	когда он	3	3
92	на самом	4	3
93	а не	5	3
94	в данном	2	3
95	и ее	3	3
96	ничего не	2	3
97	как только	2	2
98	в этих	2	2
99	с этой	2	2
100	на все	2	2
101	в такой	3	2
102	как уже	2	2
103	можно сказать	5	2
104	ни в	3	2
105	но все	2	2
106	и более	3	2
107	но что	2	2
108	в котором	3	2
109	могут быть	2	2
110	в некоторых	3	2
111	от того	4	2
112	опираясь на	2	2
113	но для	3	2
114	же самое	2	2
115	отнюдь не	5	2
116	бы мы	3	2
117	он должен	3	2
118	этих двух	2	2
119	связь с	2	2
120	социальной средой	2	2
121	к его	2	2
122	стороны и	2	2
123	общего с	2	2
124	за пределы	4	2
125	в его	2	2
126	что и	2	2
127	и для	3	2
128	в себя	2	2
129	в себе	3	2
130	и вообще	3	2
131	его к	2	2
