N	2gram	Potebnia_M_3	Analitik
1	тогда как	2	19
2	в этом	10	18
3	и в	30	16
4	не только	21	16
5	так и	11	15
6	как и	10	14
7	в том	32	12
8	но и	19	12
9	и не	15	12
10	том что	18	12
11	могут быть	3	10
12	как бы	3	10
13	при этом	3	10
14	а не	15	10
15	и даже	2	9
16	в этой	2	9
17	то есть	34	9
18	в целом	3	8
19	к тому	7	7
20	в себе	16	7
21	то что	18	7
22	о том	2	7
23	с другой	7	6
24	в самом	8	6
25	и на	3	6
26	говорить о	3	6
27	может быть	28	6
28	с одной	7	5
29	не менее	5	4
30	только не	2	4
31	в своем	5	4
32	столь же	4	4
33	можно сказать	3	4
34	у него	2	4
35	уже не	6	4
36	не в	15	4
37	за пределы	2	4
38	но не	7	4
39	тем самым	7	4
40	для него	9	4
41	одной стороны	3	4
42	в один	4	4
43	и тем	5	4
44	отношению к	5	4
45	как в	10	4
46	все это	4	4
47	по отношению	5	4
48	не может	6	4
49	и его	4	4
50	то же	23	4
51	так у	2	4
52	точки зрения	2	4
53	только в	21	4
54	в сознании	15	4
55	место в	3	3
56	как о	2	3
57	не столько	2	3
58	по крайней	5	3
59	прежде всего	3	3
60	этого слова	11	3
61	ему в	2	3
62	одной из	2	3
63	тем не	3	3
64	так что	7	3
65	есть в	3	3
66	по поводу	4	3
67	было бы	9	3
68	в действительности	5	3
69	крайней мере	5	3
70	несмотря на	2	3
71	и если	2	3
72	на его	2	3
73	ни о	3	3
74	в речи	2	3
75	или в	3	3
76	что и	13	3
77	из них	6	3
78	со стороны	3	3
79	в словах	3	3
80	в их	2	3
81	только на	3	3
82	если бы	12	3
83	ответ на	3	3
84	этом отношении	2	3
85	не знает	3	3
86	именно в	3	3
87	а в	12	3
88	как мы	7	3
89	тому как	5	3
90	и то	8	3
91	тем что	7	3
92	подобно тому	2	3
93	бы в	2	3
94	я и	3	3
95	и все	3	3
96	а как	2	2
97	художественного произведения	5	2
98	того что	18	2
99	была бы	4	2
100	в одном	2	2
101	что все	3	2
102	к этому	3	2
103	вовсе не	7	2
104	по себе	16	2
105	на то	2	2
106	к своему	2	2
107	за собою	2	2
108	все что	4	2
109	же время	5	2
110	что в	17	2
111	так например	2	2
112	что с	2	2
113	она не	2	2
114	еще не	5	2
115	в своей	2	2
116	в котором	4	2
117	себе не	4	2
118	даже в	2	2
119	один из	4	2
120	это было	3	2
121	не есть	17	2
122	вместе с	12	2
123	на него	3	2
124	что она	3	2
125	вслед за	3	2
126	другой стороны	4	2
127	языка и	2	2
128	в нас	2	2
129	собственно говоря	2	2
130	таким образом	14	2
131	той же	2	2
132	на котором	2	2
133	я как	5	2
134	и наоборот	4	2
135	те же	6	2
136	и слово	6	2
137	не имеет	6	2
138	так же	3	2
139	в таком	3	2
140	и до	2	2
141	не следует	5	2
142	никак не	3	2
143	между тем	9	2
144	одно из	5	2
145	он не	4	2
146	в то	10	2
147	в его	4	2
148	его в	3	2
149	таком случае	2	2
150	в произведении	3	2
151	сказать что	5	2
152	с ним	6	2
