N	2gram	Medvedev_F_2	Analitik
1	не только	9	22
2	и в	38	18
3	как и	9	14
4	так и	8	14
5	в этом	27	14
6	но и	13	13
7	и его	21	13
8	том что	2	12
9	в качестве	2	12
10	и не	20	12
11	при этом	9	11
12	а в	6	10
13	как бы	4	10
14	может быть	23	9
15	со стороны	2	9
16	что в	7	9
17	а не	6	9
18	в том	11	9
19	с его	11	8
20	со своей	2	8
21	и даже	4	8
22	с другой	3	7
23	но не	2	7
24	в его	10	7
25	во второй	2	7
26	как раз	6	7
27	к тому	4	6
28	не в	15	6
29	для него	7	6
30	в этой	6	6
31	он не	6	6
32	в их	6	6
33	никогда не	2	5
34	не является	3	5
35	в конце	2	5
36	прежде всего	15	5
37	в самом	16	5
38	что и	8	5
39	другой стороны	4	5
40	в сущности	4	5
41	лишь в	7	5
42	уже не	7	5
43	в слове	5	5
44	в результате	6	5
45	между тем	2	5
46	перед нами	2	4
47	отнюдь не	8	4
48	столь же	2	4
49	произведение искусства	2	4
50	состоит в	2	4
51	по себе	7	4
52	что он	5	4
53	и к	4	4
54	и как	3	4
55	во втором	7	4
56	в пределах	12	4
57	не есть	3	4
58	все же	8	4
59	приводит к	2	4
60	таким образом	20	4
61	тем самым	2	4
62	и на	3	4
63	уже в	2	3
64	однако и	3	3
65	не столько	4	3
66	из этих	3	3
67	к этому	4	3
68	литературных произведений	2	3
69	его как	2	3
70	в ее	2	3
71	что они	4	3
72	было бы	6	3
73	же время	5	3
74	известной степени	4	3
75	если в	3	3
76	не будет	2	3
77	в целом	3	3
78	как в	4	3
79	все это	3	3
80	так в	3	3
81	то же	6	3
82	не было	6	3
83	этом отношении	7	3
84	именно в	5	3
85	до известной	3	3
86	что не	4	3
87	поскольку он	2	3
88	его не	2	3
89	роль в	3	3
90	мы не	3	3
91	без исключения	2	3
92	ничего не	4	3
93	здесь и	4	3
94	с этим	5	3
95	точки зрения	8	3
96	он и	3	3
97	но как	2	3
98	говорить о	5	3
99	в то	5	3
100	его в	3	3
101	здесь не	4	3
102	в особенности	4	3
103	едва ли	2	3
104	как это	2	3
105	могут быть	6	2
106	все эти	6	2
107	это не	2	2
108	не как	4	2
109	всякое высказывание	2	2
110	и от	2	2
111	с нею	2	2
112	в нем	13	2
113	и ее	6	2
114	в тех	2	2
115	произведения и	3	2
116	в дальнейшем	4	2
117	то в	2	2
118	с тем	11	2
119	очевидно что	2	2
120	в большинстве	4	2
121	это и	5	2
122	в общем	5	2
123	совершенно не	4	2
124	например в	3	2
125	значительной степени	3	2
126	по преимуществу	5	2
127	хотя и	3	2
128	в ней	6	2
129	от его	2	2
130	всяком случае	5	2
131	даже в	2	2
132	один из	2	2
133	то что	6	2
134	в первом	7	2
135	во всех	5	2
136	вместе с	6	2
137	не может	14	2
138	в отличие	2	2
139	как к	3	2
140	входит в	4	2
141	сводится к	5	2
142	в той	2	2
143	самом деле	8	2
144	в значительной	3	2
145	с точки	7	2
146	и по	2	2
147	и для	5	2
148	и прежде	3	2
149	сказать что	2	2
150	во всяком	5	2
151	тем что	8	2
152	и здесь	3	2
153	в искусстве	2	2
154	только в	6	2
155	вопроса о	2	2
156	и все	3	2
157	так сказать	3	2
158	там где	4	2
159	отличие от	2	2
160	но в	4	2
161	произведения как	2	2
