N	2gram	Vygotskiy__4	Mirosoze
1	может быть	12	30
2	не только	15	29
3	и в	20	28
4	не может	6	28
5	но и	9	25
6	а не	7	25
7	в этом	24	20
8	у него	2	17
9	не в	4	16
10	потому что	12	16
11	в ней	2	15
12	в своей	7	15
13	никогда не	5	14
14	в нем	2	13
15	и он	2	12
16	и это	2	12
17	для него	2	11
18	в самом	6	11
19	и не	8	11
20	что в	19	10
21	в своем	4	10
22	прежде всего	2	10
23	что он	6	10
24	было бы	8	10
25	с тем	6	9
26	в его	11	9
27	не есть	2	9
28	и его	5	9
29	но не	3	8
30	того что	10	7
31	но в	3	7
32	к нему	2	7
33	в себе	10	7
34	должна быть	2	6
35	в том	42	6
36	в этой	3	6
37	и на	6	6
38	вместе с	8	6
39	только в	10	6
40	в которой	3	6
41	не могут	3	5
42	это не	5	5
43	как и	9	5
44	то что	15	5
45	уже в	6	4
46	в этих	3	4
47	с этой	4	4
48	не знает	2	4
49	в их	12	4
50	а в	2	4
51	увидим что	5	4
52	точки зрения	24	4
53	один из	3	4
54	привести к	2	4
55	что и	9	4
56	тем что	7	4
57	значит что	2	4
58	толстой и	2	3
59	к тому	6	3
60	для нас	4	3
61	это значит	2	3
62	в него	2	3
63	этот процесс	6	3
64	не имеет	2	3
65	должно быть	3	3
66	с этим	5	3
67	его в	6	3
68	так как	10	3
69	и с	4	3
70	на этом	3	3
71	том что	35	3
72	на том	4	3
73	себя в	3	3
74	когда он	3	3
75	может не	2	2
76	место в	2	2
77	связана с	2	2
78	по своему	4	2
79	вообще не	2	2
80	и от	3	2
81	в ином	2	2
82	высшей степени	2	2
83	в свою	2	2
84	для того	5	2
85	одним из	2	2
86	на этот	3	2
87	в виду	3	2
88	себе и	3	2
89	могут быть	7	2
90	отличается от	2	2
91	все эти	5	2
92	и что	8	2
93	должно привести	2	2
94	и те	4	2
95	также и	2	2
96	сказать что	6	2
97	которую он	2	2
98	в начале	2	2
99	самого себя	2	2
100	по своей	6	2
101	в истории	10	2
102	как бы	7	2
103	о том	5	2
104	как он	4	2
105	том смысле	2	2
106	когда мы	2	2
107	бы в	3	2
108	в основе	17	2
109	если бы	5	2
110	своему значению	3	2
111	в высшей	2	2
112	и во	3	2
113	к этому	4	2
114	различие между	3	2
115	мы видим	10	2
116	чем в	3	2
117	и к	5	2
118	и когда	3	2
119	все же	5	2
120	по сравнению	4	2
121	как в	5	2
122	мысли и	2	2
123	приводит к	3	2
124	входит в	2	2
125	в той	2	2
126	того чтобы	7	2
127	и у	2	2
128	и как	9	2
129	и для	4	2
130	к этим	2	2
131	в каком	2	2
