N	2gram	Propp_Isto_5	StatiiOP
1	и в	25	25
2	в этом	10	24
3	в том	6	20
4	что в	8	19
5	что он	22	19
6	может быть	17	19
7	тем что	10	19
8	что это	5	16
9	том что	8	15
10	в этой	3	14
11	и пр	3	13
12	в его	12	12
13	то что	7	12
14	не только	13	12
15	в этих	6	11
16	так что	2	11
17	прежде всего	6	10
18	таким образом	9	10
19	и не	11	10
20	у него	2	9
21	но и	13	9
22	и т	20	8
23	все это	4	8
24	т е	16	8
25	о том	7	8
26	это было	2	8
27	это не	6	7
28	с этим	5	7
29	не может	6	7
30	точки зрения	2	7
31	в то	3	7
32	не в	6	6
33	только в	7	6
34	как бы	2	6
35	как в	6	6
36	а в	3	6
37	и на	8	6
38	в русской	3	6
39	то же	4	5
40	потому что	7	5
41	с другой	9	5
42	на то	2	5
43	об этом	2	5
44	связано с	5	5
45	и это	4	5
46	а не	2	5
47	того что	2	5
48	другой стороны	8	5
49	он не	4	5
50	мы имеем	14	5
51	с тем	8	4
52	и др	3	4
53	а как	2	4
54	как и	7	4
55	мы видим	8	4
56	но это	7	4
57	то в	2	4
58	что здесь	3	4
59	в качестве	7	4
60	можно сказать	2	4
61	если бы	2	4
62	например в	5	4
63	в ней	5	4
64	и тем	4	4
65	в своей	2	4
66	в целом	3	4
67	связь с	8	4
68	в особенности	3	4
69	в течение	2	4
70	из которых	2	4
71	к нему	3	4
72	и для	2	4
73	и с	3	4
74	сказать что	2	4
75	все же	10	4
76	в которой	4	4
77	ничего не	2	4
78	что все	4	3
79	уже в	2	3
80	во время	7	3
81	раньше чем	4	3
82	к этому	2	3
83	показывает что	5	3
84	б в	2	3
85	с которым	2	3
86	и здесь	7	3
87	с этой	2	3
88	и что	8	3
89	на этом	3	3
90	одной стороны	7	3
91	несмотря на	2	3
92	о которых	2	3
93	все эти	8	3
94	в некоторых	4	3
95	со стороны	2	3
96	в связи	4	3
97	что этот	2	3
98	уже не	11	3
99	что мы	2	3
100	и его	9	3
101	связан с	2	3
102	такие выражения	2	3
103	в виде	9	3
104	попадает в	2	3
105	но он	2	3
106	связи с	8	3
107	так как	11	3
108	при помощи	7	2
109	выражения как	2	2
110	не менее	4	2
111	никогда не	3	2
112	он может	2	2
113	что у	4	2
114	тогда когда	2	2
115	вовсе не	2	2
116	его к	3	2
117	от них	2	2
118	как мы	5	2
119	не как	4	2
120	что его	3	2
121	такое же	2	2
122	но все	5	2
123	такой же	2	2
124	но не	5	2
125	того же	2	2
126	в свою	3	2
127	до сих	2	2
128	только тогда	2	2
129	еще не	8	2
130	в это	2	2
131	во всех	2	2
132	одна из	2	2
133	том чтобы	2	2
134	не совсем	6	2
135	если в	3	2
136	один из	2	2
137	должен быть	2	2
138	как можно	2	2
139	тем не	4	2
140	вместе с	22	2
141	сих пор	2	2
142	ее в	2	2
143	в форме	3	2
144	т д	18	2
145	с одной	7	2
146	и других	2	2
147	на нее	2	2
148	самом деле	2	2
149	для того	3	2
150	и по	2	2
151	его не	3	2
152	мы не	5	2
153	или в	6	2
154	в которых	3	2
155	можно найти	2	2
156	но есть	2	2
157	могут быть	6	2
158	он делает	2	2
159	не потому	2	2
