N	2gram	Voloshinov_1	StatiiOP
1	и в	16	25
2	в этом	9	24
3	в том	3	20
4	что в	3	19
5	что он	2	19
6	может быть	17	19
7	что это	2	16
8	том что	3	15
9	в этой	4	14
10	и пр	12	13
11	в его	4	12
12	то что	3	12
13	не только	7	12
14	в этих	3	11
15	прежде всего	9	10
16	таким образом	9	10
17	и не	4	10
18	у него	2	9
19	но и	4	9
20	все это	4	8
21	о том	2	8
22	было бы	2	7
23	с этим	2	7
24	не может	8	7
25	что такое	5	7
26	точки зрения	8	7
27	из этих	2	6
28	только в	4	6
29	как бы	5	6
30	а в	3	6
31	и на	4	6
32	в области	3	6
33	то же	2	5
34	в них	2	5
35	ни в	5	5
36	и это	6	5
37	он не	2	5
38	так и	4	5
39	но в	4	5
40	всяком случае	3	4
41	и др	3	4
42	по крайней	3	4
43	в жизни	2	4
44	этом смысле	3	4
45	крайней мере	3	4
46	как и	2	4
47	мы видим	2	4
48	но это	2	4
49	в начале	2	4
50	на протяжении	2	4
51	можно сказать	4	4
52	в общем	3	4
53	и к	6	4
54	в своей	2	4
55	отношение к	5	4
56	с точки	6	4
57	в чем	5	4
58	и для	2	4
59	и с	8	4
60	можно назвать	2	4
61	сказать что	7	4
62	во всяком	3	4
63	в каком	2	4
64	с его	7	3
65	во время	3	3
66	к этому	2	3
67	с этой	2	3
68	для него	6	3
69	на этом	3	3
70	и наконец	4	3
71	на язык	3	3
72	быть это	3	3
73	все эти	5	3
74	что мы	2	3
75	и его	8	3
76	говорить о	2	3
77	так как	4	3
78	я и	6	3
79	не менее	2	2
80	никогда не	2	2
81	себя и	2	2
82	для этого	2	2
83	и ее	4	2
84	самого начала	4	2
85	как мы	4	2
86	есть в	2	2
87	того же	2	2
88	до сих	3	2
89	еще не	5	2
90	и может	4	2
91	в самом	2	2
92	во всех	3	2
93	при всей	2	2
94	нет и	2	2
95	этих трех	2	2
96	один из	2	2
97	в развитии	2	2
98	вместе с	3	2
99	сих пор	3	2
100	ее в	2	2
101	не на	2	2
102	и только	9	2
103	с ее	4	2
104	и других	2	2
105	а потому	4	2
106	самом деле	6	2
107	с самого	4	2
108	что не	2	2
109	и по	2	2
110	мы не	2	2
111	на основе	2	2
112	между собою	2	2
113	могут быть	3	2
114	но как	2	2
115	цели и	2	2
