N	2gram	Bakhtin_Fr_3	Istorich
1	и в	40	28
2	может быть	9	25
3	не может	3	15
4	а не	5	15
5	что в	12	12
6	то же	7	12
7	не только	13	12
8	мы видим	5	11
9	только в	3	11
10	что он	2	10
11	все же	2	10
12	мы увидим	2	10
13	прежде всего	16	10
14	но и	11	10
15	мы не	2	10
16	в том	8	9
17	о том	4	9
18	то что	5	9
19	и не	13	9
20	так и	3	9
21	если бы	3	8
22	таким образом	10	8
23	в этом	15	8
24	но в	8	8
25	в этих	6	7
26	это не	2	7
27	том что	4	7
28	здесь мы	2	7
29	еще не	3	7
30	было бы	4	7
31	в ней	4	7
32	и др	7	7
33	а в	3	7
34	и здесь	4	7
35	с другой	2	6
36	не менее	2	6
37	видно что	4	6
38	что и	3	6
39	в этой	3	6
40	так как	4	6
41	вместе с	3	6
42	в одном	7	5
43	в дальнейшем	2	5
44	но не	2	5
45	до сих	4	5
46	например в	2	5
47	дело не	3	5
48	сих пор	4	5
49	в своем	7	5
50	можно было	3	5
51	на основе	2	5
52	их в	3	5
53	сказать что	3	5
54	в его	13	5
55	все это	4	4
56	связи с	6	4
57	и другие	2	4
58	там где	3	4
59	об этом	3	4
60	но все	3	4
61	но это	3	4
62	даже в	4	4
63	один из	4	4
64	другими словами	3	4
65	связь с	6	4
66	так в	4	4
67	в связи	5	4
68	с этим	2	4
69	как и	11	4
70	должны быть	2	4
71	и даже	4	4
72	хотя бы	2	4
73	и для	5	4
74	и с	8	4
75	и на	8	4
76	потому что	2	4
77	в основе	5	4
78	они не	3	4
79	все эти	8	4
80	здесь не	3	4
81	мы знаем	2	4
82	мы еще	6	3
83	во время	8	3
84	в книге	2	3
85	очень часто	2	3
86	именно в	2	3
87	в начале	3	3
88	для этого	3	3
89	на этом	2	3
90	при этом	3	3
91	в котором	2	3
92	отношению к	2	3
93	из них	4	3
94	в форме	2	3
95	в их	4	3
96	связь между	3	3
97	и его	17	3
98	как мы	10	3
99	этого явления	2	3
100	по отношению	3	3
101	также и	4	3
102	тем что	3	3
103	в другом	3	3
104	во всем	3	3
105	в то	6	3
106	с того	2	3
107	дело в	2	3
108	только для	3	2
109	всех этих	3	2
110	отличие от	3	2
111	в частности	3	2
112	к этому	6	2
113	поэтому в	2	2
114	и от	3	2
115	или меньшей	3	2
116	и потому	4	2
117	между ними	3	2
118	вовсе не	12	2
119	одном месте	2	2
120	здесь в	4	2
121	в ее	3	2
122	мы видели	3	2
123	и как	3	2
124	из всех	4	2
125	одна из	3	2
126	поэтому он	3	2
127	большей или	3	2
128	как о	2	2
129	связанные с	3	2
130	для него	5	2
131	и если	2	2
132	одной из	2	2
133	как бы	3	2
134	о нем	3	2
135	в таких	3	2
136	ни одной	2	2
137	еще в	3	2
138	в нем	5	2
139	в целом	2	2
140	во всех	6	2
141	образов и	2	2
142	конечно не	2	2
143	большую роль	2	2
144	как в	3	2
145	в ту	7	2
146	во всей	3	2
147	как раз	5	2
148	в отличие	3	2
149	в особенности	5	2
150	он не	9	2
151	хотя он	3	2
152	в эпоху	8	2
153	еще и	2	2
154	на них	2	2
155	и вот	2	2
156	не так	3	2
157	одним из	2	2
158	нас в	2	2
159	особое внимание	2	2
160	между тем	3	2
161	он в	2	2
162	эту связь	2	2
163	xix века	4	2
164	в основном	4	2
165	в себе	3	2
166	как он	2	2
167	из этого	2	2
168	в свете	3	2
169	в области	4	2
