N	2gram	Losev_Dial_4	Istorich
1	т е	46	29
2	что он	7	24
3	и т	17	19
4	не только	8	18
5	т д	15	18
6	может быть	17	17
7	никогда не	2	15
8	и в	15	15
9	мы имеем	5	15
10	но и	4	14
11	так как	14	14
12	так же	4	13
13	что в	7	12
14	то что	16	12
15	об этом	3	11
16	и не	30	11
17	в этом	11	11
18	что они	4	10
19	то же	9	10
20	с тем	4	9
21	еще не	4	9
22	все же	2	9
23	потому что	10	9
24	один из	4	8
25	мы видим	4	8
26	мы можем	3	8
27	очень много	2	8
28	том что	10	7
29	и пр	9	7
30	в нем	5	7
31	вместе с	2	7
32	таким образом	5	7
33	не в	8	7
34	ничего не	17	7
35	точно так	2	6
36	так что	6	6
37	мы уже	3	6
38	что это	13	6
39	в его	4	6
40	как бы	14	6
41	что и	6	6
42	и что	9	6
43	в том	11	6
44	только в	7	6
45	но в	3	6
46	и есть	19	5
47	с этим	3	5
48	прежде всего	11	5
49	в одном	4	5
50	видим что	4	5
51	но все	2	5
52	как в	3	5
53	она не	4	5
54	было бы	9	5
55	в котором	2	5
56	так и	5	5
57	что она	5	5
58	не может	11	5
59	а не	18	5
60	и наконец	3	5
61	но они	2	4
62	вопрос о	2	4
63	показывает что	2	4
64	но это	4	4
65	в этой	4	4
66	при этом	2	4
67	одной из	2	4
68	в ней	5	4
69	о нем	2	4
70	другими словами	5	4
71	того как	2	4
72	только после	2	4
73	и с	4	4
74	тем что	2	4
75	и на	5	4
76	в себе	8	4
77	что здесь	3	4
78	мы должны	4	4
79	все эти	3	4
80	в качестве	2	3
81	не мог	2	3
82	и его	7	3
83	из этих	2	3
84	на то	5	3
85	как это	2	3
86	когда она	3	3
87	мог бы	2	3
88	же и	2	3
89	но если	5	3
90	о том	5	3
91	когда он	3	3
92	а именно	6	3
93	в их	3	3
94	все это	9	3
95	в себя	5	3
96	того что	13	3
97	мы не	9	3
98	тому как	4	3
99	что этот	2	3
100	она всегда	4	3
101	подобно тому	4	3
102	как будто	2	3
103	что мы	7	3
104	и это	8	3
105	тот кто	2	2
106	я не	5	2
107	не было	2	2
108	в мифе	6	2
109	могут быть	3	2
110	себя и	3	2
111	перед нами	6	2
112	это не	12	2
113	и так	2	2
114	в жизни	5	2
115	представление о	2	2
116	главным образом	2	2
117	итак в	2	2
118	нисколько не	2	2
119	ни в	8	2
120	да и	2	2
121	именно в	5	2
122	как и	7	2
123	в силу	4	2
124	оно и	3	2
125	есть и	3	2
126	ни один	2	2
127	не что	8	2
128	кроме того	2	2
129	в нашей	2	2
130	и может	2	2
131	того чтобы	5	2
132	и часто	2	2
133	и если	3	2
134	и из	2	2
135	и для	5	2
136	в сущности	5	2
137	и когда	2	2
138	был бы	2	2
139	хотя бы	4	2
140	ее в	2	2
141	с ее	10	2
142	из них	2	2
143	во всех	2	2
144	и их	2	2
145	и именно	2	2
146	оказывается что	4	2
147	в свете	5	2
148	и только	2	2
149	другой стороны	2	2
150	той же	5	2
151	в разных	2	2
152	не просто	7	2
153	имеется в	3	2
154	совершенно ясно	2	2
155	тем самым	3	2
156	и по	2	2
157	д и	3	2
158	или в	7	2
159	с ними	4	2
160	и то	3	2
161	сказать что	6	2
162	то мы	3	2
163	находится в	2	2
164	и ничего	2	2
165	и ее	8	2
166	что иное	8	2
167	при помощи	3	2
168	нет ничего	6	2
169	что эта	2	2
170	в особенности	4	2
171	иметь в	2	2
172	в которой	2	2
173	иное как	8	2
174	в виду	9	2
