N	2gram	Bakhtin_Pr_3	Sovremen
1	не может	2	17
2	точки зрения	4	12
3	может быть	12	12
4	таким образом	6	11
5	мы не	4	9
6	в каждом	4	8
7	в этом	8	7
8	и в	53	7
9	и не	15	6
10	как и	11	6
11	мы можем	5	6
12	ничего не	6	6
13	прежде всего	15	5
14	все эти	9	5
15	и наконец	2	5
16	с точки	2	5
17	в условиях	4	5
18	как бы	14	4
19	в развитии	3	4
20	мы видели	2	4
21	жизни и	9	4
22	вместе с	2	4
23	в зависимости	2	4
24	это не	6	4
25	а в	2	4
26	не только	4	4
27	в том	14	4
28	в дальнейшем	7	4
29	их в	2	4
30	из них	4	4
31	мы должны	4	4
32	зависимости от	2	4
33	так как	7	4
34	уже в	2	3
35	самого начала	4	3
36	видели что	2	3
37	все это	8	3
38	в конце	3	3
39	то же	6	3
40	в нем	10	3
41	а не	11	3
42	и к	5	3
43	с самого	3	3
44	не в	2	3
45	одна из	7	3
46	еще не	5	3
47	он в	2	3
48	при этом	3	3
49	было бы	5	3
50	и т.д	2	3
51	и все	10	3
52	как он	2	3
53	в себе	5	3
54	в области	3	3
55	но в	5	3
56	и потому	5	3
57	так сказать	5	2
58	этих двух	2	2
59	каждого из	2	2
60	что это	2	2
61	не менее	3	2
62	в некоторых	4	2
63	не будем	3	2
64	можно назвать	2	2
65	значение в	4	2
66	быть и	2	2
67	и во	4	2
68	еще более	5	2
69	как мы	5	2
70	и даже	2	2
71	и по	3	2
72	тем не	2	2
73	той же	5	2
74	конечно в	2	2
75	мы видим	2	2
76	в таком	2	2
77	времени и	2	2
78	могут быть	4	2
79	с этим	2	2
80	и они	2	2
81	что в	2	2
82	говорить о	2	2
83	тот же	2	2
84	со всеми	8	2
85	в один	2	2
86	на его	3	2
87	в самом	2	2
88	в которой	2	2
89	в его	8	2
