N	2gram	Bakhtin_Fr_1	Myshleni
1	речи и	2	28
2	точки зрения	7	26
3	в том	16	24
4	и в	65	23
5	том что	6	21
6	в целом	2	20
7	с точки	3	18
8	то что	3	17
9	в этом	15	17
10	не только	10	16
11	того что	2	15
12	что в	3	14
13	может быть	6	14
14	но и	10	14
15	как и	5	14
16	в его	9	14
17	не может	3	12
18	как бы	22	11
19	сказать что	6	11
20	с другой	3	10
21	прежде всего	11	10
22	в отношении	6	10
23	одной стороны	2	9
24	не является	3	9
25	и не	22	9
26	между тем	5	9
27	и с	3	9
28	с одной	2	8
29	и на	11	8
30	в основе	8	8
31	в процессе	2	8
32	нашей работы	6	8
33	в этой	4	7
34	в самом	4	7
35	так как	6	7
36	что он	3	7
37	от того	2	6
38	все это	9	6
39	потому что	5	6
40	о том	2	6
41	в сущности	16	6
42	мысли и	4	6
43	и его	10	6
44	в себе	3	6
45	только в	7	6
46	можно сказать	2	5
47	в своих	5	5
48	что мы	2	5
49	и все	5	5
50	но в	14	5
51	а затем	2	5
52	по своей	3	5
53	он не	2	5
54	так и	10	5
55	как мы	6	5
56	связан с	3	5
57	но не	2	4
58	не в	4	4
59	при этом	6	4
60	в свете	2	4
61	все эти	10	4
62	этом отношении	3	4
63	их в	2	4
64	с его	5	4
65	в одном	5	4
66	и к	4	4
67	в чем	2	4
68	к тому	2	4
69	в своей	5	4
70	сих пор	4	4
71	как в	5	4
72	приводит к	2	4
73	во всей	3	4
74	как раз	3	4
75	мы видим	2	4
76	до сих	4	4
77	в своем	8	3
78	и от	2	3
79	из этих	2	3
80	на все	2	3
81	мы и	3	3
82	на отдельные	2	3
83	в общем	4	3
84	в их	4	3
85	отношения к	2	3
86	и других	3	3
87	всегда и	2	3
88	от всех	3	3
89	вовсе не	18	3
90	этот вопрос	2	3
91	во всем	2	3
92	превращается в	5	3
93	этих двух	2	3
94	во всех	9	3
95	из основных	2	3
96	все же	6	3
97	как чисто	2	3
98	самом деле	3	3
99	на этот	2	3
100	могут быть	2	3
101	связи с	4	3
102	и это	2	3
103	в области	7	3
104	ничего не	3	3
105	связана с	5	2
106	в противоположность	2	2
107	в частности	5	2
108	никогда не	6	2
109	или даже	2	2
110	но все	3	2
111	для него	5	2
112	в наши	2	2
113	несмотря на	2	2
114	хотя и	2	2
115	не к	2	2
116	жизни и	7	2
117	и до	4	2
118	значительной степени	2	2
119	начиная с	2	2
120	это целое	2	2
121	и вот	2	2
122	и наконец	2	2
123	и даже	8	2
124	одно из	6	2
125	в этих	2	2
126	всех этих	8	2
127	главным образом	6	2
128	в них	5	2
129	поэтому в	2	2
130	в состоянии	3	2
131	в ее	3	2
132	почти на	3	2
133	из всех	2	2
134	в значительной	6	2
135	за пределы	8	2
136	и потому	10	2
137	даже в	3	2
138	на него	2	2
139	в известной	3	2
140	уже не	3	2
141	и пр	5	2
142	между ними	4	2
143	различные формы	2	2
144	его на	2	2
145	дело в	2	2
