N	2gram	Vygotskiy__4	RusskieA
1	и в	33	36
2	не только	7	22
3	что в	21	19
4	том что	22	19
5	в том	21	17
6	но и	3	16
7	так как	12	15
8	во время	6	14
9	в этом	28	12
10	это не	6	10
11	как мы	4	10
12	как и	5	10
13	и т	6	10
14	вместе с	8	10
15	и на	5	10
16	потому что	24	10
17	об этом	4	9
18	т д	2	9
19	а в	4	9
20	с тем	4	8
21	у нас	4	8
22	мы увидим	2	8
23	из них	4	8
24	может быть	22	8
25	один из	2	8
26	о том	20	8
27	как это	14	8
28	что они	6	7
29	что и	3	7
30	так и	3	7
31	и других	4	7
32	и не	13	6
33	для нас	7	6
34	так например	4	6
35	при этом	2	6
36	в них	2	6
37	таким образом	13	6
38	мы не	5	6
39	все это	13	6
40	не имеет	2	6
41	в виде	3	6
42	то что	44	6
43	полагает что	5	6
44	все же	5	5
45	как будто	8	5
46	как бы	25	5
47	в которых	3	5
48	одно из	2	5
49	как в	3	5
50	тому что	6	4
51	из этих	2	4
52	к этому	4	4
53	в первый	3	4
54	в тех	2	4
55	к тому	12	4
56	по существу	2	4
57	представляет собой	2	4
58	одна из	4	4
59	после этого	6	4
60	связи с	2	4
61	во всех	2	4
62	в их	2	4
63	на кладбище	3	4
64	не может	10	4
65	а с	2	4
66	мы имеем	2	4
67	и что	25	4
68	того что	4	4
69	что этот	3	4
70	тем что	3	4
71	только в	4	4
72	что это	13	3
73	в своем	7	3
74	но все	2	3
75	в одном	3	3
76	думать что	2	3
77	и к	2	3
78	на этом	3	3
79	не можем	3	3
80	в это	2	3
81	и из	3	3
82	то же	9	3
83	с точки	4	3
84	на этот	3	3
85	к таким	2	3
86	так же	13	3
87	ничего не	2	3
88	их в	3	3
89	точки зрения	6	3
90	то есть	13	3
91	далеко не	3	3
92	этого слова	3	3
93	не было	3	2
94	всех этих	3	2
95	что ему	2	2
96	в частности	4	2
97	его и	2	2
98	что у	4	2
99	та же	3	2
100	с этим	5	2
101	и потому	2	2
102	не просто	4	2
103	на все	2	2
104	что именно	3	2
105	в круг	2	2
106	в нем	7	2
107	у него	6	2
108	в жизни	4	2
109	так что	7	2
110	и как	5	2
111	мы видим	6	2
112	такой же	2	2
113	но не	3	2
114	тем и	2	2
115	до конца	7	2
116	она не	3	2
117	когда он	7	2
118	например в	3	2
119	в ней	6	2
120	должно было	2	2
121	в его	10	2
122	до нового	2	2
123	ни одно	2	2
124	и с	2	2
125	и другим	2	2
126	в целом	5	2
127	и до	3	2
128	что она	10	2
129	для этого	8	2
130	не на	2	2
131	все эти	6	2
132	в какой	5	2
133	на самом	6	2
134	а не	6	2
135	и для	3	2
136	с ним	5	2
137	в своих	3	2
138	этот вопрос	4	2
139	мы можем	5	2
140	между двумя	2	2
141	это время	2	2
142	и здесь	3	2
143	но в	2	2
144	мы должны	6	2
145	как он	5	2
