N	2gram	Bakhtin_Pr_5	EvropaiC
1	таким образом	7	32
2	в том	5	31
3	и в	35	24
4	том что	3	20
5	все эти	3	19
6	не может	18	18
7	то что	10	17
8	может быть	14	15
9	все же	8	15
10	точки зрения	7	13
11	в своем	2	12
12	самом деле	10	12
13	в этом	14	12
14	все это	14	11
15	между тем	4	11
16	с этим	3	11
17	отношению к	7	10
18	мы знаем	2	10
19	как бы	31	10
20	по отношению	6	10
21	во всех	3	10
22	так и	8	10
23	при этом	2	9
24	друг с	4	9
25	как и	18	9
26	с другом	4	9
27	что в	6	9
28	не в	10	8
29	в самом	6	8
30	так же	7	8
31	и все	15	8
32	мы говорили	2	8
33	с точки	2	8
34	не менее	2	7
35	для этого	2	7
36	к тому	6	7
37	но и	14	7
38	и не	27	7
39	и что	6	7
40	по своей	2	7
41	о том	2	7
42	что он	24	7
43	на самом	9	7
44	из этого	2	7
45	а между	3	7
46	с другой	4	6
47	так что	5	6
48	в общем	3	6
49	того что	3	6
50	и на	6	6
51	так как	4	6
52	с ним	7	6
53	еще не	7	6
54	что и	3	6
55	в мире	4	6
56	мы можем	2	6
57	только в	6	6
58	вместе с	2	6
59	что это	4	5
60	и без	4	5
61	столь же	2	5
62	и от	3	5
63	что все	2	5
64	тому же	3	5
65	у него	4	5
66	что с	2	5
67	в целом	3	5
68	другой стороны	3	5
69	как к	5	5
70	и с	12	5
71	потому что	8	5
72	его в	4	5
73	но в	19	5
74	и к	12	5
75	в то	11	5
76	по своему	4	5
77	в его	21	5
78	не только	10	5
79	быть и	2	5
80	и для	8	5
81	но все	4	5
82	между двумя	2	5
83	лишь в	7	5
84	в себе	5	5
85	как будто	4	5
86	в которой	2	5
87	на вопрос	2	4
88	никогда не	4	4
89	та же	4	4
90	в конце	5	4
91	в такой	4	4
92	что его	2	4
93	в дальнейшем	2	4
94	ибо в	3	4
95	хотя и	2	4
96	отношение к	6	4
97	из них	3	4
98	должно быть	3	4
99	и то	5	4
100	всех этих	2	4
101	мы должны	3	4
102	мы уже	8	4
103	он не	13	4
104	конце концов	3	4
105	то же	15	4
106	а с	3	4
107	и у	4	4
108	хотя бы	2	4
109	в виде	7	4
110	и т.д	3	4
111	в этих	2	3
112	вопрос о	2	3
113	уже и	2	3
114	чтобы все	2	3
115	в нем	16	3
116	то ни	3	3
117	что оно	2	3
118	и наконец	7	3
119	и по	2	3
120	а в	7	3
121	это не	3	3
122	каждый из	2	3
123	в начале	3	3
124	бы в	4	3
125	в эти	2	3
126	с тем	3	3
127	прежде всего	12	3
128	в жизни	2	3
129	и того	2	3
130	во всем	4	3
131	от него	6	3
132	тот же	4	3
133	конечно не	2	3
134	даже в	5	3
135	только что	3	3
136	жизнь и	2	3
137	и вообще	2	3
138	и это	5	3
139	отличие от	2	3
140	же не	4	3
141	но на	4	2
142	в сторону	2	2
143	себя и	8	2
144	тому что	2	2
145	что у	6	2
146	о них	2	2
147	но так	3	2
148	с этой	2	2
149	именно потому	2	2
150	что на	2	2
151	он все	2	2
152	как мы	8	2
153	сводится к	3	2
154	для него	14	2
155	такой же	3	2
156	что они	6	2
157	на этом	2	2
158	же время	10	2
159	и сам	7	2
160	нет в	3	2
161	с уже	2	2
162	к нему	13	2
163	от себя	5	2
164	но для	2	2
165	в ней	2	2
166	лишь о	2	2
167	в виду	3	2
168	всяком случае	4	2
169	в котором	3	2
170	с ее	3	2
171	мы видели	2	2
172	бы то	3	2
173	этот процесс	2	2
174	те же	2	2
175	ни было	3	2
176	с ними	5	2
177	в которых	2	2
178	и так	4	2
179	но как	4	2
180	говорить о	3	2
181	на нее	2	2
182	во всяком	4	2
183	то есть	16	2
184	можно лишь	2	2
185	друг к	3	2
186	в них	4	2
187	этих двух	2	2
188	вовсе не	7	2
189	конечно в	2	2
190	а затем	2	2
191	то в	2	2
192	так чтобы	4	2
193	но не	6	2
194	было бы	3	2
195	в сущности	14	2
196	к другу	3	2
197	на него	5	2
198	что же	7	2
199	в другом	12	2
200	всех тех	2	2
201	не знает	6	2
202	этого слова	5	2
203	этими двумя	2	2
204	в эту	4	2
205	все его	4	2
