N	2gram	Bakhtin_Fr_6	Myshleni
1	в развитии	2	28
2	то что	10	26
3	что он	6	25
4	в этом	12	25
5	потому что	3	21
6	таким образом	17	19
7	в том	2	18
8	не может	4	18
9	точки зрения	2	18
10	того чтобы	4	17
11	что в	7	16
12	и в	41	16
13	того что	3	16
14	так как	10	16
15	не только	10	16
16	так же	5	15
17	том что	7	15
18	в сущности	8	13
19	сказать что	6	13
20	и не	3	12
21	и что	5	12
22	в области	2	12
23	в его	7	11
24	из того	2	11
25	но не	2	10
26	с помощью	6	10
27	было бы	3	10
28	как мы	12	10
29	а не	2	10
30	только в	3	10
31	может быть	2	9
32	с точки	2	9
33	о том	9	8
34	как это	2	8
35	в основе	4	8
36	как и	7	8
37	он не	2	8
38	то же	5	8
39	в нем	16	7
40	но он	5	7
41	того же	4	7
42	так и	5	7
43	если мы	2	7
44	что все	2	6
45	не в	4	6
46	в этой	8	6
47	но если	2	6
48	но и	13	6
49	и на	9	6
50	как он	2	6
51	но в	8	6
52	у него	7	6
53	в той	5	6
54	в другом	4	6
55	должна быть	2	5
56	никогда не	8	5
57	в своем	5	5
58	на все	3	5
59	что они	2	5
60	как бы	7	5
61	еще более	2	5
62	этом отношении	3	5
63	заключается в	2	5
64	в то	6	5
65	с ним	4	5
66	тогда когда	2	5
67	тот же	4	5
68	как в	4	5
69	тем что	5	5
70	не могут	2	4
71	что если	2	4
72	все эти	11	4
73	с другой	4	4
74	с этой	3	4
75	так что	2	4
76	при этом	3	4
77	в самом	10	4
78	и их	3	4
79	именно в	4	4
80	что мы	2	4
81	в результате	4	4
82	бы в	2	4
83	мы видим	6	4
84	тем более	2	4
85	как известно	2	4
86	за пределы	2	4
87	вместе с	6	4
88	той же	5	4
89	другом месте	4	4
90	и то	2	4
91	все основные	2	3
92	в частности	2	3
93	одного и	2	3
94	прежде всего	10	3
95	и как	4	3
96	но это	3	3
97	самом деле	4	3
98	одной стороны	4	3
99	и тот	2	3
100	до конца	2	3
101	вместо того	3	3
102	к нему	3	3
103	как они	2	3
104	в устной	2	3
105	мы видели	2	3
106	значение в	2	3
107	с одной	4	3
108	они не	3	3
109	а в	4	3
110	и с	16	3
111	говорить о	2	3
112	в первом	3	3
113	в этих	2	3
114	как она	2	3
115	между тем	2	3
116	мы не	2	3
117	с этим	3	3
118	в одном	5	3
119	все же	4	3
120	это и	2	3
121	одной из	3	3
122	никак не	3	3
123	еще в	5	3
124	сих пор	3	3
125	не на	2	3
126	на этом	2	3
127	и его	13	3
128	он в	2	3
129	связи с	2	3
130	в чем	3	3
131	до сих	3	3
132	мы будем	3	2
133	до того	3	2
134	и другие	2	2
135	и от	4	2
136	находятся в	2	2
137	на его	2	2
138	одним из	4	2
139	в ряде	3	2
140	в ней	4	2
141	в котором	4	2
142	в своей	2	2
143	из них	5	2
144	все это	11	2
145	другой стороны	2	2
146	те же	3	2
147	образом в	2	2
148	и даже	4	2
149	говорит он	2	2
150	в истории	2	2
151	их в	2	2
152	но они	4	2
153	для его	2	2
154	в них	7	2
155	вовсе не	7	2
156	стороны и	2	2
157	у нас	4	2
158	во всем	5	2
159	все что	4	2
160	со всеми	2	2
161	жизни и	3	2
162	в первой	3	2
163	никто не	2	2
164	в корне	2	2
165	и потому	2	2
166	во всех	17	2
167	в центре	2	2
168	но с	2	2
169	из области	2	2
170	из этого	4	2
