N	2gram	Tiupa_Lite_2	Myshleni
1	в том	10	42
2	том что	7	35
3	точки зрения	4	24
4	в этом	9	24
5	в качестве	5	21
6	и в	19	20
7	что в	4	19
8	в основе	2	17
9	то же	12	16
10	то что	7	15
11	не только	8	15
12	с другой	8	12
13	при этом	6	12
14	в их	3	12
15	потому что	2	12
16	может быть	17	12
17	в целом	2	11
18	в его	4	11
19	с точки	3	11
20	того что	5	10
21	в истории	2	10
22	так как	3	10
23	и то	3	10
24	в себе	6	10
25	и как	3	9
26	одной стороны	6	9
27	но и	10	9
28	другой стороны	4	9
29	с одной	7	9
30	как это	2	9
31	как и	10	9
32	того же	4	9
33	тот же	2	9
34	что и	2	9
35	и не	11	8
36	и что	2	8
37	в результате	2	8
38	было бы	2	8
39	вместе с	5	8
40	как бы	2	7
41	этом отношении	3	7
42	тем самым	3	7
43	а не	20	7
44	тем что	4	7
45	могут быть	2	7
46	уже в	2	6
47	же как	2	6
48	такого рода	9	6
49	не может	9	6
50	и на	6	6
51	с тем	2	6
52	что он	3	6
53	одно и	2	6
54	той же	2	6
55	в частности	4	5
56	никогда не	3	5
57	не является	2	5
58	и его	3	5
59	и к	2	5
60	все же	2	5
61	о том	2	5
62	речь идет	3	5
63	так и	7	5
64	для того	2	5
65	слова и	7	5
66	в нашем	2	4
67	как уже	2	4
68	для нас	2	4
69	из них	2	4
70	и только	2	4
71	друг друга	2	4
72	с этой	2	4
73	как он	2	4
74	и с	3	4
75	состоит в	9	4
76	в сущности	3	4
77	тем же	3	4
78	не в	4	4
79	и для	3	4
80	в области	4	4
81	на этом	2	3
82	не менее	6	3
83	в какой	2	3
84	так что	4	3
85	в этой	3	3
86	себе и	3	3
87	одной из	2	3
88	в виду	2	3
89	один из	4	3
90	со стороны	3	3
91	и других	4	3
92	столь же	5	3
93	но в	2	3
94	отнюдь не	4	3
95	идет о	3	3
96	этом случае	2	3
97	по существу	3	3
98	представляет собой	2	3
99	но не	5	3
100	себя в	6	3
101	в равной	3	3
102	такой же	3	2
103	том числе	2	2
104	в каждом	2	2
105	прежде всего	4	2
106	для него	4	2
107	том чтобы	3	2
108	одним из	3	2
109	в ней	4	2
110	в него	2	2
111	в нем	3	2
112	то как	2	2
113	не по	2	2
114	данном случае	3	2
115	от слова	3	2
116	а в	3	2
117	не знает	2	2
118	в данном	3	2
119	но как	2	2
120	в начале	3	2
121	у него	2	2
122	а затем	2	2
123	еще не	2	2
124	не бывает	2	2
125	свое время	2	2
126	в свое	2	2
127	а также	2	2
128	даже в	4	2
129	мысли и	2	2
130	ли не	4	2
131	и т.п	10	2
132	тогда как	9	2
133	и он	3	2
134	тому как	2	2
135	подобно тому	2	2
136	ту же	2	2
137	и т.д	7	2
138	едва ли	4	2
