N	2gram	Bakhtin_Fr_1	Komedia
1	и в	65	22
2	том что	6	12
3	в том	16	11
4	но и	10	11
5	не только	10	10
6	из них	4	10
7	как и	5	9
8	может быть	6	9
9	в одном	5	8
10	и не	22	8
11	и его	10	8
12	о том	2	8
13	в этой	4	7
14	и других	3	7
15	что в	3	6
16	в отношении	6	6
17	что он	3	6
18	к тому	2	6
19	и по	2	6
20	не в	4	6
21	с другой	3	5
22	во время	4	5
23	прежде всего	11	5
24	при этом	6	5
25	в его	9	5
26	в народном	2	5
27	на его	2	5
28	так и	10	5
29	как в	5	5
30	до нас	3	5
31	все это	9	5
32	нового времени	13	5
33	и даже	8	5
34	золотого века	3	5
35	потому что	5	5
36	между тем	5	5
37	в их	4	4
38	несмотря на	2	4
39	как мы	6	4
40	же в	2	4
41	на протяжении	5	4
42	и особенно	2	4
43	в нем	13	4
44	на него	2	4
45	и вот	2	4
46	точки зрения	7	4
47	так как	6	4
48	но в	14	4
49	главным образом	6	3
50	и одновременно	5	3
51	в них	5	3
52	на всю	4	3
53	в тех	3	3
54	новое время	3	3
55	по своему	8	3
56	здесь в	8	3
57	одной стороны	2	3
58	во второй	2	3
59	и у	6	3
60	в частности	5	3
61	да и	2	3
62	хотя и	2	3
63	он не	2	3
64	даже в	3	3
65	все же	6	3
66	в целом	2	3
67	отношение к	4	3
68	на землю	3	3
69	этом отношении	3	3
70	с одной	2	3
71	в году	6	3
72	как раз	3	3
73	и на	11	3
74	в более	3	3
75	в этом	15	3
76	и с	3	3
77	могут быть	2	3
78	и еще	4	3
79	только в	7	3
80	и все	5	3
81	его в	7	3
82	в чем	2	3
83	ничего не	3	3
84	дошедших до	2	3
85	времени и	6	2
86	в противоположность	2	2
87	и здесь	3	2
88	еще и	5	2
89	за пределы	8	2
90	и без	2	2
91	были в	2	2
92	в состоянии	3	2
93	здесь и	4	2
94	и во	3	2
95	на все	2	2
96	вовсе не	18	2
97	образом в	2	2
98	отрицательные явления	2	2
99	протяжении всего	2	2
100	мы найдем	2	2
101	он был	2	2
102	из всех	2	2
103	но не	2	2
104	в себя	3	2
105	до конца	2	2
106	до сих	4	2
107	еще не	6	2
108	в самом	4	2
109	между прочим	2	2
110	в новое	3	2
111	либо как	2	2
112	видеть в	2	2
113	то что	3	2
114	не к	2	2
115	наряду с	2	2
116	второй половине	2	2
117	в сущности	16	2
118	не может	3	2
119	в других	3	2
120	в форме	3	2
121	к нему	3	2
122	или в	2	2
123	но это	3	2
124	в своих	5	2
125	это время	2	2
126	в себе	3	2
127	по своей	3	2
128	отличие от	5	2
129	в области	7	2
130	у других	2	2
131	сих пор	4	2
