N	3gram	Trubetskoy_1	Myshleni
1	для того чтобы	7	14
2	по отношению к	9	12
3	в том что	15	11
4	с точки зрения	8	9
5	так же как	3	7
6	друг с другом	9	7
7	по сравнению с	5	5
8	заключается в том	2	5
9	не в состоянии	2	4
10	в то время	2	4
11	в своем развитии	3	4
12	о том что	4	4
13	друг от друга	6	4
14	и того же	3	3
15	с одной стороны	2	3
16	в свою очередь	2	3
17	одного и того	3	3
18	в этом случае	4	3
19	до сих пор	8	3
20	не может быть	3	3
21	том что он	2	2
22	в самом деле	5	2
23	а с другой	2	2
24	ничего общего с	2	2
25	с другой стороны	4	2
26	таким образом в	3	2
27	именно потому что	2	2
28	ответить на вопрос	2	2
29	вместе с тем	2	2
30	и то что	3	2
31	но все же	2	2
