N	2gram	Vygotskiy__4	Dialekti
1	не есть	2	54
2	и не	8	27
3	а не	7	26
4	точки зрения	24	25
5	это значит	2	24
6	и в	20	24
7	значит что	2	24
8	не только	15	23
9	что такое	5	21
10	не может	6	19
11	не просто	2	18
12	и что	8	15
13	что все	3	14
14	в таком	2	14
15	то что	15	14
16	с точки	11	14
17	может быть	12	13
18	таким образом	25	13
19	что он	6	13
20	что это	2	12
21	того что	10	12
22	не менее	3	11
23	не имеет	2	11
24	отнюдь не	3	10
25	только не	5	10
26	в сущности	4	10
27	ни в	3	9
28	но и	9	9
29	абстрактное понятие	2	9
30	прежде всего	2	8
31	так что	3	8
32	и как	9	8
33	отличается от	2	8
34	что мы	7	8
35	том что	35	8
36	в этом	24	8
37	в виде	3	8
38	что в	19	7
39	никогда не	5	7
40	но что	3	7
41	в самом	6	7
42	другими словами	2	7
43	что оно	4	7
44	потому что	12	7
45	в виду	3	7
46	ясно что	2	7
47	как и	9	7
48	только на	2	7
49	должна быть	2	6
50	и только	4	6
51	и с	4	6
52	о том	5	6
53	так как	10	6
54	если бы	5	6
55	что и	9	6
56	то же	16	6
57	самом деле	7	6
58	с этой	4	5
59	в том	42	5
60	и его	5	5
61	как это	9	5
62	тогда когда	8	5
63	и к	5	5
64	одно и	6	5
65	было бы	8	5
66	так и	5	5
67	и тогда	2	5
68	только в	10	5
69	тому что	4	4
70	с другой	12	4
71	это не	5	4
72	первый план	4	4
73	не могут	3	4
74	к тому	6	4
75	так же	11	4
76	сказать что	6	4
77	на первый	4	4
78	в истории	10	4
79	от того	3	4
80	только что	4	4
81	в чем	3	4
82	тому как	2	4
83	и то	10	4
84	мы и	2	4
85	подобно тому	2	4
86	и это	2	4
87	для него	2	4
88	перед нами	5	3
89	все же	5	3
90	все время	4	3
91	в своем	4	3
92	и от	3	3
93	не в	4	3
94	одной стороны	9	3
95	случае не	2	3
96	в основе	17	3
97	в нем	2	3
98	из них	4	3
99	с одной	9	3
100	все эти	5	3
101	должно быть	3	3
102	друг друга	4	3
103	и на	6	3
104	с этим	5	3
105	мы уже	5	3
106	во всем	3	3
107	одинаковой мере	2	3
108	тем что	7	3
109	уже и	2	3
110	в силу	6	3
111	на то	5	3
112	зависимости от	2	3
113	как бы	7	3
114	если не	2	3
115	тем самым	7	3
116	для того	5	3
117	к нему	2	3
118	той же	6	3
119	в слове	2	3
120	в каком	2	3
121	не знает	2	3
122	же как	6	2
123	что если	2	2
124	в одинаковой	2	2
125	в частности	5	2
126	вообще не	2	2
127	из этих	2	2
128	точно так	3	2
129	этой точки	4	2
130	показывает что	2	2
131	в смысле	4	2
132	для нас	4	2
133	который не	2	2
134	тому же	6	2
135	на этом	3	2
136	еще не	2	2
137	к истории	3	2
138	по одному	3	2
139	при этом	12	2
140	нас к	3	2
141	но для	2	2
142	и является	3	2
143	всяком случае	3	2
144	совершенно не	3	2
145	и тем	8	2
146	то как	2	2
147	вопросе о	2	2
148	не имеют	3	2
149	другой стороны	9	2
150	целый ряд	5	2
151	именно в	3	2
152	понятия и	9	2
153	они не	2	2
154	а в	2	2
155	в мысли	2	2
156	также и	2	2
157	никак не	2	2
158	их в	2	2
159	в ней	2	2
160	и здесь	2	2
161	когда мы	2	2
162	бы в	3	2
163	слово в	6	2
164	но в	3	2
165	но они	2	2
166	у него	2	2
167	на котором	2	2
168	и во	3	2
169	в их	12	2
170	в условиях	3	2
171	но как	2	2
172	по существу	3	2
173	в вопросе	2	2
174	но не	3	2
175	со всеми	3	2
176	и когда	3	2
177	только к	3	2
178	со стороны	3	2
179	себя в	3	2
180	как мы	13	2
181	и сами	2	2
182	и у	2	2
183	и он	2	2
184	и для	4	2
185	что этот	2	2
186	нас в	3	2
187	в данном	2	2
188	во всяком	4	2
189	могут быть	7	2
190	по которому	2	2
191	в себе	10	2
192	в его	11	2
193	этом вопросе	2	2
